"",A,B,C,D,F,I,S,U,V,W Aver. Total
Mathematics - MATH 8900 LOU,1,,,,,,,,,4.00 1
Mathematics - MATH 8900 MAR,,,,,,,1,,,1
Mathematics - MATH 8900 MAT,1,,,,,,,,,4.00 1
Mathematics - MATH 8900 POP,1,,,,,,,,,4.00 1
Mathematics - MATH 8900 TET,,,,,,,1,,,1
Mathematics - MATH 8900 WEI,,1,,,,,,,,3.00 1
Mathematics - MATH 8900 YU,4,,,,,,,,,4.00 4
Mathematics - MATH 8900 YUJ,,,,,,,1,,,1
Mathematics - MATH 8900 ZEN,1,,,,,,,,,4.00 1
Mathematics - MATH 8900 ZHO,1,,,,,,,,,4.00 1
Mathematics - MATH 8997 A,,,,,,,,,32,32
Mathematics - MATH 8998 A,,,,,,,,,6,6
Mathematics - MATH 9000 BUN,,,,,,,1,,,1
Mathematics - MATH 9000 DIE,,,,,,,1,,,1
Mathematics - MATH 9000 ETN,,,,,,,4,,,4
Mathematics - MATH 9000 HOU,,,,,,,1,,,1
Mathematics - MATH 9000 KAN,,,,,,,1,,,1
Mathematics - MATH 9000 KOL,,,,,,,1,,,1
Mathematics - MATH 9000 LAC,,,,,,,3,,,3
Mathematics - MATH 9000 LE,,,,,,,1,,,1
Mathematics - MATH 9000 LE,A,B,C,D,F,I,S,U,V,W Aver. Total
Mathematics - MATH 9000 LLA,,,,,,,1,,,1
Mathematics - MATH 9000 LOS,,,,,,,2,,,2
Mathematics - MATH 9000 MAR,,,,,,,1,,,1
Mathematics - MATH 9000 TET,,,,,,,1,,,1
Mathematics - MATH 9000 THO,,,,,,,1,,,1
Mathematics - MATH 9000 YU,,,,,,,2,,,2
Mechanical Engineering - ME 1770 A,28,2,,,,,,,,3.93 30
Mechanical Engineering - ME 1770 B,17,1,,,,,,,,1 3.94 19
Mechanical Engineering - ME 2016 A,12,8,11,4,3,,,,,7 2.58 45
Mechanical Engineering - ME 2110 A,11,8,1,,,,,,,3.50 20
Mechanical Engineering - ME 2110 B,7,12,1,,,,,,,3.30 20
Mechanical Engineering - ME 2110 C,11,8,1,,,,,,,3.50 20
Mechanical Engineering - ME 2110 D,11,9,,,,,,,,3.55 20
Mechanical Engineering - ME 2110 E,13,6,1,,,,,,,3.60 20
Mechanical Engineering - ME 2202 A,15,28,18,4,1,,,,,2.79 66
Mechanical Engineering - ME 2698 XS3,,,,,,,,,1,1
Mechanical Engineering - ME 2699 FV3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 2699 HD3,3,,,,,,,,,4.00 3
Mechanical Engineering - ME 2699 PR3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 2699 SC3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 2699 SK3,3,,,,,,,,,4.00 3
Mechanical Engineering - ME 3017 A,25,20,16,3,3,,,,,1 2.91 68
Mechanical Engineering - ME 3057 A,4,6,1,,1,,,,,3.00 12
Mechanical Engineering - ME 3057 B,14,1,,1,,,,,,3.75 16
Mechanical Engineering - ME 3057 C,7,2,,,,,,,,3.78 9
Mechanical Engineering - ME 3057 D,10,5,1,,,,,,,3.56 16
Mechanical Engineering - ME 3180 B,10,27,24,3,,,,,,4 2.69 68
Mechanical Engineering - ME 3210 A,17,17,11,5,,,,,,5 2.92 55
Mechanical Engineering - ME 3322 B,13,7,16,5,,,,,,4 2.68 45
Mechanical Engineering - ME 3322 C,11,14,8,5,3,,,,,3 2.61 44
Mechanical Engineering - ME 3322 QUP,6,1,3,5,,,,,,3 2.53 18
Mechanical Engineering - ME 3322 R,22,10,5,,,,,,,3.46 37
Mechanical Engineering - ME 3340 B,14,21,34,13,,,,,,4 2.44 86
Mechanical Engineering - ME 3340 R,8,3,3,,,,,,,3.36 14
Mechanical Engineering - ME 3345 A,20,27,26,3,2,,,,,5 2.77 83
Mechanical Engineering - ME 3345 RMZ,4,3,,,,,,,,3.57 7
Mechanical Engineering - ME 4041 A,6,2,,,,,,,,1 3.75 9
Mechanical Engineering - ME 4041 B,5,3,4,,1,,,,,2.85 13
Mechanical Engineering - ME 4056 A1,6,5,,,,,,,,3.55 11
Mechanical Engineering - ME 4056 A2,1,10,1,,,,,,,3.00 12
Mechanical Engineering - ME 4056 A3,,6,6,,,,,,,2.50 12
Mechanical Engineering - ME 4056 A4,6,4,1,1,,,,,,3.25 12
Mechanical Engineering - ME 4056 A5,4,8,,,,,,,,3.33 12
Mechanical Engineering - ME 4056 A6,,7,,,,,,,,3.00 7
Mechanical Engineering - ME 4056 A7,9,2,,,,,,,,3.82 11
Mechanical Engineering - ME 4182 A,28,,,,,,,,,1 4.00 29
Mechanical Engineering - ME 4182 B,16,4,3,,,,,,,3.57 23
Mechanical Engineering - ME 4452 A,5,3,,,,,,,,1 3.63 9
Mechanical Engineering - ME 4698 CS3,,,,,,,,,1,1
Mechanical Engineering - ME 4698 DB3,,,,,,,,,2,2
Mechanical Engineering - ME 4698 GU3,,,,,,,,,2,2
Mechanical Engineering - ME 4698 HD3,,,,,,,,,2,2
Mechanical Engineering - ME 4698 KK3,,,,,,,,,1,1
Mechanical Engineering - ME 4698 KT3,,,,,,,,,1,1
Mechanical Engineering - ME 4698 LG3,,,,,,,,,1,1
Mechanical Engineering - ME 4698 NP3,,,,,,,,,1,1
Mechanical Engineering - ME 4698 SC3,,,,,,,,,1,1
Mechanical Engineering - ME 4698 UJ3,,,,,,,,,3,3
Mechanical Engineering - ME 4698 UJ3,A,B,C,D,F,I,S,U,V,W Aver. Total
Mechanical Engineering - ME 4698 VM3,,,,,,,,,2,2
Mechanical Engineering - ME 4698 WL3,,,,,,,,,1,1
Mechanical Engineering - ME 4699 AM3,,,,,,,,,,1 1
Mechanical Engineering - ME 4699 AX3,2,,,,,,,,,4.00 2
Mechanical Engineering - ME 4699 CJ3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 CR3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 DB3,,1,,,,,,,,3.00 1
Mechanical Engineering - ME 4699 FA1,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 FV3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 GA3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 GU2,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 GU3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 HA3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 HD3,3,,,,,,,,,4.00 3
Mechanical Engineering - ME 4699 HP3,,1,,,,,,,,3.00 1
Mechanical Engineering - ME 4699 JA3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 KD3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 KK3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 KY4,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 LJ3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 MM2,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 PR3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 QH3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 RA2,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 SC3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 ST1,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 ST3,6,1,,,,,,,,3.86 7
Mechanical Engineering - ME 4699 TS2,,,,,,,,,,1 1
Mechanical Engineering - ME 4699 UJ3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 WY3,2,,,,,,,,,4.00 2
Mechanical Engineering - ME 4699 ZB3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4833 ATD,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 6305 A,14,3,,,,,,,,2 3.82 19
Mechanical Engineering - ME 6305 Q,7,2,,,,,,,,3.78 9
Mechanical Engineering - ME 6701 Q,30,,,,,,,,,4.00 30
Mechanical Engineering - ME 7000 AID,,,,,,,1,,,1
Mechanical Engineering - ME 7000 AME,,,,,,,1,,,1
Mechanical Engineering - ME 7000 BOO,,,,,,,1,,,1
Mechanical Engineering - ME 7000 BRA,,,,,,,3,,,3
Mechanical Engineering - ME 7000 CO,,,,,,,1,,,1
Mechanical Engineering - ME 7000 COL,,,,,,,3,,,3
Mechanical Engineering - ME 7000 DAS,,,,,,,1,,,1
Mechanical Engineering - ME 7000 DIX,,,,,,,1,,,1
Mechanical Engineering - ME 7000 ERT,,,,,,,1,,,1
Mechanical Engineering - ME 7000 FED,,,,,,,2,,,2
Mechanical Engineering - ME 7000 FOR,,,,,,,1,,,1
Mechanical Engineering - ME 7000 FU,,,,,,,1,,,1
Mechanical Engineering - ME 7000 GA1,,,,,,,2,,,2
Mechanical Engineering - ME 7000 GAR,,,,,,,1,,,1
Mechanical Engineering - ME 7000 GHI,,,,,,,1,,,1
Mechanical Engineering - ME 7000 GL,,,,,,,1,,,1
Mechanical Engineering - ME 7000 GRA,,,,,,,2,,,2
Mechanical Engineering - ME 7000 HAT,,,,,,,1,,,1
Mechanical Engineering - ME 7000 HEN,,,,,,,3,,,3
Mechanical Engineering - ME 7000 JAC,,,,,,,1,,,1
Mechanical Engineering - ME 7000 JAR,,,,,,,1,,,1
Mechanical Engineering - ME 7000 JET,,,,,,,1,,,1
Mechanical Engineering - ME 7000 JOS,,,,,,,4,,,4
Mechanical Engineering - ME 7000 JOS,A,B,C,D,F,I,S,U,V,W Aver. Total
Mechanical Engineering - ME 7000 JRO,,,,,,,1,,,1
Mechanical Engineering - ME 7000 KAL,,,,,,,1,,,1
Mechanical Engineering - ME 7000 KU,,,,,,,1,,,1
Mechanical Engineering - ME 7000 KUM,,,,,,,3,,,3
Mechanical Engineering - ME 7000 LEA,,,,,,,2,,,2
Mechanical Engineering - ME 7000 LIE,,,,,,,1,,,1
Mechanical Engineering - ME 7000 MAY,,,,,,,1,,,1
Mechanical Engineering - ME 7000 MEL,,,,,,,2,,,2
Mechanical Engineering - ME 7000 NEI,,,,,,,1,,,1
Mechanical Engineering - ME 7000 NEU,,,,,,,3,,,3
Mechanical Engineering - ME 7000 QCH,,,,,,,1,,,1
Mechanical Engineering - ME 7000 QNS,,,,,,,1,,,1
Mechanical Engineering - ME 7000 ROS,,,,,,,4,,,4
Mechanical Engineering - ME 7000 SIN,,,,,,,3,,,3
Mechanical Engineering - ME 7000 SIT,,,,,,,2,,,2
Mechanical Engineering - ME 7000 TEL,,,,,,,1,,,1
Mechanical Engineering - ME 7000 TQI,,,,,,,1,,,1
Mechanical Engineering - ME 7000 UME,,,,,,,1,,,1
Mechanical Engineering - ME 7000 WHI,,,,,,,2,,,2
Mechanical Engineering - ME 7000 YEE,,,,,,,1,,,1
Mechanical Engineering - ME 8011 A,,,,,,,13,,,13
Mechanical Engineering - ME 8012 A,,,,,,,11,,,11
Mechanical Engineering - ME 8913 BRA,3,,,,,,,,,4.00 3
Mechanical Engineering - ME 8933 GRE,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 8933 JOS,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 8933 KUM,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 8943 SAD,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 8953 HU,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 8983 KAL,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 8997 WWH,,,,,,,,,1,1
Mechanical Engineering - ME 8998 HES,,,,,,,,,1,1
Mechanical Engineering - ME 8998 WHI,,,,,,,,,2,2
Mechanical Engineering - ME 9000 ABD,,,,,,,4,,,4
Mechanical Engineering - ME 9000 ACH,,,,,,,3,,,3
Mechanical Engineering - ME 9000 AID,,,,,,,4,,,4
Mechanical Engineering - ME 9000 ALE,,,,,,,4,,,4
Mechanical Engineering - ME 9000 AME,,,,,,,9,,,9
Mechanical Engineering - ME 9000 BAS,,,,,,,2,1,,3
Mechanical Engineering - ME 9000 BCO,,,,,,,2,,,2
Mechanical Engineering - ME 9000 BOO,,,,,,,2,,,2
Mechanical Engineering - ME 9000 BRA,,,,,,,1,,,1
Mechanical Engineering - ME 9000 CO,,,,,,,2,,,2
Mechanical Engineering - ME 9000 COS,,,,,,,,1,,1
Mechanical Engineering - ME 9000 CSA,,,,,,,2,,,2
Mechanical Engineering - ME 9000 CUN,,,,,,,2,,,2
Mechanical Engineering - ME 9000 DAS,,,,,,,2,,,2
Mechanical Engineering - ME 9000 DEG,,,,,,,2,,,2
Mechanical Engineering - ME 9000 DIX,,,,,,,3,,,3
Mechanical Engineering - ME 9000 ERT,,,,,,,4,,,4
Mechanical Engineering - ME 9000 FED,,,,,,,4,,,4
Mechanical Engineering - ME 9000 FER,,,,,,,2,,,2
Mechanical Engineering - ME 9000 FOR,,,,,,,3,,,3
Mechanical Engineering - ME 9000 GA1,,,,,,,9,,,9
Mechanical Engineering - ME 9000 GAR,,,,,,,2,,,2
Mechanical Engineering - ME 9000 GEN,,,,,,,3,1,,4
Mechanical Engineering - ME 9000 GHI,,,,,,,2,,,2
Mechanical Engineering - ME 9000 GL,,,,,,,1,,,1
Mechanical Engineering - ME 9000 GLE,,,,,,,7,,,7
Mechanical Engineering - ME 9000 GLE,A,B,C,D,F,I,S,U,V,W Aver. Total
Mechanical Engineering - ME 9000 GRA,,,,,,,5,1,,6
Mechanical Engineering - ME 9000 GRE,,,,,,,2,,,2
Mechanical Engineering - ME 9000 GUL,,,,,,,6,,,6
Mechanical Engineering - ME 9000 HAM,,,,,,,4,,,4
Mechanical Engineering - ME 9000 HAR,,,,,,,2,,,2
Mechanical Engineering - ME 9000 HAT,,,,,,,2,,,2
Mechanical Engineering - ME 9000 HCH,,,,,,,2,,,2
Mechanical Engineering - ME 9000 HEN,,,,,,,3,,,3
Mechanical Engineering - ME 9000 HES,,,,,,,1,,,1
Mechanical Engineering - ME 9000 HU,,,,,,,4,,,4
Mechanical Engineering - ME 9000 JAC,,,,,,,2,,,2
Mechanical Engineering - ME 9000 JET,,,,,,,2,,,2
Mechanical Engineering - ME 9000 JOH,,,,,,,1,,,1
Mechanical Engineering - ME 9000 JOS,,,,,,,4,,,4
Mechanical Engineering - ME 9000 JRO,,,,,,,4,,,4
Mechanical Engineering - ME 9000 KAL,,,,,,,1,,,1
Mechanical Engineering - ME 9000 KU,,,,,,,3,,,3
Mechanical Engineering - ME 9000 KUM,,,,,,,3,,,3
Mechanical Engineering - ME 9000 KUR,,,,,,,4,,,4
Mechanical Engineering - ME 9000 LCA,,,,,,,,1,,1
Mechanical Engineering - ME 9000 LEA,,,,,,,3,,,3
Mechanical Engineering - ME 9000 LIA,,,,,,,3,,,3
Mechanical Engineering - ME 9000 LIE,,,,,,,1,,,1
Mechanical Engineering - ME 9000 LIN,,,,,,,3,,,3
Mechanical Engineering - ME 9000 LIP,,,,,,,,1,,1
Mechanical Engineering - ME 9000 LOU,,,,,,,5,,,5
Mechanical Engineering - ME 9000 MCD,,,,,,,2,,,2
Mechanical Engineering - ME 9000 MEA,,,,,,,3,,,3
Mechanical Engineering - ME 9000 MEL,,,,,,,4,,,4
Mechanical Engineering - ME 9000 NER,,,,,,,1,,,1
Mechanical Engineering - ME 9000 NEU,,,,,,,3,,,3
Mechanical Engineering - ME 9000 PAR,,,,,,,1,,,1
Mechanical Engineering - ME 9000 PET,,,,,,,1,,,1
Mechanical Engineering - ME 9000 PIE,,,,,,,2,,,2
Mechanical Engineering - ME 9000 QI,,,,,,,2,,,2
Mechanical Engineering - ME 9000 RAN,,,,,,,9,,,9
Mechanical Engineering - ME 9000 RJI,,,,,,,1,,,1
Mechanical Engineering - ME 9000 ROS,,,,,,,4,,,4
Mechanical Engineering - ME 9000 RUZ,,,,,,,1,,,1
Mechanical Engineering - ME 9000 SAB,,,,,,,3,,,3
Mechanical Engineering - ME 9000 SAD,,,,,,,2,,,2
Mechanical Engineering - ME 9000 SIN,,,,,,,2,,,2
Mechanical Engineering - ME 9000 SIT,,,,,,,4,,,4
Mechanical Engineering - ME 9000 SKA,,,,,,,9,,,9
Mechanical Engineering - ME 9000 SLE,,,,,,,3,,,3
Mechanical Engineering - ME 9000 SMI,,,,,,,1,,,1
Mechanical Engineering - ME 9000 SPR,,,,,,,1,,,1
Mechanical Engineering - ME 9000 STR,,,,,,,1,,,1
Mechanical Engineering - ME 9000 SUL,,,,,,,4,,,4
Mechanical Engineering - ME 9000 TEL,,,,,,,1,,,1
Mechanical Engineering - ME 9000 THO,,,,,,,2,,,2
Mechanical Engineering - ME 9000 TIN,,,,,,,2,,,2
Mechanical Engineering - ME 9000 UED,,,,,,,4,,,4
Mechanical Engineering - ME 9000 UME,,,,,,,2,,,2
Mechanical Engineering - ME 9000 VAR,,,,,,,1,,,1
Mechanical Engineering - ME 9000 WHI,,,,,,,7,,,7
Mechanical Engineering - ME 9000 WOO,,,,,,,2,,,2
Mechanical Engineering - ME 9000 XIA,,,,,,,3,,,3
Mechanical Engineering - ME 9000 XIA,A,B,C,D,F,I,S,U,V,W Aver. Total
Mechanical Engineering - ME 9000 YEE,,,,,,,3,,,3
Mechanical Engineering - ME 9000 YKI,,,,,,,4,,,4
Mechanical Engineering - ME 9000 YOD,,,,,,,3,,,3
Mechanical Engineering - ME 9000 YOG,,,,,,,3,,,3
Mechanical Engineering - ME 9000 YWA,,,,,,,1,,,1
Mechanical Engineering - ME 9000 ZH,,,,,,,4,,,4
Mechanical Engineering - ME 9000 ZHA,,,,,,,2,,,2
Mechanical Engineering - ME 9000 ZHO,,,,,,,4,,,4
Mechanical Engineering - ME 9000 ZHU,,,,,,,3,,,3
Mechanical Engineering - ME 9000 ZIN,,,,,,,1,,,1
Medical Physics - MP 7000 HER,,,,,,,1,,,1
Medical Physics - MP 7000 WAN,,,,,,,2,1,,3
Medical Physics - MP 8104 A,6,,,,,,,,,4.00 6
Medical Physics - MP 9000 ERI,,,,,,,1,,,1
Medical Physics - MP 9000 ZHU,,,,,,,2,,,2
Music - MUSI 2010 SUM,24,,,,,,,,,1 4.00 25
Music - MUSI 3450 A1,17,3,,,,,,,,3.85 20
Music - MUSI 3610 R01,41,13,,,,,,,,3.76 54
Music - MUSI 3610 R02,46,9,,,,,,,,3.84 55
Music - MUSI 3610 R03,50,5,,,,,,,,3.91 55
Music - MUSI 3630 CC,78,10,1,,,,,,,3 3.87 92
Music - MUSI 3630 SF,29,8,6,,,,,,,3.53 43
Music - MUSI 3801 R01,42,12,,,,,,,,3.78 54
Music - MUSI 3801 R02,46,9,,,,,,,,3.84 55
Music - MUSI 3801 R03,50,5,,,,,,,,3.91 55
Music - MUSI 4450 A,11,,,,,,,,,4.00 11
Music - MUSI 4630 CM,18,4,,,1,,,,,1 3.65 24
Nuclear & Radiological Engr - NRE 4699 DC2,1,,,,,,,,,4.00 1
Nuclear & Radiological Engr - NRE 4699 DC3,1,,,,,,,,,4.00 1
Nuclear & Radiological Engr - NRE 7000 DEO,,,,,,,2,,,2
Nuclear & Radiological Engr - NRE 7000 ERI,,,,,,,1,,,1
Nuclear & Radiological Engr - NRE 7000 HER,,,,,,,4,,,4
Nuclear & Radiological Engr - NRE 7000 RAH,,,,,,,1,,,1
Nuclear & Radiological Engr - NRE 7000 STA,,,,,,,1,,,1
Nuclear & Radiological Engr - NRE 8903 ERI,1,,,,,,,,,4.00 1
Nuclear & Radiological Engr - NRE 9000 DEO,,,,,,,2,,,2
Nuclear & Radiological Engr - NRE 9000 ERI,,,,,,,4,,,4
Nuclear & Radiological Engr - NRE 9000 GAR,,,,,,,2,,,2
Nuclear & Radiological Engr - NRE 9000 PET,,,,,,,5,,,5
Nuclear & Radiological Engr - NRE 9000 RAH,,,,,,,4,,,4
Nuclear & Radiological Engr - NRE 9000 STA,,,,,,,1,,,1
Nuclear & Radiological Engr - NRE 9000 ZHU,,,,,,,1,,,1
Philosophy - PHIL 3105 JB,6,14,2,,,,2,,,3.18 24
Philosophy - PHIL 3109 RK,17,6,2,,,,1,,,7 3.60 33
Philosophy - PHIL 3127 R,23,5,,,,,,,,3.82 28
Philosophy - PHIL 4176 RK,19,4,,,1,,,,,3.67 24
Philosophy - PHIL 4699 HP,1,,,,,,,,,4.00 1
Philosophy - PHIL 6000 E1,,,,,,,35,,,1 36
Philosophy - PHIL 6000 E2,,,,,,,29,,,29
Philosophy - PHIL 6000 E3,,,,,,,17,,,1 18
Philosophy - PHIL 6000 T1,,,,,,,37,,,37
Philosophy - PHIL 6000 T2,,,,,,,39,,,1 40
Philosophy - PHIL 6000 T3,,,,,,,39,,,1 40
Physics - PHYS 2211 M,34,31,20,8,9,,,,,13 2.72 115
Physics - PHYS 2211 QUP,3,11,5,1,1,,,,,2 2.67 23
Physics - PHYS 2212 K,55,39,18,15,6,,,1,,13 2.92 147
Physics - PHYS 2698 PY,,,,,,,,,1,1
Physics - PHYS 2901 A,1,,,,,,,,,4.00 1
Physics - PHYS 2901 A,A,B,C,D,F,I,S,U,V,W Aver. Total
Physics - PHYS 4321 A,4,2,1,,2,,,,,2.67 9
Physics - PHYS 4322 A,1,,1,,,,,,,3.00 2
Physics - PHYS 4698 DG,,,,,,,,,1,1
Physics - PHYS 4698 FF,,,,,,,,,2,2
Physics - PHYS 4698 KB,,,,,,,,,1,1
Physics - PHYS 4698 SS,,,,,,,,,2,2
Physics - PHYS 4699 FN,1,,,,,,,,,4.00 1
Physics - PHYS 4699 GLD,1,,,,,,,,,4.00 1
Physics - PHYS 4699 JGU,1,,,,,,,,,4.00 1
Physics - PHYS 4699 JW,1,,,,,,1,,,4.00 2
Physics - PHYS 4699 LC,1,,,,,,,,,4.00 1
Physics - PHYS 4699 MM,1,,,,,,,,,4.00 1
Physics - PHYS 4699 PL,1,,,,,,,,,4.00 1
Physics - PHYS 4699 PY,1,,,,,,,,,4.00 1
Physics - PHYS 4751 A,3,3,,,,,,,,3.50 6
Physics - PHYS 8901 AZ,2,,,,,,,,,4.00 2
Physics - PHYS 8901 CP,4,,,,,,,,,4.00 4
Physics - PHYS 8901 CUR,1,,,,,,,,,4.00 1
Physics - PHYS 8901 DD,2,,,,,,,,,4.00 2
Physics - PHYS 8901 DEH,1,,,,,,,,,4.00 1
Physics - PHYS 8901 FF,1,,,,,,,,,4.00 1
Physics - PHYS 8901 FN,1,,,,,,,,,4.00 1
Physics - PHYS 8901 GLD,2,,,,,,,,,4.00 2
Physics - PHYS 8901 IT,2,,,,,,,,,4.00 2
Physics - PHYS 8901 KB,3,,,,,,,,,4.00 3
Physics - PHYS 8901 KW,2,,,,,,,,,4.00 2
Physics - PHYS 8901 LC,1,,,,,,,,,4.00 1
Physics - PHYS 8901 MM,1,,,,,,,,,4.00 1
Physics - PHYS 8901 PC,3,,,,,,,,,4.00 3
Physics - PHYS 8901 PL,3,,,,,,,,,4.00 3
Physics - PHYS 8901 PY,1,,,,,,,,,4.00 1
Physics - PHYS 8901 RT,1,,,,,,,,,4.00 1
Physics - PHYS 8901 SCH,2,,,,,,,,,4.00 2
Physics - PHYS 8901 SS,2,,,,,,,,,4.00 2
Physics - PHYS 8901 WZ,2,,,,,,,,,4.00 2
Physics - PHYS 8997 AS,,,,,,,,,53,53
Physics - PHYS 8998 AZ,,,,,,,,,56,56
Physics - PHYS 9000 AZ,,,,,,,1,,,1
Physics - PHYS 9000 BK,,,,,,,2,,,2
Physics - PHYS 9000 CUR,,,,,,,2,,,2
Physics - PHYS 9000 DB,,,,,,,1,,,1
Physics - PHYS 9000 DEH,,,,,,,,4,,4
Physics - PHYS 9000 DS,,,,,,,1,,,1
Physics - PHYS 9000 EC,,,,,,,3,,,3
Physics - PHYS 9000 FF,,,,,,,3,,,3
Physics - PHYS 9000 FN,,,,,,,5,,,5
Physics - PHYS 9000 GLD,,,,,,,2,,,2
Physics - PHYS 9000 HK,,,,,,,4,,,4
Physics - PHYS 9000 JA,,,,,,,1,,,1
Physics - PHYS 9000 JGU,,,,,,,4,,,4
Physics - PHYS 9000 JW,,,,,,,3,,,3
Physics - PHYS 9000 KIN,,,,,,,,1,,1
Physics - PHYS 9000 ML,,,,,,,1,,,1
Physics - PHYS 9000 MM,,,,,,,2,,,2
Physics - PHYS 9000 MP,,,,,,,,1,,1
Physics - PHYS 9000 MSC,,,,,,,3,,,3
Physics - PHYS 9000 MY,,,,,,,1,,,1
Physics - PHYS 9000 ON,,,,,,,,2,,2
Physics - PHYS 9000 ON,A,B,C,D,F,I,S,U,V,W Aver. Total
Physics - PHYS 9000 PC,,,,,,,1,,,1
Physics - PHYS 9000 PF,,,,,,,2,,,2
Physics - PHYS 9000 PG,,,,,,,3,,,3
Physics - PHYS 9000 PL,,,,,,,2,,,2
Physics - PHYS 9000 PY,,,,,,,3,,,3
Physics - PHYS 9000 RG,,,,,,,3,,,3
Physics - PHYS 9000 SCH,,,,,,,5,,,5
Physics - PHYS 9000 SS,,,,,,,1,,,1
Physics - PHYS 9000 ST,,,,,,,2,,,2
Physics - PHYS 9000 TB,,,,,,,3,,,3
Physics - PHYS 9000 TU,,,,,,,1,,,1
Physics - PHYS 9000 UZI,,,,,,,1,,,1
Physics - PHYS 9000 WJ,,,,,,,1,,,1
Physics - PHYS 9000 ZJ,,,,,,,2,,,2
"Polymer, Textile and Fiber Eng - PTFE 9000 .",,,,,,,1,,,1
"Polymer, Textile and Fiber Eng - PTFE 9000 .",,,,,,,1,,,1
Psychology - PSYC 1101 SF,71,,,,,,,,,4.00 71
Psychology - PSYC 1101 SS,5,2,,,,,1,,,3.71 8
Psychology - PSYC 1101 Y,22,9,3,,,,2,,,3.56 36
Psychology - PSYC 1101 Z,42,24,2,1,,,3,,,3 3.55 75
Psychology - PSYC 2015 A,32,9,3,,,,,,,1 3.66 45
Psychology - PSYC 2103 A,11,11,,,,,3,,,3.50 25
Psychology - PSYC 2210 A,19,5,,,1,,2,,,3.64 27
Psychology - PSYC 2230 R,27,1,,,,,,,,3.96 28
Psychology - PSYC 2698 CH,,,,,,,,,2,2
Psychology - PSYC 2699 CS,2,,,,,,,,,4.00 2
Psychology - PSYC 2699 WR,1,,,,,,,,,4.00 1
Psychology - PSYC 3750 R,2,,,,,,,,,4.00 2
Psychology - PSYC 4600 WR,1,,,,,,,,,4.00 1
Psychology - PSYC 4601 HW,1,,,,,,,,,4.00 1
Psychology - PSYC 4698 AD,,,,,,,,,1,1
Psychology - PSYC 4698 HW,,,,,,,,,1,1
Psychology - PSYC 4699 AD,2,,,,,,,,,4.00 2
Psychology - PSYC 4699 CS,1,,,,,,,,,4.00 1
Psychology - PSYC 4699 HW,1,,,,,,,,,4.00 1
Psychology - PSYC 4699 JS,,,,,,,1,,,1
Psychology - PSYC 4699 PA,1,,,,,,,,,4.00 1
Psychology - PSYC 4699 PV,1,,,,,,,,,4.00 1
Psychology - PSYC 4699 RE,,,,,,,1,,,1
Psychology - PSYC 4699 RM,1,,,,,,,,,4.00 1
Psychology - PSYC 4699 WR,1,,,,,,,,,4.00 1
Psychology - PSYC 7000 AD,,,,,,,1,,,1
Psychology - PSYC 7000 FD,,,,,,,2,,,2
Psychology - PSYC 7000 LD,,,,,,,1,,,1
Psychology - PSYC 7000 WR,,,,,,,2,,,2
Psychology - PSYC 8901 FD,,,,,,,1,,,1
Psychology - PSYC 8901 JG,,,,,,,2,,,2
Psychology - PSYC 8901 RT,,,,,,,1,,,1
Psychology - PSYC 8901 WR,,,,,,,2,,,2
Psychology - PSYC 8902 HW,,,,,,,3,,,3
Psychology - PSYC 8902 LD,,,,,,,1,,,1
Psychology - PSYC 8902 PV,,,,,,,2,,,2
Psychology - PSYC 8903 HCI,1,,,,,,,,,4.00 1
Psychology - PSYC 8903 RC,,,,,,,1,,,1
Psychology - PSYC 8904 PV,,,,,,,1,,,1
