"",A,B,C,D,F,I,S,U,V,W Aver. Tota
Electrical & Computer Engr - ECE 8900 D10,,,,,,,1,,,1
Electrical & Computer Engr - ECE 8900 D12,,,,,,,1,,,1
Electrical & Computer Engr - ECE 8900 E01,,,,,,,1,,,1
Electrical & Computer Engr - ECE 8900 G04,,,,,,,2,,,2
Electrical & Computer Engr - ECE 8900 I02,,,,,,,3,,,3
Electrical & Computer Engr - ECE 8900 L04,,,,,,,1,,,1
Electrical & Computer Engr - ECE 8900 L08,,,,,,,1,,,1
Electrical & Computer Engr - ECE 8900 M07,,,,,,,3,,,3
Electrical & Computer Engr - ECE 8900 M10,,,,,,,2,,,2
Electrical & Computer Engr - ECE 8900 M13,,,,,,,1,,,1
Electrical & Computer Engr - ECE 8900 N01,,,,,,,2,,,2
Electrical & Computer Engr - ECE 8900 Q01,,,,,,,3,,,3
Electrical & Computer Engr - ECE 8900 R01,,,,,,,2,,,2
Electrical & Computer Engr - ECE 8900 R03,,,,,,,1,,,1
Electrical & Computer Engr - ECE 8900 R04,,,,,,,9,,,9
Electrical & Computer Engr - ECE 8900 R05,,,,,,,1,,,1
Electrical & Computer Engr - ECE 8900 S11,,,,,,,1,,,1
Electrical & Computer Engr - ECE 8900 S17,,,,,,,1,,,1
Electrical & Computer Engr - ECE 8900 S22,,,,,,,1,,,1
Electrical & Computer Engr - ECE 8900 T02,,,,,,,3,,,3
Electrical & Computer Engr - ECE 8900 T04,,,,,,,2,,,2
Electrical & Computer Engr - ECE 8900 T12,,,,,,,1,,,1
Electrical & Computer Engr - ECE 8900 V01,,,,,,,1,,,1
Electrical & Computer Engr - ECE 8900 V06,,,,,,,1,,,1
Electrical & Computer Engr - ECE 8900 W10,,,,,,,2,,,2
Electrical & Computer Engr - ECE 8900 Z06,,,,,,,1,,,1
Electrical & Computer Engr - ECE 8900 Z07,,,,,,,1,,,1
Electrical & Computer Engr - ECE 8901 UPC,,,,,,,12,,,12
Electrical & Computer Engr - ECE 8902 M07,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8902 S19,2,,,,,,,,,4.00 2
Electrical & Computer Engr - ECE 8902 V06,2,,,,,,,,,4.00 2
Electrical & Computer Engr - ECE 8903 A01,4,,1,,,,,,,3.60 5
Electrical & Computer Engr - ECE 8903 A08,6,,,,,,,,,4.00 6
Electrical & Computer Engr - ECE 8903 A09,3,,,,,,,,,4.00 3
Electrical & Computer Engr - ECE 8903 A11,4,,,,,,,,,4.00 4
Electrical & Computer Engr - ECE 8903 A14,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8903 A15,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8903 B09,2,,,,,,,,,4.00 2
Electrical & Computer Engr - ECE 8903 B11,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8903 B18,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8903 B25,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8903 C03,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8903 C09,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8903 C10,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8903 C11,2,,,,,,,,,4.00 2
Electrical & Computer Engr - ECE 8903 C14,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8903 D08,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8903 D09,2,,,,,,,,,4.00 2
Electrical & Computer Engr - ECE 8903 D12,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8903 E01,,1,,,,,,,,3.00 1
Electrical & Computer Engr - ECE 8903 E02,,1,,,,,,,,3.00 1
Electrical & Computer Engr - ECE 8903 G04,7,,,,,,,,,4.00 7
Electrical & Computer Engr - ECE 8903 G06,3,,,,,,,,,4.00 3
Electrical & Computer Engr - ECE 8903 H04,3,,,,,,,,,4.00 3
Electrical & Computer Engr - ECE 8903 I02,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8903 I02,A,B,C,D,F,I,S,U,V,W Aver. Tota
Electrical & Computer Engr - ECE 8903 K05,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8903 K10,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8903 L05,2,1,,,,,,,,3.67 3
Electrical & Computer Engr - ECE 8903 M07,4,,,,,,,,,1 4.00 5
Electrical & Computer Engr - ECE 8903 M13,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8903 M18,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8903 M19,5,,,,,,,,,4.00 5
Electrical & Computer Engr - ECE 8903 N01,1,1,,,,,,,,3.50 2
Electrical & Computer Engr - ECE 8903 R01,2,,,,,,,,,4.00 2
Electrical & Computer Engr - ECE 8903 R03,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8903 R11,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8903 S09,2,,,,,,,,,4.00 2
Electrical & Computer Engr - ECE 8903 S10,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8903 S17,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8903 S22,3,,,,,,,,,4.00 3
Electrical & Computer Engr - ECE 8903 T01,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8903 T02,2,,,,,,,,,4.00 2
Electrical & Computer Engr - ECE 8903 T04,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8903 T12,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8903 V06,9,,,,,,,,,4.00 9
Electrical & Computer Engr - ECE 8903 W08,2,,,,,,,,,4.00 2
Electrical & Computer Engr - ECE 8903 Y02,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8903 Z06,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8903 Z07,4,,,,,,,,,4.00 4
Electrical & Computer Engr - ECE 8997 ATL,,,,,,,,,136,136
Electrical & Computer Engr - ECE 8997 GTL,,,,,,,,,1,1
Electrical & Computer Engr - ECE 8998 ATL,,,,,,,,,366,366
Electrical & Computer Engr - ECE 8999 ATL,,,,,,,24,,,24
Electrical & Computer Engr - ECE 9000 308,,,,,,,3,,,3
Electrical & Computer Engr - ECE 9000 309,,,,,,,4,,,4
Electrical & Computer Engr - ECE 9000 314,,,,,,,,1,,1
Electrical & Computer Engr - ECE 9000 320,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 A01,,,,,,,5,,,5
Electrical & Computer Engr - ECE 9000 A02,,,,,,,,1,,1
Electrical & Computer Engr - ECE 9000 A07,,,,,,,10,,,10
Electrical & Computer Engr - ECE 9000 A08,,,,,,,8,,,8
Electrical & Computer Engr - ECE 9000 A09,,,,,,,10,,,10
Electrical & Computer Engr - ECE 9000 A11,,,,,,,11,,,11
Electrical & Computer Engr - ECE 9000 A12,,,,,,,4,,,4
Electrical & Computer Engr - ECE 9000 A13,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 B02,,,,,,,3,,,3
Electrical & Computer Engr - ECE 9000 B09,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 B11,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 B15,,,,,,,5,,,5
Electrical & Computer Engr - ECE 9000 B16,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 B18,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 B21,,,,,,,11,,,11
Electrical & Computer Engr - ECE 9000 B22,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 B23,,,,,,,3,,,3
Electrical & Computer Engr - ECE 9000 B25,,,,,,,3,,,3
Electrical & Computer Engr - ECE 9000 B27,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 C02,,,,,,,5,,,5
Electrical & Computer Engr - ECE 9000 C03,,,,,,,5,,,5
Electrical & Computer Engr - ECE 9000 C05,,,,,,,4,,,4
Electrical & Computer Engr - ECE 9000 C08,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 C10,,,,,,,12,,,12
Electrical & Computer Engr - ECE 9000 C11,,,,,,,7,,,7
Electrical & Computer Engr - ECE 9000 C12,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 C12,A,B,C,D,F,I,S,U,V,W Aver. Tota
Electrical & Computer Engr - ECE 9000 C13,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 C14,,,,,,,3,,,3
Electrical & Computer Engr - ECE 9000 C15,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 C16,,,,,,,4,,,4
Electrical & Computer Engr - ECE 9000 C18,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 D06,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 D07,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 D08,,,,,,,9,,,9
Electrical & Computer Engr - ECE 9000 D09,,,,,,,6,,,6
Electrical & Computer Engr - ECE 9000 D10,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 D12,,,,,,,5,,,5
Electrical & Computer Engr - ECE 9000 E01,,,,,,,7,,,7
Electrical & Computer Engr - ECE 9000 E02,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 E03,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 E04,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 F04,,,,,,,4,,,4
Electrical & Computer Engr - ECE 9000 F08,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 G01,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 G04,,,,,,,10,,,10
Electrical & Computer Engr - ECE 9000 G05,,,,,,,6,,,6
Electrical & Computer Engr - ECE 9000 G06,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 H01,,,,,,,5,,,5
Electrical & Computer Engr - ECE 9000 H03,,,,,,,3,,,3
Electrical & Computer Engr - ECE 9000 H04,,,,,,,4,,,4
Electrical & Computer Engr - ECE 9000 H09,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 H13,,,,,,,4,,,4
Electrical & Computer Engr - ECE 9000 H14,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 I01,,,,,,,5,,,5
Electrical & Computer Engr - ECE 9000 I02,,,,,,,4,,,4
Electrical & Computer Engr - ECE 9000 J04,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 J06,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 K02,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 K05,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 K06,,,,,,,8,,,8
Electrical & Computer Engr - ECE 9000 K10,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 K13,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 L04,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 L05,,,,,,,4,,,4
Electrical & Computer Engr - ECE 9000 L06,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 L08,,,,,,,3,1,,4
Electrical & Computer Engr - ECE 9000 M04,,,,,,,4,,,4
Electrical & Computer Engr - ECE 9000 M07,,,,,,,13,,,13
Electrical & Computer Engr - ECE 9000 M10,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 M13,,,,,,,3,,,3
Electrical & Computer Engr - ECE 9000 M14,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 M15,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 M17,,,,,,,4,,,4
Electrical & Computer Engr - ECE 9000 M18,,,,,,,3,,,3
Electrical & Computer Engr - ECE 9000 M19,,,,,,,8,,,8
Electrical & Computer Engr - ECE 9000 N01,,,,,,,9,,,9
Electrical & Computer Engr - ECE 9000 O01,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 P02,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 P05,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 P06,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 Q01,,,,,,,4,,,4
Electrical & Computer Engr - ECE 9000 R01,,,,,,,4,,,4
Electrical & Computer Engr - ECE 9000 R03,,,,,,,4,,,4
Electrical & Computer Engr - ECE 9000 R04,,,,,,,7,,,7
Electrical & Computer Engr - ECE 9000 R04,A,B,C,D,F,I,S,U,V,W Aver. Tota
Electrical & Computer Engr - ECE 9000 R05,,,,,,,5,,,5
Electrical & Computer Engr - ECE 9000 R08,,,,,,,8,,,8
Electrical & Computer Engr - ECE 9000 R09,,,,,,,5,,,5
Electrical & Computer Engr - ECE 9000 R11,,,,,,,6,,,6
Electrical & Computer Engr - ECE 9000 S05,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 S08,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 S09,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 S10,,,,,,,3,1,,4
Electrical & Computer Engr - ECE 9000 S11,,,,,,,3,,,3
Electrical & Computer Engr - ECE 9000 S17,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 S19,,,,,,,5,,,5
Electrical & Computer Engr - ECE 9000 S22,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 T01,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 T02,,,,,,,7,,,7
Electrical & Computer Engr - ECE 9000 T04,,,,,,,9,,,9
Electrical & Computer Engr - ECE 9000 T11,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 V01,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 V03,,,,,,,4,,,4
Electrical & Computer Engr - ECE 9000 V06,,,,,,,5,,,5
Electrical & Computer Engr - ECE 9000 W01,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 W03,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 W08,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 W10,,,,,,,8,,,8
Electrical & Computer Engr - ECE 9000 Y01,,,,,,,6,,,6
Electrical & Computer Engr - ECE 9000 Y02,,,,,,,4,,,4
Electrical & Computer Engr - ECE 9000 Y03,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 Z02,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 Z05,,,,,,,3,,,3
Electrical & Computer Engr - ECE 9000 Z06,,,,,,,8,,,8
Electrical & Computer Engr - ECE 9000 Z07,,,,,,,5,,,5
English - ENGL 1101 A,24,,,,,,,,,4.00 24
English - ENGL 1101 A1,17,8,,,,,,,,3.68 25
English - ENGL 1101 A4,18,4,1,,,,,,,3.74 23
English - ENGL 1101 B2,14,8,2,,,,,,,1 3.50 25
English - ENGL 1101 B3,13,11,,1,,,,,,3.44 25
English - ENGL 1101 C,23,1,,,,,,,,3.96 24
English - ENGL 1101 C2,6,4,3,,,,,,,2 3.23 15
English - ENGL 1101 D2,23,2,,,,,,,,3.92 25
English - ENGL 1101 D3,9,16,,,,,,,,1 3.36 26
English - ENGL 1101 D5,19,4,,,1,,,,,3.67 24
English - ENGL 1101 D7,12,11,2,,,,,,,3.40 25
English - ENGL 1101 D8,14,10,1,,,,,,,3.52 25
English - ENGL 1101 E2,23,2,,,,,,,,3.92 25
English - ENGL 1101 F2,18,4,1,,,,,,,2 3.74 25
English - ENGL 1101 F3,13,12,,,,,,,,3.52 25
English - ENGL 1101 G1,16,6,2,,,,,,,1 3.58 25
English - ENGL 1101 H,20,4,1,,,,,,,3.76 25
English - ENGL 1101 H3,13,12,,,,,,,,3.52 25
English - ENGL 1101 HP1,5,,,,,,,,,4.00 5
English - ENGL 1101 HP2,16,,,,,,,,,4.00 16
English - ENGL 1101 I,14,10,1,,,,,,,3.52 25
English - ENGL 1101 J1,19,3,2,1,,,,,,3.60 25
English - ENGL 1101 J2,17,5,,,,,,,,1 3.77 23
English - ENGL 1101 J4,21,2,1,,1,,,,,3.68 25
English - ENGL 1101 J5,14,10,1,,,,,,,3.52 25
English - ENGL 1101 K,21,3,1,,,,,,,3.80 25
English - ENGL 1101 K1,18,7,,,,,,,,3.72 25
English - ENGL 1101 L,18,3,1,,,,,,,3.77 22
English - ENGL 1101 L,A,B,C,D,F,I,S,U,V,W Aver. Tota
English - ENGL 1101 L2,19,2,2,,1,,,,,3.58 24
English - ENGL 1101 L6,12,4,,,,,,,,1 3.75 17
English - ENGL 1101 L7,22,3,,,,,,,,3.88 25
English - ENGL 1101 N1,22,2,1,,,,,,,3.84 25
English - ENGL 1101 N2,15,9,,,1,,,,,3.48 25
English - ENGL 1101 N3,21,4,,,,,,,,3.84 25
English - ENGL 1101 N4,22,1,,,,,,,,1 3.96 24
English - ENGL 1101 N5,21,3,1,,,,,,,3.80 25
English - ENGL 1101 P2,20,4,,,,,,,,3.83 24
English - ENGL 1102 A2,19,6,,,,,,,,3.76 25
English - ENGL 1102 A3,3,16,4,1,1,,,,,2.76 25
English - ENGL 1102 B,25,,,,,,,,,4.00 25
English - ENGL 1102 B1,18,3,2,2,,,,,,3.48 25
English - ENGL 1102 B2,17,6,,,1,,,,,3.58 24
English - ENGL 1102 B4,13,10,,,,,,,,1 3.57 24
English - ENGL 1102 B5,12,13,,,,,,,,3.48 25
English - ENGL 1102 B9,11,11,,1,1,,,,,1 3.25 25
English - ENGL 1102 C,15,8,,,1,,,,,3.50 24
English - ENGL 1102 D1,8,17,,,,,,,,3.32 25
English - ENGL 1102 D3,17,6,1,,,,,,,1 3.67 25
English - ENGL 1102 D4,25,,,,,,,,,4.00 25
English - ENGL 1102 E,22,2,1,,,,,,,3.84 25
English - ENGL 1102 E1,16,9,,,,,,,,3.64 25
English - ENGL 1102 F1,20,4,1,,,,,,,3.76 25
English - ENGL 1102 F2,22,2,1,,,,,,,3.84 25
English - ENGL 1102 F4,25,,,,,,,,,4.00 25
English - ENGL 1102 G,14,10,,1,,,,,,3.48 25
English - ENGL 1102 G1,17,5,1,1,1,,,,,3.44 25
English - ENGL 1102 G3,19,5,,,1,,,,,3.64 25
English - ENGL 1102 G5,10,9,4,,,,,,,2 3.26 25
English - ENGL 1102 G6,20,5,,,,,,,,3.80 25
English - ENGL 1102 H,21,4,,,,,,,,3.84 25
English - ENGL 1102 HP1,16,,1,,1,,,,,3.67 18
English - ENGL 1102 HP2,18,,,,,,,,,4.00 18
English - ENGL 1102 HP3,14,3,,,,,,,,3.82 17
English - ENGL 1102 HP4,18,,,,,,,,,4.00 18
English - ENGL 1102 I,3,22,,,,,,,,3.12 25
English - ENGL 1102 J,8,13,4,,,,,,,3.16 25
English - ENGL 1102 J1,19,5,,,1,,,,,3.64 25
English - ENGL 1102 J2,23,1,,,,,,,,3.96 24
English - ENGL 1102 L,17,3,,,1,,,,,1 3.67 22
English - ENGL 1102 L1,17,8,,,,,,,,3.68 25
English - ENGL 1102 L3,11,11,2,,,,,,,1 3.38 25
English - ENGL 1102 L4,13,11,1,,,,,,,3.48 25
English - ENGL 1102 M,11,12,,,,,,,,2 3.48 25
English - ENGL 1102 N,21,2,1,,,,,,,1 3.83 25
English - ENGL 1102 N2,22,3,,,,,,,,3.88 25
English - ENGL 1102 N4,22,3,,,,,,,,3.88 25
English - ENGL 1102 P2,16,8,,,,,,,,1 3.67 25
English - ENGL 1102 P3,18,5,,,,,,,,1 3.78 24
English - ENGL 1102 P5,20,5,,,,,,,,3.80 25
French - FREN 1001 B,22,1,,,,,,,2,3.96 25
French - FREN 1001 C,23,1,,,,,1,,,3.96 25
French - FREN 1001 D,23,1,,,,,,,,1 3.96 25
French - FREN 1001 E,21,2,,,,,,,,2 3.91 25
French - FREN 1001 G,18,3,1,,,,,1,,2 3.77 25
French - FREN 1001 R,23,,,,,,,,,4.00 23
French - FREN 1001 R2,12,,,,,,,,,4.00 12
French - FREN 1001 R2,A,B,C,D,F,I,S,U,V,W Aver. Tota
French - FREN 1002 B,13,2,1,,1,,3,1,,3.53 21
French - FREN 1002 C,18,6,1,,,,1,,,1 3.68 27
French - FREN 1002 D,17,3,1,,,,4,,,3.76 25
French - FREN 1002 G,18,3,1,,,,3,,,3.77 25
French - FREN 1002 R,10,,,,,,,,,4.00 10
French - FREN 2001 C,14,3,1,,,,,,1,3.72 19
French - FREN 2001 D,9,2,3,,1,,2,,,2 3.20 19
French - FREN 2001 E,17,3,,,,,,,1,3 3.85 24
French - FREN 2001 R,5,,,,,,,,,4.00 5
French - FREN 2002 C,13,1,,,,,,,,3.93 14
French - FREN 2002 D,10,,,,,,,,,4.00 10
French - FREN 3011 E,15,1,,,,,,,,3.94 16
French - FREN 3014 R,6,,,,,,,,,4.00 6
French - FREN 3813 G,15,,,,,,,,,1 4.00 16
French - FREN 4001 E,9,1,,,,,,,,1 3.90 11
French - FREN 4013 F,10,5,,,,,,,,1 3.67 16
French - FREN 4241 H,21,,,,,,,,,2 4.00 23
French - FREN 4695 A,1,,,,,,,,,4.00 1
French - FREN 4699 A,1,,,,,,,,,4.00 1
Georgia Tech - GT 1000 B03,20,,,,,,,,,4.00 20
Georgia Tech - GT 1000 B05,14,1,,,,,,,,1 3.93 16
Georgia Tech - GT 1000 B06,17,1,,,,,,,,1 3.94 19
Georgia Tech - GT 1000 B07,19,1,,,,,,,,3.95 20
Georgia Tech - GT 1000 B08,15,1,,,,,,,,3.94 16
Georgia Tech - GT 1000 B09,6,,,,,,,,,4.00 6
Georgia Tech - GT 1000 B11,7,1,,,,,,,,3.88 8
Georgia Tech - GT 1000 B12,17,1,,,,,,,,3.94 18
Georgia Tech - GT 1000 B13,5,1,,,,,,,,3.83 6
Georgia Tech - GT 1000 B17,17,1,,,,,,,,3.94 18
Georgia Tech - GT 1000 B20,9,,,,,,,,,1 4.00 10
Georgia Tech - GT 1000 B21,19,,,,,,,,,4.00 19
Georgia Tech - GT 1000 B22,12,1,,,,,,,,3.92 13
Georgia Tech - GT 1000 B23,20,,,,,,,,,4.00 20
Georgia Tech - GT 1000 B39,10,,1,,,,,,,3.82 11
Georgia Tech - GT 1000 BI1,25,1,,,,,,,,3.96 26
Georgia Tech - GT 1000 BI2,25,,,,,,,,,4.00 25
Georgia Tech - GT 1000 C05,13,,,,,,,,,2 4.00 15
Georgia Tech - GT 1000 C13,15,,,,,,,,,1 4.00 16
Georgia Tech - GT 1000 C15,13,4,,,,,,,,2 3.76 19
Georgia Tech - GT 1000 C18,17,,,,,,,,,4.00 17
Georgia Tech - GT 1000 C19,19,,,,,,,,,4.00 19
Georgia Tech - GT 1000 C20,17,,,,,,,,,1 4.00 18
Georgia Tech - GT 1000 C22,16,,,,,,,,,4.00 16
Georgia Tech - GT 1000 C24,15,,,,,,,,,4.00 15
Georgia Tech - GT 1000 CB2,40,,,,,,,,,4.00 40
Georgia Tech - GT 1000 CBE,38,1,1,,,,,,,3.93 40
Georgia Tech - GT 1000 CEE,23,1,,,,,,,,3.96 24
Georgia Tech - GT 1000 CH1,14,1,,,,,,,,3.93 15
Georgia Tech - GT 1000 CH2,17,1,,,,,,,,3.94 18
Georgia Tech - GT 1000 D01,16,,1,,,,,,,3.88 17
Georgia Tech - GT 1000 D04,12,1,,,,,,,,3.92 13
Georgia Tech - GT 1000 D12,6,,,,,,,,,4.00 6
Georgia Tech - GT 1000 D17,4,2,,,,,,,,3.67 6
Georgia Tech - GT 1000 D23,14,,,,,,,,,1 4.00 15
Georgia Tech - GT 1000 D29,16,1,,,,,,,,1 3.94 18
Georgia Tech - GT 1000 DIV,9,2,1,,,,,,,3.67 12
Georgia Tech - GT 1000 E04,16,1,,1,,,,,,1 3.78 19
Georgia Tech - GT 1000 E05,17,1,,,,,,,,3.94 18
Georgia Tech - GT 1000 E05,A,B,C,D,F,I,S,U,V,W Aver. Tota
Georgia Tech - GT 1000 E06,13,1,1,,,,,,,3.80 15
Georgia Tech - GT 1000 E12,16,,,,,,,,,4.00 16
Georgia Tech - GT 1000 E15,20,,,,,,,,,4.00 20
Georgia Tech - GT 1000 E16,13,1,,,,,,,,3.93 14
Georgia Tech - GT 1000 E23,20,,,,,,,,,4.00 20
Georgia Tech - GT 1000 E24,13,,,,,,,,,4.00 13
Georgia Tech - GT 1000 E25,9,,,,,,,,,4.00 9
Georgia Tech - GT 1000 E26,14,1,,,,,,,,3.93 15
Georgia Tech - GT 1000 EAS,14,,,,,,,,,4.00 14
Georgia Tech - GT 1000 EC1,25,5,,,,,,,,3.83 30
Georgia Tech - GT 1000 EC2,25,2,,,,,,,,1 3.93 28
Georgia Tech - GT 1000 F02,18,,,,,,,,,4.00 18
Georgia Tech - GT 1000 F05,14,,,,,,,,,4.00 14
Georgia Tech - GT 1000 F32,9,1,,,,,,,,3.90 10
Georgia Tech - GT 1000 FEM,13,,,,,,,,,1 4.00 14
Georgia Tech - GT 1000 HP1,12,,,,,,,,,4.00 12
Georgia Tech - GT 1000 HP2,12,,,,,,,,,4.00 12
Georgia Tech - GT 1000 HP3,10,1,,,,,,,,3.91 11
Georgia Tech - GT 1000 HP4,12,,,,,,,,,4.00 12
Georgia Tech - GT 1000 HP5,11,,,,,,,,,4.00 11
Georgia Tech - GT 1000 IA1,20,2,,,,,,,,3.91 22
Georgia Tech - GT 1000 IA2,24,,,,,,,,,4.00 24
Georgia Tech - GT 1000 ID,21,2,2,,,,,,,1 3.76 26
Georgia Tech - GT 1000 IE1,25,2,,,,,,,,3.93 27
Georgia Tech - GT 1000 IE2,29,,,,,,,,,4.00 29
Georgia Tech - GT 1000 IE3,28,,,,,,,,,1 4.00 29
Georgia Tech - GT 1000 INT,10,7,,,,,,,,1 3.59 18
Georgia Tech - GT 1000 IP,24,1,,,,,,,,3.96 25
Georgia Tech - GT 1000 LED,16,,,,,,,,,2 4.00 18
Georgia Tech - GT 1000 MAT,29,3,,,,,,,,3.91 32
Georgia Tech - GT 1000 MG1,31,,,,,,,,,4.00 31
Georgia Tech - GT 1000 MG2,33,,,,,,,,,4.00 33
Georgia Tech - GT 1000 MG3,26,5,,,,,,,,3.84 31
Georgia Tech - GT 1000 MG4,29,1,,,,,,,,3.97 30
Georgia Tech - GT 1000 MG5,28,1,,,,,,,,1 3.97 30
Georgia Tech - GT 1000 MM,9,,,,,,,,,1 4.00 10
Georgia Tech - GT 1000 MS2,33,1,,,1,,,,,3.86 35
Georgia Tech - GT 1000 MSE,8,,,,,,,,,4.00 8
Georgia Tech - GT 1000 NRE,11,,,,,,,,,4.00 11
Georgia Tech - GT 1000 OIE,20,1,2,,,,,,,1 3.78 24
Georgia Tech - GT 1000 PH1,23,1,,,,,,,,3.96 24
Georgia Tech - GT 1000 PH2,22,,1,,,,,,,1 3.91 24
Georgia Tech - GT 1000 PHY,19,,,,,,,,,4.00 19
Georgia Tech - GT 1000 PL1,17,,,,,,,,,4.00 17
Georgia Tech - GT 1000 PS2,40,,,,,,,,,4.00 40
Georgia Tech - GT 1000 PSY,8,1,,,,,,,,3.89 9
Georgia Tech - GT 1000 RAD,8,1,,,,,,,,3.89 9
Georgia Tech - GT 1000 SLS,17,1,,,,,,,,3.94 18
Georgia Tech - GT 1000 SMT,56,,,,,,,,,4.00 56
Georgia Tech - GT 1000 SOA,18,1,,,,,,,,3.95 19
Georgia Tech - GT 1000 SQ1,19,,,,,,,,,1 4.00 20
Georgia Tech - GT 1000 ST1,22,3,,,,,,,,3.88 25
Georgia Tech - GT 1000 UR2,25,,,,,,,,,4.00 25
Georgia Tech - GT 1000 URI,25,,,,,,,,,4.00 25
Georgia Tech - GT 1000 WIE,17,1,1,,,,,,,3.84 19
Georgia Tech - GT 2000 TR1,17,2,,,,,,,,3.89 19
Georgia Tech - GT 2000 TR2,18,,,,,,,,,1 4.00 19
Georgia Tech - GT 2000 TR3,15,,,,,,,,,4 4.00 19
Georgia Tech - GT 2000 TR3,A,B,C,D,F,I,S,U,V,W Aver. Tota
Georgia Tech - GT 2000 TR4,17,,,,,,,,,1 4.00 18
