"",A,B,C,D,F,I,S,U,V,W Aver. Tota
Mathematics - MATH 6321 A,5,2,,,,,,,3,3 3.71 13
Mathematics - MATH 6337 A,3,3,,,,,1,,3,7 3.50 17
Mathematics - MATH 6338 A,9,6,,,,,,,1,3.60 16
Mathematics - MATH 6342 A,1,5,,,,,,,,3.17 6
Mathematics - MATH 6422 A,6,2,,,,,,,,2 3.75 10
Mathematics - MATH 6441 A,8,1,,,,,,,,3.89 9
Mathematics - MATH 6455 A,10,,2,,,,,,2,2 3.67 16
Mathematics - MATH 6635 NEW,29,17,4,,,,,,,4 3.50 54
Mathematics - MATH 6641 A,18,,,,1,,1,,3,1 3.79 24
Mathematics - MATH 6643 A,10,4,2,,,,,,1,2 3.50 19
Mathematics - MATH 6643 Q,1,4,1,,,,,,,2 3.00 8
Mathematics - MATH 6643 R,17,2,,,,,,,,1 3.89 20
Mathematics - MATH 6644 A,13,2,,,,,,,,5 3.87 20
Mathematics - MATH 6644 Q,2,1,,,,,,,,3.67 3
Mathematics - MATH 6646 A,11,4,,,,,,,,1 3.73 16
Mathematics - MATH 6702 A,36,,,,,,,,1,2 4.00 39
Mathematics - MATH 6702 Q,4,,,,,,,,,4.00 4
Mathematics - MATH 6762 A,1,1,1,,,,,,1,3.00 4
Mathematics - MATH 6769 A,3,6,,,1,,,,,1 3.00 11
Mathematics - MATH 6783 A,16,2,1,,,,,,,3.79 19
Mathematics - MATH 6783 Q,1,,,,,,,,,4.00 1
Mathematics - MATH 7000 ETN,,,,,,,1,,,1
Mathematics - MATH 7018 A,12,1,1,,,,1,1,1,3.79 17
Mathematics - MATH 7245 A,6,,,,,,1,,2,4.00 9
Mathematics - MATH 8306 A,,,,,,,8,,,8
Mathematics - MATH 8803 POP,9,,,,,,,,1,4.00 10
Mathematics - MATH 8803 TAO,13,,,,,,,,2,1 4.00 16
Mathematics - MATH 8900 BAR,1,,,,,,,,,4.00 1
Mathematics - MATH 8900 BED,1,,,,,,,,,4.00 1
Mathematics - MATH 8900 BEK,1,,,,,,,,,4.00 1
Mathematics - MATH 8900 DAM,1,,,,,,,,,4.00 1
Mathematics - MATH 8900 GAN,1,,,,,,1,,,4.00 2
Mathematics - MATH 8900 GHO,2,,,,,,,,,4.00 2
Mathematics - MATH 8900 HAR,1,,,,,,,,,4.00 1
Mathematics - MATH 8900 HEL,1,,,,,,,,,4.00 1
Mathematics - MATH 8900 HOU,6,,,,,,,,,4.00 6
Mathematics - MATH 8900 KAN,1,,,,,,,,,4.00 1
Mathematics - MATH 8900 KOL,2,,,,,,,,,4.00 2
Mathematics - MATH 8900 LEY,,1,,,,,,,,3.00 1
Mathematics - MATH 8900 LIU,1,,,,,,,,,4.00 1
Mathematics - MATH 8900 LLA,1,,,,,,,,,4.00 1
Mathematics - MATH 8900 LOU,2,,,,,,,,,4.00 2
Mathematics - MATH 8900 PAN,1,,,,,,,,,4.00 1
Mathematics - MATH 8900 SWI,1,,,,,,,,,4.00 1
Mathematics - MATH 8900 TET,1,,,,,,1,,,4.00 2
Mathematics - MATH 8900 THO,2,,,,,,,,,4.00 2
Mathematics - MATH 8900 YU,3,,,,,,1,,,4.00 4
Mathematics - MATH 8900 YU,A,B,C,D,F,I,S,U,V,W Aver. Tota
Mathematics - MATH 8900 YUJ,2,,,,,,1,,,4.00 3
Mathematics - MATH 8900 ZEN,1,,,,,,,,,4.00 1
Mathematics - MATH 8900 ZHO,3,,,,,,,,,4.00 3
Mathematics - MATH 8997 A,,,,,,,,,53,53
Mathematics - MATH 8998 A,,,,,,,,,15,15
Mathematics - MATH 9000 BAR,,,,,,,1,,,1
Mathematics - MATH 9000 BUN,,,,,,,2,,,2
Mathematics - MATH 9000 DIE,,,,,,,1,,,1
Mathematics - MATH 9000 ETN,,,,,,,3,,,3
Mathematics - MATH 9000 ILI,,,,,,,1,,,1
Mathematics - MATH 9000 LAC,,,,,,,3,,,3
Mathematics - MATH 9000 LE,,,,,,,1,,,1
Mathematics - MATH 9000 LLA,,,,,,,2,,,2
Mathematics - MATH 9000 LOS,,,,,,,1,,,1
Mathematics - MATH 9000 MAR,,,,,,,1,,,1
Mathematics - MATH 9000 MCC,,,,,,,1,,,1
Mathematics - MATH 9000 SHO,,,,,,,1,,,1
Mathematics - MATH 9000 TET,,,,,,,1,,,1
Mathematics - MATH 9000 THO,,,,,,,1,,,1
Mathematics - MATH 9000 YU,,,,,,,1,,,1
Mechanical Engineering - ME 1770 A,43,3,1,,1,,,,,3.81 48
Mechanical Engineering - ME 1770 B,46,2,,,,,,,,3.96 48
Mechanical Engineering - ME 1770 C,36,4,,,,,,,,3.90 40
Mechanical Engineering - ME 1770 D,40,3,,,1,,,,,3.84 44
Mechanical Engineering - ME 1770 E,41,3,,,,,,,,1 3.93 45
Mechanical Engineering - ME 1770 F,27,7,,,,,,,,1 3.79 35
Mechanical Engineering - ME 1770 G,30,9,4,,1,,,,,1 3.52 45
Mechanical Engineering - ME 1770 H,42,5,,,,,,,,3.89 47
Mechanical Engineering - ME 1770 I,38,5,1,1,,,,,,3.78 45
Mechanical Engineering - ME 2016 A,18,28,9,3,3,,,,,1 2.90 62
Mechanical Engineering - ME 2016 B,17,25,12,2,1,,,,,5 2.96 62
Mechanical Engineering - ME 2016 C,34,15,4,4,,,,,,5 3.39 62
Mechanical Engineering - ME 2016 D,12,28,9,4,2,,,,,4 2.80 59
Mechanical Engineering - ME 2016 E,11,12,10,6,5,,,,,6 2.41 50
Mechanical Engineering - ME 2110 A,10,10,,,,,,,,3.50 20
Mechanical Engineering - ME 2110 B,11,9,,,,,,,,3.55 20
Mechanical Engineering - ME 2110 C,9,10,,,,,,,,3.47 19
Mechanical Engineering - ME 2110 D,13,7,,,,,,,,3.65 20
Mechanical Engineering - ME 2110 E,12,8,,,,,,,,3.60 20
Mechanical Engineering - ME 2110 F,13,5,1,,,,,,,3.63 19
Mechanical Engineering - ME 2110 G,11,3,1,,,,,,,3.67 15
Mechanical Engineering - ME 2110 H,12,5,1,,1,,,,,3.42 19
Mechanical Engineering - ME 2110 I,8,11,,,,,,,,3.42 19
Mechanical Engineering - ME 2110 J,12,7,,,,,,,,3.63 19
Mechanical Engineering - ME 2110 K,6,7,,,,,,,,2 3.46 15
Mechanical Engineering - ME 2110 M,12,7,,,,,,,,3.63 19
Mechanical Engineering - ME 2110 N,5,4,,,,,,,,3.56 9
Mechanical Engineering - ME 2202 B,12,14,10,6,2,,,,,9 2.64 53
Mechanical Engineering - ME 2202 C,7,20,15,2,5,,,,,10 2.45 59
Mechanical Engineering - ME 2202 D,14,23,12,4,3,,,,,3 2.73 59
Mechanical Engineering - ME 2202 E,17,14,26,2,1,,,,,1 2.73 61
Mechanical Engineering - ME 2202 H,22,17,10,3,3,,,,,3 2.95 58
Mechanical Engineering - ME 2202 R,5,7,,,,,,,,3.42 12
Mechanical Engineering - ME 2698 CS3,,,,,,,,,1,1
Mechanical Engineering - ME 2698 GS3,,,,,,,,,1,1
Mechanical Engineering - ME 2698 XS3,,,,,,,,,1,1
Mechanical Engineering - ME 2699 CH3,2,,,,,,,,,4.00 2
Mechanical Engineering - ME 2699 DB3,2,,,,,,,,,4.00 2
Mechanical Engineering - ME 2699 DB3,A,B,C,D,F,I,S,U,V,W Aver. Tota
Mechanical Engineering - ME 2699 FC3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 2699 GA3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 2699 GU3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 2699 HD3,1,,,,,,,,,1 4.00 2
Mechanical Engineering - ME 2699 I2P,5,,,,,,,,,4.00 5
Mechanical Engineering - ME 2699 JA3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 2699 JL1,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 2699 KT3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 2699 KY3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 2699 PR3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 2699 SK3,2,,,,,,,,,4.00 2
Mechanical Engineering - ME 2699 ST3,7,,,,,,,,,1 4.00 8
Mechanical Engineering - ME 2699 TC3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 2699 WL3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 2801 FER,3,1,2,,,,,,,3.17 6
Mechanical Engineering - ME 3017 A,40,21,7,1,,,,,,3 3.45 72
Mechanical Engineering - ME 3017 B,13,15,19,6,2,,,,,5 2.56 60
Mechanical Engineering - ME 3017 C,27,20,17,6,,,,,,2 2.97 72
Mechanical Engineering - ME 3017 D,24,13,17,13,1,,,,,4 2.68 72
Mechanical Engineering - ME 3017 R,5,8,3,1,,,,,,3.00 17
Mechanical Engineering - ME 3057 A,17,,,,,,,,,4.00 17
Mechanical Engineering - ME 3057 B,8,10,,,,,,,,3.44 18
Mechanical Engineering - ME 3057 C,17,1,,,,,,,,3.94 18
Mechanical Engineering - ME 3057 D,11,6,,,,,,,,1 3.65 18
Mechanical Engineering - ME 3057 E,12,4,2,,,,,,,3.56 18
Mechanical Engineering - ME 3057 F,13,2,2,,,,,,,3.65 17
Mechanical Engineering - ME 3057 G,14,3,,1,,,,,,3.67 18
Mechanical Engineering - ME 3057 K,8,3,,,,,,,,3.73 11
Mechanical Engineering - ME 3057 L,11,2,,,,,,,,3.85 13
Mechanical Engineering - ME 3057 M,14,4,,,,,,,,3.78 18
Mechanical Engineering - ME 3057 O,15,3,,,,,,,,3.83 18
Mechanical Engineering - ME 3057 P,14,3,1,,,,,,,3.72 18
Mechanical Engineering - ME 3057 S,16,2,,,,,,,,3.89 18
Mechanical Engineering - ME 3057 T,12,5,,,,,,,,3.71 17
Mechanical Engineering - ME 3057 U,12,3,2,,,,,,,1 3.59 18
Mechanical Engineering - ME 3141 TM,9,4,,,,,,,,3.69 13
Mechanical Engineering - ME 3180 A,23,23,16,2,,,,,,1 3.05 65
Mechanical Engineering - ME 3180 C,18,41,12,2,,,,,,4 3.03 77
Mechanical Engineering - ME 3180 D,23,30,19,5,,,,,,3 2.92 80
Mechanical Engineering - ME 3180 R,4,5,,,,,,,,1 3.44 10
Mechanical Engineering - ME 3210 C,16,18,16,4,,,,,,4 2.85 58
Mechanical Engineering - ME 3210 E,17,18,14,,2,,,,,2.94 51
Mechanical Engineering - ME 3210 F,21,21,12,6,,,,,,2 2.95 62
Mechanical Engineering - ME 3210 H,21,21,11,6,,,,,,1 2.97 60
Mechanical Engineering - ME 3210 J,18,24,16,,,,,,,3 3.03 61
Mechanical Engineering - ME 3322 B,12,24,11,6,1,,,,,2.74 54
Mechanical Engineering - ME 3322 C,24,11,20,8,2,,,,,4 2.72 69
Mechanical Engineering - ME 3322 D,17,11,17,9,4,,,,,3 2.48 61
Mechanical Engineering - ME 3322 E,24,26,18,,,,,,,3.09 68
Mechanical Engineering - ME 3322 F,25,7,8,7,12,,,,,3 2.44 62
Mechanical Engineering - ME 3322 R,19,8,3,,,,,,,3.53 30
Mechanical Engineering - ME 3340 A,15,29,20,1,,,,,,2.89 65
Mechanical Engineering - ME 3340 B,10,30,17,4,1,,,,,3 2.71 65
Mechanical Engineering - ME 3340 D,11,12,16,11,2,,,,,13 2.37 65
Mechanical Engineering - ME 3340 E,9,14,13,3,,,,,,9 2.74 48
Mechanical Engineering - ME 3340 R,5,12,2,2,,,,,,2.95 21
Mechanical Engineering - ME 3345 A,7,9,12,8,6,,,,,5 2.07 47
Mechanical Engineering - ME 3345 B,11,22,22,2,,,,,,2.74 57
Mechanical Engineering - ME 3345 B,A,B,C,D,F,I,S,U,V,W Aver. Tota
Mechanical Engineering - ME 3345 C,11,21,21,6,1,,,,,2.58 60
Mechanical Engineering - ME 3345 D,8,21,17,8,2,,,,,3 2.45 59
Mechanical Engineering - ME 3345 E,11,14,22,5,,,,,,6 2.60 58
Mechanical Engineering - ME 3345 R,4,4,1,3,,,,,,2.75 12
Mechanical Engineering - ME 3720 B,5,2,3,,,,,,,3.20 10
Mechanical Engineering - ME 3744 TM,8,,,,,,,,,4.00 8
Mechanical Engineering - ME 4011 A,14,26,24,1,,,,,,5 2.82 70
Mechanical Engineering - ME 4012 A,16,10,1,,,,,,,3.56 27
Mechanical Engineering - ME 4041 A,14,13,1,,,,,,,2 3.46 30
Mechanical Engineering - ME 4041 B,13,13,1,,,,,,,2 3.44 29
Mechanical Engineering - ME 4056 A1,3,9,,,,,,,,3.25 12
Mechanical Engineering - ME 4056 A2,2,10,,,,,,,,3.17 12
Mechanical Engineering - ME 4056 A3,4,7,1,,,,,,,3.25 12
Mechanical Engineering - ME 4056 A4,,12,,,,,,,,3.00 12
Mechanical Engineering - ME 4056 A5,3,7,,,,,,,,3.30 10
Mechanical Engineering - ME 4056 A6,2,8,1,,,,,,,3.09 11
Mechanical Engineering - ME 4056 A7,,11,1,,,,,,,2.92 12
Mechanical Engineering - ME 4056 A8,3,9,,,,,,,,3.25 12
Mechanical Engineering - ME 4056 A9,3,9,,,,,,,,3.25 12
Mechanical Engineering - ME 4056 A10,3,8,,,,,,,,1 3.27 12
Mechanical Engineering - ME 4056 A11,1,7,,,1,,,,,1 2.78 10
Mechanical Engineering - ME 4056 A13,,3,2,,,,,,,2.60 5
Mechanical Engineering - ME 4056 B1,3,7,1,,,,,,,3.18 11
Mechanical Engineering - ME 4056 B2,4,6,,,,,,,,3.40 10
Mechanical Engineering - ME 4056 B3,1,9,2,,,,,,,2.92 12
Mechanical Engineering - ME 4056 B4,,11,1,,,,,,,2.92 12
Mechanical Engineering - ME 4056 B5,1,10,,,,,,,,3.09 11
Mechanical Engineering - ME 4056 B6,2,5,1,,,,,,,3.13 8
Mechanical Engineering - ME 4056 B7,3,9,,,,,,,,3.25 12
Mechanical Engineering - ME 4056 B8,,10,2,,,,,,,2.83 12
Mechanical Engineering - ME 4056 B9,2,8,,,,,,,,3.20 10
Mechanical Engineering - ME 4056 B10,,10,2,,,,,,,2.83 12
Mechanical Engineering - ME 4056 B11,4,8,,,,,,,,3.33 12
Mechanical Engineering - ME 4056 B13,,2,1,,,,,,,2.67 3
Mechanical Engineering - ME 4182 A,22,6,,,,,,,,3.79 28
Mechanical Engineering - ME 4182 C,22,,,,,,,,,4.00 22
Mechanical Engineering - ME 4182 D,23,5,1,,,,,,,3.76 29
Mechanical Engineering - ME 4182 E,24,1,,,,,,,,3.96 25
Mechanical Engineering - ME 4182 F,25,,,,,,,,,4.00 25
Mechanical Engineering - ME 4182 G,16,6,,1,,,,,,1 3.61 24
Mechanical Engineering - ME 4182 H,20,11,,,,,,,,3.65 31
Mechanical Engineering - ME 4182 ID2,15,14,,,,,,,,3.52 29
Mechanical Engineering - ME 4182 J,19,6,3,,,,,,,3.57 28
Mechanical Engineering - ME 4182 K,22,,,,,,,,,4.00 22
Mechanical Engineering - ME 4189 A,9,12,2,2,,,,,,12 3.12 37
Mechanical Engineering - ME 4214 A,21,17,2,1,,,,,,3.41 41
Mechanical Engineering - ME 4214 Q,9,1,,,,,,,,3.90 10
Mechanical Engineering - ME 4315 C,20,14,2,2,1,,,,,2 3.28 41
Mechanical Engineering - ME 4321 A,24,11,,1,,,,,,1 3.61 37
Mechanical Engineering - ME 4405 B,25,1,2,1,,,,,,2 3.72 31
Mechanical Engineering - ME 4452 A,30,8,1,,,,,,,3 3.74 42
Mechanical Engineering - ME 4698 BN3,,,,,,,,,1,1
Mechanical Engineering - ME 4698 CB3,,,,,,,,,1,1
Mechanical Engineering - ME 4698 CH3,,,,,,,,,1,1
Mechanical Engineering - ME 4698 CS3,,,,,,,,,1,1
Mechanical Engineering - ME 4698 DB3,,,,,,,,,1,1
Mechanical Engineering - ME 4698 FA3,,,,,,,,,1,1
Mechanical Engineering - ME 4698 FC3,,,,,,,,,1,1
Mechanical Engineering - ME 4698 FC3,A,B,C,D,F,I,S,U,V,W Aver. Tota
Mechanical Engineering - ME 4698 GA3,,,,,,,,,1,1
Mechanical Engineering - ME 4698 GU3,,,,,,,,,2,2
Mechanical Engineering - ME 4698 HD3,,,,,,,,,5,1 6
Mechanical Engineering - ME 4698 HF3,,,,,,,,,1,1
Mechanical Engineering - ME 4698 LS3,,,,,,,,,2,2
Mechanical Engineering - ME 4698 PR3,,,,,,,,,2,2
Mechanical Engineering - ME 4698 QH3,,,,,,,,,1,1
Mechanical Engineering - ME 4698 RA3,,,,,,,,,1,1
Mechanical Engineering - ME 4698 ST3,,,,,,,,,1,1
Mechanical Engineering - ME 4698 SW3,,,,,,,,,1,1
Mechanical Engineering - ME 4698 UJ3,,,,,,,,,1,1
Mechanical Engineering - ME 4698 WL3,,,,,,,,,1,1
Mechanical Engineering - ME 4698 WY3,,,,,,,,,3,3
Mechanical Engineering - ME 4698 YS3,,,,,,,,,2,2
Mechanical Engineering - ME 4698 ZZ3,,,,,,,,,1,1
Mechanical Engineering - ME 4699 AA3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 AM3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 AX3,3,,,,,,,,,4.00 3
Mechanical Engineering - ME 4699 CB3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 CH3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 CJ3,2,,,,,,,,,4.00 2
Mechanical Engineering - ME 4699 CK3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 CY3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 DB3,2,,,,,,,,,4.00 2
Mechanical Engineering - ME 4699 DB4,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 DN3,3,,,,,,,,,4.00 3
Mechanical Engineering - ME 4699 EA3,3,,,,,,,,,4.00 3
Mechanical Engineering - ME 4699 FA3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 FC3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 FK3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 FV3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 GA3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 GM3,1,,,,1,,,,,2.00 2
Mechanical Engineering - ME 4699 GU3,2,,,,,,,,,4.00 2
Mechanical Engineering - ME 4699 HA3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 HD3,7,,,,,,,,,1 4.00 8
Mechanical Engineering - ME 4699 HF1,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 HM3,4,,,,,,,,,4.00 4
Mechanical Engineering - ME 4699 HP3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 HT3,2,,,,,,,,,4.00 2
Mechanical Engineering - ME 4699 I2P,4,1,,,,,,,,3.80 5
Mechanical Engineering - ME 4699 JA3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 KD3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 KK3,2,,,,,,,,,4.00 2
Mechanical Engineering - ME 4699 KS3,,1,,,,,,,,3.00 1
Mechanical Engineering - ME 4699 KY3,4,,,,,,,,,4.00 4
Mechanical Engineering - ME 4699 LS3,5,,,,,,,,,4.00 5
Mechanical Engineering - ME 4699 LT2,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 NR3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 PR2,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 PR3,4,,,,,,,,,4.00 4
Mechanical Engineering - ME 4699 QH5,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 RA3,3,,,,,,,,,4.00 3
Mechanical Engineering - ME 4699 SK2,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 SK3,5,,,,,,,,,4.00 5
Mechanical Engineering - ME 4699 SS2,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 SS3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 ST3,7,,,,,,,,,4.00 7
Mechanical Engineering - ME 4699 ST3,A,B,C,D,F,I,S,U,V,W Aver. Tota
Mechanical Engineering - ME 4699 SW3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 TC3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 UJ3,3,,,,,,,,,4.00 3
Mechanical Engineering - ME 4699 VM3,2,,,,,,,,,4.00 2
Mechanical Engineering - ME 4699 WY3,6,,,,,,,,,4.00 6
Mechanical Engineering - ME 4699 XS3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 YS3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 ZB3,4,,,,,,,,,4.00 4
Mechanical Engineering - ME 4742 TM,10,1,,,,,,,,3.91 11
Mechanical Engineering - ME 4754 A,1,1,,,,,,,,3.50 2
Mechanical Engineering - ME 4757 A,2,3,,,,,,,,3.40 5
Mechanical Engineering - ME 4782 B,2,5,1,,,,,,,3.13 8
Mechanical Engineering - ME 4793 A,3,3,,,,,,,,2 3.50 8
Mechanical Engineering - ME 4803 CHO,5,4,4,1,,,,,,4 2.93 18
Mechanical Engineering - ME 4803 SP,2,2,,,,,,,,3.50 4
Mechanical Engineering - ME 4803 ZHA,4,3,,,,,,,,3.57 7
Mechanical Engineering - ME 4903 DN3,3,,,,,,,,,4.00 3
Mechanical Engineering - ME 4903 JA3,3,1,,,,,,,,3.75 4
Mechanical Engineering - ME 4903 LH3,,1,,,,,,,,3.00 1
Mechanical Engineering - ME 6104 A,34,9,1,,,,,,,1 3.75 45
Mechanical Engineering - ME 6104 Q,15,5,1,,1,,,,,1 3.50 23
Mechanical Engineering - ME 6124 A,28,21,6,2,,,,,,1 3.32 58
Mechanical Engineering - ME 6203 B,9,4,,,1,,,,,3.43 14
Mechanical Engineering - ME 6204 A,18,1,,,,,,,,3.95 19
Mechanical Engineering - ME 6243 A,4,,,,,,,,,4.00 4
Mechanical Engineering - ME 6301 A,34,3,,,,,,,,4 3.92 41
Mechanical Engineering - ME 6301 Q,2,2,1,,,,,,,2 3.20 7
Mechanical Engineering - ME 6302 A,20,11,,,,,,,,3.65 31
Mechanical Engineering - ME 6302 Q,1,3,,,,,,,,1 3.25 5
Mechanical Engineering - ME 6309 A,12,4,,,,,,,,2 3.75 18
Mechanical Engineering - ME 6402 A,6,8,,,,,,,,4 3.43 18
Mechanical Engineering - ME 6402 Q,,4,,,,,,,,1 3.00 5
Mechanical Engineering - ME 6403 B,29,7,1,,,,,,,2 3.76 39
Mechanical Engineering - ME 6403 Q,6,4,,,,,,,,1 3.60 11
Mechanical Engineering - ME 6407 A,20,6,5,1,1,,,,,1 3.30 34
Mechanical Engineering - ME 6407 Q,2,5,3,,,,,,,2.90 10
Mechanical Engineering - ME 6407 Q3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 6408 A,12,,,,,,,,,4.00 12
Mechanical Engineering - ME 6442 B,10,5,,,,,,,,1 3.67 16
Mechanical Engineering - ME 6442 Q,2,5,,,,,,,,3.29 7
Mechanical Engineering - ME 6442 Q3,3,,,,,,,,,4.00 3
Mechanical Engineering - ME 6452 A,19,,,,,,,,,3 4.00 22
Mechanical Engineering - ME 6460 A,6,,,,,,,,,4.00 6
Mechanical Engineering - ME 6602 B,5,1,1,,,,,,,3.57 7
Mechanical Engineering - ME 6622 B,17,5,,,,,,,,1 3.77 23
Mechanical Engineering - ME 6622 Q,16,7,,,,,,,,2 3.70 25
Mechanical Engineering - ME 6701 Q,10,,,,,,,,,4.00 10
Mechanical Engineering - ME 6720 A,4,5,,,,,,,,3.44 9
Mechanical Engineering - ME 6744 QEM,,1,,,,,,,,3.00 1
Mechanical Engineering - ME 6744 QKA,2,,,,,,,,,4.00 2
Mechanical Engineering - ME 6744 QOG,7,,,,,,,,,4.00 7
Mechanical Engineering - ME 6744 QPW,18,1,,,,,,,,3.95 19
Mechanical Engineering - ME 6744 QRT,3,,,,,,,,,4.00 3
Mechanical Engineering - ME 6753 A,12,5,2,,,,,,,3.53 19
Mechanical Engineering - ME 6760 A,18,5,,,,,,,,1 3.78 24
Mechanical Engineering - ME 6760 Q,5,2,1,,,,,,,3.50 8
Mechanical Engineering - ME 6760 R,12,3,,,,,,,,3.80 15
Mechanical Engineering - ME 6766 B,1,2,2,,,,,,,2.80 5
Mechanical Engineering - ME 6766 B,A,B,C,D,F,I,S,U,V,W Aver. Tota
Mechanical Engineering - ME 6766 Q,,4,2,,,,,,,2.67 6
Mechanical Engineering - ME 6769 R,2,4,,,,,,,,3.33 6
Mechanical Engineering - ME 6777 A,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 6792 A,,,,,,,1,,,1
Mechanical Engineering - ME 6793 A,3,1,,,,,,,,3.75 4
Mechanical Engineering - ME 6796 R,5,,,,,,,,,4.00 5
Mechanical Engineering - ME 7000 AID,,,,,,,1,,,1
Mechanical Engineering - ME 7000 AME,,,,,,,1,,,1
Mechanical Engineering - ME 7000 ANT,,,,,,,1,,,1
Mechanical Engineering - ME 7000 BAS,,,,,,,1,,,1
Mechanical Engineering - ME 7000 BOO,,,,,,,1,,,1
Mechanical Engineering - ME 7000 BRA,,,,,,,4,,,4
Mechanical Engineering - ME 7000 CO,,,,,,,1,,,1
Mechanical Engineering - ME 7000 COL,,,,,,,4,,,4
Mechanical Engineering - ME 7000 CSA,,,,,,,1,,,1
Mechanical Engineering - ME 7000 CUN,,,,,,,1,,,1
Mechanical Engineering - ME 7000 DAS,,,,,,,1,,,1
Mechanical Engineering - ME 7000 DIX,,,,,,,1,,,1
Mechanical Engineering - ME 7000 FED,,,,,,,2,,,2
Mechanical Engineering - ME 7000 FOR,,,,,,,1,,,1
Mechanical Engineering - ME 7000 FU,,,,,,,1,,,1
Mechanical Engineering - ME 7000 GAR,,,,,,,1,,,1
Mechanical Engineering - ME 7000 GHI,,,,,,,1,,,1
Mechanical Engineering - ME 7000 GLR,,,,,,,1,,,1
Mechanical Engineering - ME 7000 GMA,,,,,,,3,,,3
Mechanical Engineering - ME 7000 GRA,,,,,,,3,,,3
Mechanical Engineering - ME 7000 HAM,,,,,,,1,,,1
Mechanical Engineering - ME 7000 HAT,,,,,,,1,,,1
Mechanical Engineering - ME 7000 HAY,,,,,,,1,,,1
Mechanical Engineering - ME 7000 HEN,,,,,,,3,,,3
Mechanical Engineering - ME 7000 JA,,,,,,,1,,,1
Mechanical Engineering - ME 7000 JAR,,,,,,,1,,,1
Mechanical Engineering - ME 7000 JET,,,,,,,1,,,1
Mechanical Engineering - ME 7000 JOS,,,,,,,4,,,4
Mechanical Engineering - ME 7000 KA,,,,,,,1,,,1
Mechanical Engineering - ME 7000 KAL,,,,,,,1,,,1
Mechanical Engineering - ME 7000 KUM,,,,,,,4,1,,5
Mechanical Engineering - ME 7000 KUR,,,,,,,2,,,2
Mechanical Engineering - ME 7000 LEA,,,,,,,2,,,2
Mechanical Engineering - ME 7000 LIE,,,,,,,1,,,1
Mechanical Engineering - ME 7000 LIN,,,,,,,1,,,1
Mechanical Engineering - ME 7000 MAY,,,,,,,1,,,1
Mechanical Engineering - ME 7000 MCD,,,,,,,2,,,2
Mechanical Engineering - ME 7000 MEL,,,,,,,4,,,4
Mechanical Engineering - ME 7000 NEI,,,,,,,1,,,1
Mechanical Engineering - ME 7000 NEU,,,,,,,2,,,2
Mechanical Engineering - ME 7000 PAR,,,,,,,1,,,1
Mechanical Engineering - ME 7000 QI,,,,,,,1,,,1
Mechanical Engineering - ME 7000 QRO,,,,,,,1,,,1
Mechanical Engineering - ME 7000 RJA,,,,,,,1,,,1
Mechanical Engineering - ME 7000 RJO,,,,,,,2,,,2
Mechanical Engineering - ME 7000 ROS,,,,,,,4,,,4
Mechanical Engineering - ME 7000 SAB,,,,,,,1,,,1
Mechanical Engineering - ME 7000 SAD,,,,,,,1,,,1
