,categoryType,contentType,institution_name,overall_rating,rating_class,tDept,tFname,tLname,tMiddlename,tNumRatings,tSid,tid
421,PROFESSOR,TEACHER,Georgia Institute of Technology,4.8,good,History,Doug,Flamming,,44,361,257515
422,PROFESSOR,TEACHER,Georgia Institute of Technology,5.0,good,Psychology,Keaton,Fletcher,,7,361,2404568
423,PROFESSOR,TEACHER,Georgia Institute of Technology,2.5,average,Mathematics,Alexander,Flood,,2,361,2050345
424,PROFESSOR,TEACHER,Georgia Institute of Technology,4.8,good,Architecture,Benjamin,Flowers,,12,361,2141609
425,PROFESSOR,TEACHER,Georgia Institute of Technology,2.5,average,Management,Alan,Flury,,6,361,1248982
426,PROFESSOR,TEACHER,Georgia Institute of Technology,3.8,good,Industrial Engineering,Robert,Foley,,30,361,750970
427,PROFESSOR,TEACHER,Georgia Institute of Technology,5.0,good,English,Peter,Fontaine,,4,361,1788566
428,PROFESSOR,TEACHER,Georgia Institute of Technology,4.1,good,English,Jennifer,Forsthoefel,,7,361,2167693
429,PROFESSOR,TEACHER,Georgia Institute of Technology,2.8,average,Computer Science,Daniel,Forsyth,,5,361,2150658
430,PROFESSOR,TEACHER,Georgia Institute of Technology,3.5,good,History,Lawerence,Foster,,1,361,2083636
431,PROFESSOR,TEACHER,Georgia Institute of Technology,4.0,good,History,Lawrence,Foster,,45,361,200385
432,PROFESSOR,TEACHER,Georgia Institute of Technology,5.0,good,Physics,Kelsey,Fox,,1,361,947321
433,PROFESSOR,TEACHER,Georgia Institute of Technology,N/A,zero,Mathematics,Adam,Fox,M,0,361,1846235
434,PROFESSOR,TEACHER,Georgia Institute of Technology,N/A,zero,Public Policy,Mary,Fox,Frank,0,361,2441360
435,PROFESSOR,TEACHER,Georgia Institute of Technology,3.2,average,Chemistry,Stefan,France,,8,361,1223224
436,PROFESSOR,TEACHER,Georgia Institute of Technology,4.5,good,Earth Science,Kurt,Frankel,,3,361,1281090
437,PROFESSOR,TEACHER,Georgia Institute of Technology,3.0,average,Electrical Engineering,Albert,Frazier,Bruno,1,361,2273817
438,PROFESSOR,TEACHER,Georgia Institute of Technology,2.0,poor,Mathematics,Christina,Frederick,,8,361,1990071
439,PROFESSOR,TEACHER,Georgia Institute of Technology,1.0,poor,Music,Jason,Freeman,,1,361,2324665
440,PROFESSOR,TEACHER,Georgia Institute of Technology,3.5,good,English,Elizabeth F,Freudenthal,,2,361,1312659
441,PROFESSOR,TEACHER,Georgia Institute of Technology,3.0,average,Economics,Richard,Fritz,,21,361,1602460
442,PROFESSOR,TEACHER,Georgia Institute of Technology,5.0,good,Civil Engineering,Hermann,Fritz,,1,361,2347549
443,PROFESSOR,TEACHER,Georgia Institute of Technology,5.0,good,Electrical Engineering,Jenna,FU,,1,361,1733501
444,PROFESSOR,TEACHER,Georgia Institute of Technology,4.1,good,Mechanical Engineering,Katherine,Fu,,10,361,2180710
445,PROFESSOR,TEACHER,Georgia Institute of Technology,N/A,zero,International Politics,Alberto,Fuentes,,0,361,2360399
446,PROFESSOR,TEACHER,Georgia Institute of Technology,N/A,zero,Computer Science,Richard,Fujimoto,,0,361,2410268
447,PROFESSOR,TEACHER,Georgia Institute of Technology,4.5,good,Psychology,Erika,Fulton,,4,361,1837612
448,PROFESSOR,TEACHER,Georgia Institute of Technology,2.5,average,Aerospace Studies,Robert,Funk,,1,361,1845084
449,PROFESSOR,TEACHER,Georgia Institute of Technology,3.2,average,Aerospace Engineering,Robert,Funk,,2,361,1987738
450,PROFESSOR,TEACHER,Georgia Institute of Technology,4.7,good,Computer Science,Merrick,Furst,,3,361,1634007
451,PROFESSOR,TEACHER,Georgia Institute of Technology,N/A,zero,Public Policy,Garry,Gabison,,0,361,2167273
452,PROFESSOR,TEACHER,Georgia Institute of Technology,2.5,average,Health Science,Angela,Gaboardi,,4,361,1787199
453,PROFESSOR,TEACHER,Georgia Institute of Technology,5.0,good,Materials Engineering,Ken,Gall,,9,361,1049605
454,PROFESSOR,TEACHER,Georgia Institute of Technology,4.8,good,French,Lionel,Gall,,18,361,1783228
455,PROFESSOR,TEACHER,Georgia Institute of Technology,2.0,poor,Chemical Engineering,Martha,Gallivan,,1,361,1049055
456,PROFESSOR,TEACHER,Georgia Institute of Technology,3.4,average,Spanish,Vicki,Galloway,,4,361,1490451
457,PROFESSOR,TEACHER,Georgia Institute of Technology,4.8,good,Management,Rohan,Ganduri,,2,361,1843113
458,PROFESSOR,TEACHER,Georgia Institute of Technology,3.2,average,Mathematics,Wilfred,Gangbo,,18,361,1088914
459,PROFESSOR,TEACHER,Georgia Institute of Technology,5.0,good,Chinese,Yan,Gao,,1,361,2420678
460,PROFESSOR,TEACHER,Georgia Institute of Technology,N/A,zero,Aerospace Engineering,Elena,Garcia,,0,361,2385563
461,PROFESSOR,TEACHER,Georgia Institute of Technology,4.0,good,Mechanical Engineering,Srinivas,Garimella,,3,361,1857285
462,PROFESSOR,TEACHER,Georgia Institute of Technology,4.0,good,Engineering,Hamid,Garmestani,,32,361,453737
463,PROFESSOR,TEACHER,Georgia Institute of Technology,5.0,good,Management,Jacqueline,Garner,,6,361,2274754
464,PROFESSOR,TEACHER,Georgia Institute of Technology,3.0,average,Mathematics,Stavros,Garoufalidis,,6,361,1610011
465,PROFESSOR,TEACHER,Georgia Institute of Technology,3.2,average,Biology,David,Garton,,24,361,467511
466,PROFESSOR,TEACHER,Georgia Institute of Technology,3.3,average,Political Science,John,Garver,,3,361,1049411
467,PROFESSOR,TEACHER,Georgia Institute of Technology,5.0,good,Physics,Ian,Gatland,,2,361,1523369
468,PROFESSOR,TEACHER,Georgia Institute of Technology,3.0,average,Computer Science,Ada,Gavrilovska,,2,361,2317744
469,PROFESSOR,TEACHER,Georgia Institute of Technology,3.0,average,Electrical Engineering,Thomas,Gaylord,,2,361,1311804
470,PROFESSOR,TEACHER,Georgia Institute of Technology,3.0,average,Civil Engineering,Franklin,Gbologah,,1,361,1789607
471,PROFESSOR,TEACHER,Georgia Institute of Technology,5.0,good,Spanish,Danielle,Geary,,2,361,1670438
472,PROFESSOR,TEACHER,Georgia Institute of Technology,4.0,good,Civil Engineering,Georgene,Geary,,1,361,2441209
473,PROFESSOR,TEACHER,Georgia Institute of Technology,2.9,average,Industrial Engineering,Nagi,Gebraeel,,5,361,1229064
474,PROFESSOR,TEACHER,Georgia Institute of Technology,3.0,average,Mathematics,Nathan,Geer,,6,361,547870
475,PROFESSOR,TEACHER,Georgia Institute of Technology,4.4,good,Mechanical Engineering,Caroline,Genzale,,4,361,1703436
476,PROFESSOR,TEACHER,Georgia Institute of Technology,N/A,zero,Computer Science,Aris,Georgiokakos,,0,361,1174764
477,PROFESSOR,TEACHER,Georgia Institute of Technology,1.8,poor,Materials Engineering,Rosario,Gerhardt,,8,361,1606560
478,PROFESSOR,TEACHER,Georgia Institute of Technology,4.7,good,Aerospace Studies,Brian,German,,3,361,1378461
479,PROFESSOR,TEACHER,Georgia Institute of Technology,3.1,average,Engineering,Leonid,Germanovich,,4,361,1128213
480,PROFESSOR,TEACHER,Georgia Institute of Technology,3.6,good,History,Carla,Gerona,,17,361,1191660
481,PROFESSOR,TEACHER,Georgia Institute of Technology,2.8,average,Architecture,Ann,Gerondelis,,2,361,1762593
482,PROFESSOR,TEACHER,Georgia Institute of Technology,2.4,poor,Mathematics,Jeff,Geronimo,,45,361,26045
483,PROFESSOR,TEACHER,Georgia Institute of Technology,5.0,good,Mathematics,Osama,Ghani,Mohammad,1,361,2185195
484,PROFESSOR,TEACHER,Georgia Institute of Technology,4.0,good,Mathematics,Rohan,Ghanta,,4,361,2018314
485,PROFESSOR,TEACHER,Georgia Institute of Technology,N/A,zero,Engineering,Nazanin,Gharb,,0,361,1132944
486,PROFESSOR,TEACHER,Georgia Institute of Technology,5.0,good,Psychology & Sociology,Zachary,Ghezzi,,1,361,2433957
487,PROFESSOR,TEACHER,Georgia Institute of Technology,3.8,good,Mechanical Engineering,Seyed,Ghiaasiaan,,6,361,1553041
488,PROFESSOR,TEACHER,Georgia Institute of Technology,3.0,average,Economics,Vivek,Ghosal,,16,361,399556
489,PROFESSOR,TEACHER,Georgia Institute of Technology,4.0,good,Biology,Greg,Gibson,,1,361,2441694
490,PROFESSOR,TEACHER,Georgia Institute of Technology,4.3,good,History,August,Giebelhaus,,21,361,13322
491,PROFESSOR,TEACHER,Georgia Institute of Technology,3.0,average,Computer Science,Jonathan,Giffin,,1,361,1346284
492,PROFESSOR,TEACHER,Georgia Institute of Technology,4.2,good,Mathematics,William,Gignac,,10,361,1963996
493,PROFESSOR,TEACHER,Georgia Institute of Technology,1.0,poor,"Literature, Media, & Communication",Amanda,Girard,,3,361,2325015
494,PROFESSOR,TEACHER,Georgia Institute of Technology,4.0,good,English,Kristin,"Girard, LCC",,2,361,484923
495,PROFESSOR,TEACHER,Georgia Institute of Technology,4.8,good,Chemistry,Steven,Girardot,,4,361,931237
496,PROFESSOR,TEACHER,Georgia Institute of Technology,4.0,good,Earth Science,Jennifer,Glass,B,3,361,2294479
497,PROFESSOR,TEACHER,Georgia Institute of Technology,2.2,poor,Biomedical Engineering,Rudolph,Gleason,,5,361,2216138
498,PROFESSOR,TEACHER,Georgia Institute of Technology,4.0,good,Mechanical Engineering,Ari,Glezer,,2,361,2327003
499,PROFESSOR,TEACHER,Georgia Institute of Technology,4.4,good,Computer Science,Ashok,Goel,,5,361,656210
500,PROFESSOR,TEACHER,Georgia Institute of Technology,3.0,average,English,Corey,Goergen,,1,361,2455656
501,PROFESSOR,TEACHER,Georgia Institute of Technology,N/A,zero,Industrial Engineering,Marc,Goetschalckx,,0,361,1880210
502,PROFESSOR,TEACHER,Georgia Institute of Technology,3.0,average,Materials Engineering,Arun,Gokhale,,2,361,2464233
503,PROFESSOR,TEACHER,Georgia Institute of Technology,2.8,average,Industrial Engineering,David,Goldberg,,11,361,1747922
504,PROFESSOR,TEACHER,Georgia Institute of Technology,4.2,good,Russian,Stuart,Goldberg,Harris,4,361,2023594
505,PROFESSOR,TEACHER,Georgia Institute of Technology,4.8,good,English,Amanda,Golden,,13,361,1811797
506,PROFESSOR,TEACHER,Georgia Institute of Technology,2.1,poor,Physics,Daniel,Goldman,,9,361,1287209
507,PROFESSOR,TEACHER,Georgia Institute of Technology,3.8,good,Mathematics,Guillermo,Goldsztein,,15,361,905052
508,PROFESSOR,TEACHER,Georgia Institute of Technology,2.5,average,Physics,James,Gole,,8,361,641550
509,PROFESSOR,TEACHER,Georgia Institute of Technology,N/A,zero,Chemical Engineering,Jan,Gooch,,0,361,1710056
510,PROFESSOR,TEACHER,Georgia Institute of Technology,4.5,good,Health Science,April,Goode,,1,361,944957
511,PROFESSOR,TEACHER,Georgia Institute of Technology,3.5,good,Biology,Michael,Goodisman,,1,361,1860123
512,PROFESSOR,TEACHER,Georgia Institute of Technology,2.5,average,International Studies,Sy,Goodman,,4,361,1237471
513,PROFESSOR,TEACHER,Georgia Institute of Technology,3.5,good,Engineering,Barry,Goodno,,10,361,1553040
514,PROFESSOR,TEACHER,Georgia Institute of Technology,1.2,poor,Chemistry,Sidney,Gordon,,3,361,883658
515,PROFESSOR,TEACHER,Georgia Institute of Technology,3.5,good,Sociology,Kristin,Gordon,,1,361,2123834
516,PROFESSOR,TEACHER,Georgia Institute of Technology,N/A,zero,Electrical Engineering,Lukas,Graber,,0,361,2056465
517,PROFESSOR,TEACHER,Georgia Institute of Technology,4.8,good,Management,Stuart,Graham,,7,361,515663
518,PROFESSOR,TEACHER,Georgia Institute of Technology,N/A,zero,Mechanical Engineering,Samuel,Graham,,0,361,2010147
519,PROFESSOR,TEACHER,Georgia Institute of Technology,4.2,good,English,Jurgen,Grandt,,5,361,1068471
520,PROFESSOR,TEACHER,Georgia Institute of Technology,3.8,good,Earth Science,Meg,Grantham,,14,361,1576616
521,PROFESSOR,TEACHER,Georgia Institute of Technology,3.8,good,Physics,Edwin,Greco,,49,361,1308363
522,PROFESSOR,TEACHER,Georgia Institute of Technology,2.4,poor,Mathematics,William,Green,,7,361,429502
523,PROFESSOR,TEACHER,Georgia Institute of Technology,3.7,good,Biology,Linda,Green,,9,361,1469174
524,PROFESSOR,TEACHER,Georgia Institute of Technology,1.3,poor,Mechanical Engineering,Itzhak,Green,,3,361,1867096
525,PROFESSOR,TEACHER,Georgia Institute of Technology,N/A,zero,Urban Planning,Nancey,Green Leigh,,0,361,1839553
526,PROFESSOR,TEACHER,Georgia Institute of Technology,5.0,good,LiteratureMedia  Com,Rebekah,Greene,,1,361,2276782
527,PROFESSOR,TEACHER,Georgia Institute of Technology,3.3,average,Computer Science,Jim,Greenlee,,40,361,8896
528,PROFESSOR,TEACHER,Georgia Institute of Technology,4.2,good,Civil Engineering,Aaron,Greenwood,,3,361,1822723
529,PROFESSOR,TEACHER,Georgia Institute of Technology,4.0,good,Mathematics,Torin,Greenwood,,8,361,2131669
530,PROFESSOR,TEACHER,Georgia Institute of Technology,3.1,average,English,Michael,Griffin,,9,361,2052198
531,PROFESSOR,TEACHER,Georgia Institute of Technology,5.0,good,Physics,Roman,Grigoriev,O,1,361,2122150
532,PROFESSOR,TEACHER,Georgia Institute of Technology,3.0,average,Electrical Engineering,Santiago,Grijalva,,2,361,2262019
533,PROFESSOR,TEACHER,Georgia Institute of Technology,N/A,zero,Computer Science,Rebecca Beki,Grinter,,0,361,2100677
534,PROFESSOR,TEACHER,Georgia Institute of Technology,4.8,good,Mathematics,Klara,Grodzinsky,,57,361,272905
535,PROFESSOR,TEACHER,Georgia Institute of Technology,4.5,good,Physics,Galina,Grom,,3,361,880559
536,PROFESSOR,TEACHER,Georgia Institute of Technology,2.0,poor,Chemical Engineering,Martha,Grover,,1,361,2347369
537,PROFESSOR,TEACHER,Georgia Institute of Technology,4.5,good,Chemistry,Berkley,Gryder,,1,361,1655341
538,PROFESSOR,TEACHER,Georgia Institute of Technology,3.0,average,Civil Engineering,Randall,Guensler,L.,1,361,2469746
539,PROFESSOR,TEACHER,Georgia Institute of Technology,1.1,poor,Mathematics,Serge,Guillas,,8,361,550579
540,PROFESSOR,TEACHER,Georgia Institute of Technology,4.8,good,Mechanical Engineering,Francois,Guillot,M,13,361,2132865
541,PROFESSOR,TEACHER,Georgia Institute of Technology,3.7,good,Physics,James (JC),Gumbart,,3,361,2089753
542,PROFESSOR,TEACHER,Georgia Institute of Technology,4.8,good,Mathematics,Neha,Gupta,,12,361,2405581
543,PROFESSOR,TEACHER,Georgia Institute of Technology,5.0,good,Chemistry,Will,Gutekunst,,1,361,2371865
544,PROFESSOR,TEACHER,Georgia Institute of Technology,3.1,average,Industrial Engineering,Ben,Haaland,,5,361,2047264
545,PROFESSOR,TEACHER,Georgia Institute of Technology,5.0,good,Civil Engineering,Kevin,Haas,,1,361,2145112
546,PROFESSOR,TEACHER,Georgia Institute of Technology,4.2,good,Electrical Engineering,Thomas,Habetler,,3,361,975352
547,PROFESSOR,TEACHER,Georgia Institute of Technology,5.0,good,Management,Aaron,Hackett,,2,361,2346079
548,PROFESSOR,TEACHER,Georgia Institute of Technology,2.0,poor,Industrial Engineering,Steve,Hackman,,3,361,944146
549,PROFESSOR,TEACHER,Georgia Institute of Technology,3.2,average,Aerospace Engineering,Wassim,Haddad,,3,361,1623412
550,PROFESSOR,TEACHER,Georgia Institute of Technology,5.0,good,English,Mohamed,Hafizi,,1,361,898103
551,PROFESSOR,TEACHER,Georgia Institute of Technology,5.0,good,English,Lisa,Hager,,1,361,1189225
552,PROFESSOR,TEACHER,Georgia Institute of Technology,4.5,good,Psychology,Ken,Hailston,,1,361,1283997
553,PROFESSOR,TEACHER,Georgia Institute of Technology,4.4,good,Accounting,Jeffrey,Hales,,9,361,2199733
554,PROFESSOR,TEACHER,Georgia Institute of Technology,5.0,good,Physics,Monica,Halka,,3,361,2124534
555,PROFESSOR,TEACHER,Georgia Institute of Technology,N/A,zero,Psychology,Tracy,Halverson,,0,361,1640473
556,PROFESSOR,TEACHER,Georgia Institute of Technology,4.0,good,Organizational Behavior,Dana,Hamam,,1,361,2441030
557,PROFESSOR,TEACHER,Georgia Institute of Technology,5.0,good,Electrical Engineering,James,Hamblen,O,2,361,1829300
558,PROFESSOR,TEACHER,Georgia Institute of Technology,4.0,good,Biology,Liang,Han,,2,361,2436354
559,PROFESSOR,TEACHER,Georgia Institute of Technology,5.0,good,Mathematics,Rui,Han,,12,361,2413543
560,PROFESSOR,TEACHER,Georgia Institute of Technology,2.0,poor,Aerospace Engineering,Sathyanaraya,Hanagud,,3,361,1740796
561,PROFESSOR,TEACHER,Georgia Institute of Technology,4.7,good,Earth Science,Zachary,Handlos,,3,361,2323920
562,PROFESSOR,TEACHER,Georgia Institute of Technology,3.4,average,Literature,Kathleen,Hanggi,,4,361,1623735
563,PROFESSOR,TEACHER,Georgia Institute of Technology,3.6,good,Mathematics,Zaher,Hani,,19,361,1931705
564,PROFESSOR,TEACHER,Georgia Institute of Technology,4.0,good,Mathematics,Jack,Hanson,,1,361,2090931
565,PROFESSOR,TEACHER,Georgia Institute of Technology,5.0,good,Organizational Behavior,Dana,Harari,,2,361,2447199
566,PROFESSOR,TEACHER,Georgia Institute of Technology,4.2,good,English,John,Harkey,,15,361,1631445
567,PROFESSOR,TEACHER,Georgia Institute of Technology,2.8,average,Health Science,Linda,Harley,,8,361,1653065
568,PROFESSOR,TEACHER,Georgia Institute of Technology,3.1,average,Mathematics,Evans,Harrell,,4,361,26044
569,PROFESSOR,TEACHER,Georgia Institute of Technology,3.0,average,Computer Science,Kyle,Harrigan,,1,361,2354671
570,PROFESSOR,TEACHER,Georgia Institute of Technology,1.5,poor,English,Jo Anne,Harris,,4,361,1313695
571,PROFESSOR,TEACHER,Georgia Institute of Technology,3.2,average,Mechanical Engineering,Tequila,Harris,,6,361,1488706
572,PROFESSOR,TEACHER,Georgia Institute of Technology,4.0,good,Electrical Engineering,Joyelle,Harris,,4,361,2171219
573,PROFESSOR,TEACHER,Georgia Institute of Technology,3.0,average,Electrical Engineering,Theodore,Harris,Robert,1,361,2378279
574,PROFESSOR,TEACHER,Georgia Institute of Technology,3.0,average,English,Kathryn,Harrison,Huie,3,361,2188239
575,PROFESSOR,TEACHER,Georgia Institute of Technology,5.0,good,Psychology,Tyler,Harrison,,2,361,2222261
576,PROFESSOR,TEACHER,Georgia Institute of Technology,4.0,good,Biology,Colin,Harrison,,1,361,2353120
577,PROFESSOR,TEACHER,Georgia Institute of Technology,2.6,average,Electrical Engineering,Paul,Hasler,,4,361,871573
578,PROFESSOR,TEACHER,Georgia Institute of Technology,1.8,poor,Electrical Engineering,Jennifer,Hasler,,2,361,1880482
579,PROFESSOR,TEACHER,Georgia Institute of Technology,5.0,good,Literature,Narin,Hassan,,3,361,1191653
580,PROFESSOR,TEACHER,Georgia Institute of Technology,N/A,zero,Computer Science,Hamid,Hassanzadeh,,0,361,2055420
581,PROFESSOR,TEACHER,Georgia Institute of Technology,N/A,zero,Mechanical Engineering,Mardi,Hastings,,0,361,1681257
582,PROFESSOR,TEACHER,Georgia Institute of Technology,4.0,good,Mechanical Engineering,Marta,Hatzell,,1,361,2472357
583,PROFESSOR,TEACHER,Georgia Institute of Technology,5.0,good,Literature,Leah,Haught,,2,361,1885823
584,PROFESSOR,TEACHER,Georgia Institute of Technology,4.5,good,Biology,Mark,Hay,,1,361,1845362
585,PROFESSOR,TEACHER,Georgia Institute of Technology,N/A,zero,Computer Science,Gillian,Hayes,,0,361,714571
586,PROFESSOR,TEACHER,Georgia Institute of Technology,N/A,zero,Electrical Engineering,Monson,Hayes,,0,361,1504750
587,PROFESSOR,TEACHER,Georgia Institute of Technology,4.6,good,International Politics,Jarrod,Hayes,,5,361,1691062
588,PROFESSOR,TEACHER,Georgia Institute of Technology,5.0,good,Computer Science,James,Hays,,2,361,2082898
589,PROFESSOR,TEACHER,Georgia Institute of Technology,5.0,good,Mathematics,Yuchen,He,,3,361,2431267
590,PROFESSOR,TEACHER,Georgia Institute of Technology,5.0,good,Health Science,Laura,Heflin,,1,361,2158522
591,PROFESSOR,TEACHER,Georgia Institute of Technology,4.3,good,Mathematics,Christopher,Heil,,9,361,485192
592,PROFESSOR,TEACHER,Georgia Institute of Technology,2.8,average,Mathematics,Christine E,Heitsch,,3,361,1192237
593,PROFESSOR,TEACHER,Georgia Institute of Technology,N/A,zero,Economics,Ian,Helfrich,,0,361,2303900
594,PROFESSOR,TEACHER,Georgia Institute of Technology,N/A,zero,Computer Science,Michael,Helms,,0,361,2418017
595,PROFESSOR,TEACHER,Georgia Institute of Technology,2.2,poor,Chemical Engineering,Clifford,Henderson,,2,361,1469994
596,PROFESSOR,TEACHER,Georgia Institute of Technology,4.5,good,English,Bridget,Heneghan,,6,361,828805
597,PROFESSOR,TEACHER,Georgia Institute of Technology,3.3,average,Chemistry,Rigoberto,Hernandez,,7,361,146002
598,PROFESSOR,TEACHER,Georgia Institute of Technology,5.0,good,Mathematics,James,Herod,,1,361,793206
599,PROFESSOR,TEACHER,Georgia Institute of Technology,2.9,average,English,Tyanna,Herrington,,6,361,764626
600,PROFESSOR,TEACHER,Georgia Institute of Technology,N/A,zero,Nuclear Engineering,Nolan,Hertel,,0,361,1624301
601,PROFESSOR,TEACHER,Georgia Institute of Technology,3.7,good,Mechanical Engineering,Peter,Hesketh,,4,361,649604
602,PROFESSOR,TEACHER,Georgia Institute of Technology,2.0,poor,Chemical Engineering,Dennis,Hess,W.,1,361,1916868
603,PROFESSOR,TEACHER,Georgia Institute of Technology,5.0,good,English,Sarah,Higinbotham,,9,361,2155784
604,PROFESSOR,TEACHER,Georgia Institute of Technology,4.3,good,History,Matthew,Hild,,37,361,462349
605,PROFESSOR,TEACHER,Georgia Institute of Technology,4.8,good,Mechanical Engineering,Ethan,Hilton,,4,361,2322345
606,PROFESSOR,TEACHER,Georgia Institute of Technology,3.6,good,Psychology,Jarrod,Hines,,9,361,1406002
607,PROFESSOR,TEACHER,Georgia Institute of Technology,4.0,good,Electrical Engineering,Gavin,Ho,,1,361,793995
608,PROFESSOR,TEACHER,Georgia Institute of Technology,3.9,good,Management,James,Hoadley,,5,361,1717403
609,PROFESSOR,TEACHER,Georgia Institute of Technology,2.4,poor,Engineering,Dewey,Hodges,,9,361,745391
610,PROFESSOR,TEACHER,Georgia Institute of Technology,4.6,good,English,Anthony,Hoefer,,8,361,1238542
611,PROFESSOR,TEACHER,Georgia Institute of Technology,3.5,good,Public Policy,Michael,Hoffman,,2,361,1122535
612,PROFESSOR,TEACHER,Georgia Institute of Technology,4.7,good,English,Christine,Hoffmann,,5,361,1671017
613,PROFESSOR,TEACHER,Georgia Institute of Technology,1.0,poor,Organizational Behavior,Toschia,Hogan,,3,361,2250328
614,PROFESSOR,TEACHER,Georgia Institute of Technology,4.8,good,Mathematics,Christel,Hohenegger,,4,361,634281
615,PROFESSOR,TEACHER,Georgia Institute of Technology,N/A,zero,Psychology,Margarita,Holder,,0,361,2332724
616,PROFESSOR,TEACHER,Georgia Institute of Technology,N/A,zero,Psychology,Mary,Holder,,0,361,2351136
617,PROFESSOR,TEACHER,Georgia Institute of Technology,2.4,poor,Architecture,Laura Holden,Hollengreen,,4,361,1736090
618,PROFESSOR,TEACHER,Georgia Institute of Technology,N/A,zero,Electrical Engineering,Hal,Hollis,,0,361,1593523
619,PROFESSOR,TEACHER,Georgia Institute of Technology,4.1,good,Engineering,John,Holmes,,8,361,443453
620,PROFESSOR,TEACHER,Georgia Institute of Technology,4.9,good,Mathematics,Irina,Holmes,,12,361,1983157
621,PROFESSOR,TEACHER,Georgia Institute of Technology,4.5,good,English,Kate,Holterhoff,,12,361,2214763
622,PROFESSOR,TEACHER,Georgia Institute of Technology,2.9,average,Aerospace Engineering,Marcus,Holzinger,,4,361,1925030
623,PROFESSOR,TEACHER,Georgia Institute of Technology,2.2,poor,Biology,Gunther,Holzner,,2,361,196581
624,PROFESSOR,TEACHER,Georgia Institute of Technology,N/A,zero,Mathematics,Jennifer,Hom,,0,361,2194480
625,PROFESSOR,TEACHER,Georgia Institute of Technology,2.2,poor,English,Katie,Homar,,5,361,2292420
626,PROFESSOR,TEACHER,Georgia Institute of Technology,N/A,zero,Aerospace Engineering,Hanif,Hoseini,,0,361,2469137
627,PROFESSOR,TEACHER,Georgia Institute of Technology,2.2,poor,Mathematics,Christian,Houdre,,5,361,1563826
628,PROFESSOR,TEACHER,Georgia Institute of Technology,N/A,zero,Music,Brandon,Houghtalen,,0,361,1830745
629,PROFESSOR,TEACHER,Georgia Institute of Technology,3.2,average,Mathematics,David,Howard,,7,361,874169
630,PROFESSOR,TEACHER,Georgia Institute of Technology,4.0,good,English,Jeffrey,Howard,,1,361,2419678
631,PROFESSOR,TEACHER,Georgia Institute of Technology,5.0,good,Mechanical Engineering,Aaron,Howell,,1,361,2008247
632,PROFESSOR,TEACHER,Georgia Institute of Technology,5.0,good,Mathematics,Alexander,Hoyer,,10,361,2186100
633,PROFESSOR,TEACHER,Georgia Institute of Technology,2.3,poor,Mathematics,David,HU,,5,361,1168545
634,PROFESSOR,TEACHER,Georgia Institute of Technology,4.0,good,Accounting,Wenqian,Hu,,2,361,2411599
635,PROFESSOR,TEACHER,Georgia Institute of Technology,N/A,zero,Computer Science,Elaine,Huang,,0,361,661392
636,PROFESSOR,TEACHER,Georgia Institute of Technology,4.0,good,Civil Engineering,Haiying,Huang,,5,361,1539434
637,PROFESSOR,TEACHER,Georgia Institute of Technology,4.8,good,Management,Natalie,Huang,,2,361,1893447
638,PROFESSOR,TEACHER,Georgia Institute of Technology,2.6,average,Computer Science,Mary,Hudachek-Buswell,,37,361,1931623
639,PROFESSOR,TEACHER,Georgia Institute of Technology,3.6,good,Science,Greg,Huey,,36,361,465167
640,PROFESSOR,TEACHER,Georgia Institute of Technology,3.3,average,Electrical Engineering,Joseph,Hughes,,3,361,2291108
641,PROFESSOR,TEACHER,Georgia Institute of Technology,4.0,good,Economics,Brian,Hunt,,14,361,1390098
642,PROFESSOR,TEACHER,Georgia Institute of Technology,3.5,good,Electrical Engineering,William,Hunt,,2,361,2321121
643,PROFESSOR,TEACHER,Georgia Institute of Technology,4.0,good,English,Leeann,Hunter,,5,361,1491622
644,PROFESSOR,TEACHER,Georgia Institute of Technology,2.3,poor,Engineering,Xiaoming,Huo,,3,361,394515
645,PROFESSOR,TEACHER,Georgia Institute of Technology,1.5,poor,Mathematics,Kate,Hurley,,1,361,748891
646,PROFESSOR,TEACHER,Georgia Institute of Technology,2.8,average,Mathematics,Tobias,Hurth,,2,361,1869510
647,PROFESSOR,TEACHER,Georgia Institute of Technology,2.8,average,English,Joshua,Hussey,,9,361,2078029
648,PROFESSOR,TEACHER,Georgia Institute of Technology,5.0,good,Computer Science,Seth,Hutchinson,,2,361,2456303
649,PROFESSOR,TEACHER,Georgia Institute of Technology,2.0,poor,English,Liz,Hutter,,2,361,1910866
650,PROFESSOR,TEACHER,Georgia Institute of Technology,3.9,good,Mathematics,Huy,Huynh,,14,361,1149397
651,PROFESSOR,TEACHER,Georgia Institute of Technology,5.0,good,English,Hyeryung,Hwang,,2,361,2453353
652,PROFESSOR,TEACHER,Georgia Institute of Technology,5.0,good,Sociology,Allen,Hyde,,2,361,2395643
653,PROFESSOR,TEACHER,Georgia Institute of Technology,5.0,good,Computer Science,Lawrence,Ibarria,,1,361,867243
654,PROFESSOR,TEACHER,Georgia Institute of Technology,3.9,good,Mathematics,Benjamin,Ide,,8,361,2267045
655,PROFESSOR,TEACHER,Georgia Institute of Technology,3.8,good,Mathematics,Plamen,Iliev,,24,361,649561
656,PROFESSOR,TEACHER,Georgia Institute of Technology,1.6,poor,Psychology,Malgorzata,Ilkowska,(Maggie),11,361,1811794
