"",A,B,C,D,F,I,S,U,V,W Aver. Tota
Electrical & Computer Engr - ECE 3811 VP3,4,1,,,,,,,,3.80 5
Electrical & Computer Engr - ECE 3811 VP4,1,1,,,,,,,,1 3.50 3
Electrical & Computer Engr - ECE 3811 VP8,,,,1,,,,,,1.00 1
Electrical & Computer Engr - ECE 3811 VPB,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 3811 VPD,,1,,,,,,,,3.00 1
Electrical & Computer Engr - ECE 3811 VPE,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 3811 VPG,3,,,,,,,,,1 4.00 4
Electrical & Computer Engr - ECE 3811 VPH,4,,,,,,,,,4.00 4
Electrical & Computer Engr - ECE 3811 VPK,1,1,,,,,,,,1 3.50 3
Electrical & Computer Engr - ECE 3811 VPL,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 3811 VPM,4,,,,,,,,,2 4.00 6
Electrical & Computer Engr - ECE 3811 VPN,3,,,,,,,,,1 4.00 4
Electrical & Computer Engr - ECE 3811 VPP,3,,,,,,,,,1 4.00 4
Electrical & Computer Engr - ECE 3811 VPQ,3,,,,,,,,,4.00 3
Electrical & Computer Engr - ECE 3811 VPQ,A,B,C,D,F,I,S,U,V,W Aver. Tota
Electrical & Computer Engr - ECE 3811 VPT,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 3811 VPU,3,2,,,,,,,,3.60 5
Electrical & Computer Engr - ECE 3811 VPV,3,,,,,,,,,4.00 3
Electrical & Computer Engr - ECE 3811 VPX,2,,,,,,,,,4.00 2
Electrical & Computer Engr - ECE 3811 VPY,4,,,,,,,,,2 4.00 6
Electrical & Computer Engr - ECE 3811 VPZ,,1,,,,,,,,3.00 1
Electrical & Computer Engr - ECE 3811 VV1,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 3811 VV2,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 3811 VV3,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 3811 VV5,4,,,,,,,,,4.00 4
Electrical & Computer Engr - ECE 3811 VV6,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 3811 VV8,,,,,,,,,,1 1
Electrical & Computer Engr - ECE 3811 VV9,4,,,,,,,,,4.00 4
Electrical & Computer Engr - ECE 3811 VVB,1,4,,,,,,,,3.20 5
Electrical & Computer Engr - ECE 3811 VVD,2,,,,,,,,,4.00 2
Electrical & Computer Engr - ECE 3811 VVE,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 3811 VVF,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 3811 VVG,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 3811 VVH,,1,,,,,,,,3.00 1
Electrical & Computer Engr - ECE 3811 VVI,3,,,,,,,,,4.00 3
Electrical & Computer Engr - ECE 3812 VP3,2,1,,,,,,,,3.67 3
Electrical & Computer Engr - ECE 3812 VP4,2,,,,,,,,,4.00 2
Electrical & Computer Engr - ECE 3812 VP8,4,5,1,,,,,,,3.30 10
Electrical & Computer Engr - ECE 3812 VPB,5,3,1,,,,,,,3.44 9
Electrical & Computer Engr - ECE 3812 VPD,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 3812 VPE,2,,,,,,,,,4.00 2
Electrical & Computer Engr - ECE 3812 VPG,3,,,,,,,,,4.00 3
Electrical & Computer Engr - ECE 3812 VPH,8,,,,,,,,,4.00 8
Electrical & Computer Engr - ECE 3812 VPJ,5,,,,,,,,,4.00 5
Electrical & Computer Engr - ECE 3812 VPK,4,2,,,,,,,,3.67 6
Electrical & Computer Engr - ECE 3812 VPL,2,,,,,,,,,1 4.00 3
Electrical & Computer Engr - ECE 3812 VPM,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 3812 VPN,4,,1,,,,,,,3.60 5
Electrical & Computer Engr - ECE 3812 VPO,2,1,,,,,,,,3.67 3
Electrical & Computer Engr - ECE 3812 VPP,5,,,,,,,,,4.00 5
Electrical & Computer Engr - ECE 3812 VPQ,2,,,,,,,,,4.00 2
Electrical & Computer Engr - ECE 3812 VPT,2,,,,,,,,,4.00 2
Electrical & Computer Engr - ECE 3812 VPU,5,3,1,,,,,,,3.44 9
Electrical & Computer Engr - ECE 3812 VPV,7,2,,,,,,,,3.78 9
Electrical & Computer Engr - ECE 3812 VPX,4,,,,,,,,,4.00 4
Electrical & Computer Engr - ECE 3812 VPY,3,2,1,,,,,,,3.33 6
Electrical & Computer Engr - ECE 3812 VPZ,2,1,,,,,,,,2 3.67 5
Electrical & Computer Engr - ECE 3812 VV1,3,,,,,,,,,4.00 3
Electrical & Computer Engr - ECE 3812 VV2,3,,,,,,,,,4.00 3
Electrical & Computer Engr - ECE 3812 VV3,,1,,,,,,,,3.00 1
Electrical & Computer Engr - ECE 3812 VV4,5,,,,,,,,,4.00 5
Electrical & Computer Engr - ECE 3812 VV5,3,,,,,,,,,4.00 3
Electrical & Computer Engr - ECE 3812 VV6,3,,,,,,,,,4.00 3
Electrical & Computer Engr - ECE 3812 VV7,9,,,,,,,,,4.00 9
Electrical & Computer Engr - ECE 3812 VV8,3,,,,,,,,,4.00 3
Electrical & Computer Engr - ECE 3812 VV9,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 3812 VVA,3,,,,,,,,,4.00 3
Electrical & Computer Engr - ECE 3812 VVB,3,,,,,,,,,4.00 3
Electrical & Computer Engr - ECE 3812 VVC,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 3812 VVD,6,1,,,,,,,,3.86 7
Electrical & Computer Engr - ECE 3812 VVE,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 3812 VVF,5,2,,,,,,,,3.71 7
Electrical & Computer Engr - ECE 3812 VVG,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 3812 VVG,A,B,C,D,F,I,S,U,V,W Aver. Tota
Electrical & Computer Engr - ECE 3812 VVH,2,,,,,,,,,4.00 2
Electrical & Computer Engr - ECE 3812 VVI,3,,,,,,,,,4.00 3
Electrical & Computer Engr - ECE 3812 VVJ,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 3901 RM2,2,,,,,,,,,4.00 2
Electrical & Computer Engr - ECE 3901 RM8,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 3902 G01,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 3903 I02,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 3951 C16,,,,,,,1,,,1
Electrical & Computer Engr - ECE 3951 F03,,,,,,,1,,,1
Electrical & Computer Engr - ECE 3951 K07,,,,,,,1,,,1
Electrical & Computer Engr - ECE 3951 Y01,,,,,,,1,,,1
Electrical & Computer Engr - ECE 3952 A09,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 3952 A14,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 3952 D08,7,1,,,,,,,,3.88 8
Electrical & Computer Engr - ECE 3952 G04,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 3952 K07,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 3952 S17,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 3952 V06,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 4011 A05,37,32,7,,,,,,,3.39 76
Electrical & Computer Engr - ECE 4011 A06,24,14,4,,,,,,,3.48 42
Electrical & Computer Engr - ECE 4012 A,184,22,1,,,,,,,3.88 207
Electrical & Computer Engr - ECE 4012 IP,5,,,,,,,,,4.00 5
Electrical & Computer Engr - ECE 4043 A,17,9,,,1,,,,,3.52 27
Electrical & Computer Engr - ECE 4100 A,5,4,3,2,,,,,,5 2.86 19
Electrical & Computer Engr - ECE 4110 A,17,8,10,,,,,,,3 3.20 38
Electrical & Computer Engr - ECE 4122 A,56,16,1,1,,,,,,3 3.72 77
Electrical & Computer Engr - ECE 4180 A,29,13,2,,1,,,,,1 3.53 46
Electrical & Computer Engr - ECE 4180 B,38,30,2,,,,,,,3 3.51 73
Electrical & Computer Engr - ECE 4260 A,13,10,1,,1,,,,,3.36 25
Electrical & Computer Engr - ECE 4270 A,18,18,5,1,1,,,,,11 3.19 54
Electrical & Computer Engr - ECE 4271 A,20,5,4,,,,,,,2 3.55 31
Electrical & Computer Engr - ECE 4321 A,8,13,3,1,,,,,,3.12 25
Electrical & Computer Engr - ECE 4330 A,11,10,5,,,,,,,1 3.23 27
Electrical & Computer Engr - ECE 4335 A,5,3,,,,,,,,3.63 8
Electrical & Computer Engr - ECE 4350 A,23,16,2,,,,,,,2 3.51 43
Electrical & Computer Engr - ECE 4390 A,9,,,,,,,,,1 4.00 10
Electrical & Computer Engr - ECE 4435 A,20,6,2,,,,,,,1 3.64 29
Electrical & Computer Engr - ECE 4445 A,8,13,5,,,,,,,1 3.12 27
Electrical & Computer Engr - ECE 4446 L01,10,2,,,,,,,,3.83 12
Electrical & Computer Engr - ECE 4446 L02,7,,,,,,,,,4.00 7
Electrical & Computer Engr - ECE 4452 A,16,17,6,,,,,,,1 3.26 40
Electrical & Computer Engr - ECE 4460 A,16,19,2,,,,,,,3 3.38 40
Electrical & Computer Engr - ECE 4500 A,15,29,,,1,,,,,2 3.27 47
Electrical & Computer Engr - ECE 4570 A,5,7,1,1,1,,,,,3 2.93 18
Electrical & Computer Engr - ECE 4580 A,56,8,2,4,4,,,,,7 3.46 81
Electrical & Computer Engr - ECE 4606 A,8,19,,2,1,,,,,5 3.03 35
Electrical & Computer Engr - ECE 4607 A,14,7,1,,,,,,,3.59 22
Electrical & Computer Engr - ECE 4612 L01,12,,,,,,,,,4.00 12
Electrical & Computer Engr - ECE 4698 02,,,,,,,,,39,1 40
Electrical & Computer Engr - ECE 4698 03,,,,,,,,,2,2
Electrical & Computer Engr - ECE 4699 B18,6,2,,,,,,,,3.75 8
Electrical & Computer Engr - ECE 4699 H13,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 4699 I02,2,,,,,,,,,4.00 2
Electrical & Computer Engr - ECE 4699 RM8,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 4699 V06,2,,,,,,,,,4.00 2
Electrical & Computer Engr - ECE 4753 QEM,3,2,,,,,,,,3.60 5
Electrical & Computer Engr - ECE 4753 QOG,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 4754 A,,4,,,,,,,,2 3.00 6
Electrical & Computer Engr - ECE 4754 A,A,B,C,D,F,I,S,U,V,W Aver. Tota
Electrical & Computer Engr - ECE 4782 A,10,9,3,,,,,,,2 3.32 24
Electrical & Computer Engr - ECE 4802 A,15,1,1,,1,,,,,3 3.61 21
Electrical & Computer Engr - ECE 4803 A,7,,,,,,,,,2 4.00 9
Electrical & Computer Engr - ECE 4803 B,15,,,,,,,,,1 4.00 16
Electrical & Computer Engr - ECE 4811 VP3,3,,,,,,,,,4.00 3
Electrical & Computer Engr - ECE 4811 VP4,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 4811 VPD,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 4811 VPE,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 4811 VPG,4,,,,,,,,,1 4.00 5
Electrical & Computer Engr - ECE 4811 VPK,2,,,,,,,,,4.00 2
Electrical & Computer Engr - ECE 4811 VPL,1,1,,,,,,,,3.50 2
Electrical & Computer Engr - ECE 4811 VPM,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 4811 VPN,2,,,,,,,,,4.00 2
Electrical & Computer Engr - ECE 4811 VPO,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 4811 VPP,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 4811 VPQ,4,1,,,,,,,,3.80 5
Electrical & Computer Engr - ECE 4811 VPT,2,,,,,,,,,4.00 2
Electrical & Computer Engr - ECE 4811 VPU,8,2,,,,,,,,3.80 10
Electrical & Computer Engr - ECE 4811 VPX,1,1,,,,,,,,3.50 2
Electrical & Computer Engr - ECE 4811 VPZ,5,,,,,,,,,4.00 5
Electrical & Computer Engr - ECE 4811 VV2,2,,,,,1,,,,4.00 3
Electrical & Computer Engr - ECE 4811 VV3,,,,,,,,,,2 2
Electrical & Computer Engr - ECE 4811 VV4,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 4811 VV5,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 4811 VV6,2,,,,,,,,,4.00 2
Electrical & Computer Engr - ECE 4811 VV7,1,1,,,,,,,,1 3.50 3
Electrical & Computer Engr - ECE 4811 VV8,1,,,,,,,,,1 4.00 2
Electrical & Computer Engr - ECE 4811 VV9,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 4811 VVB,1,2,1,,,,,,,3.00 4
Electrical & Computer Engr - ECE 4811 VVC,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 4811 VVD,,1,,,,,,,,3.00 1
Electrical & Computer Engr - ECE 4811 VVE,2,,,,,,,,,4.00 2
Electrical & Computer Engr - ECE 4811 VVF,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 4811 VVG,,,,,,,,,,1 1
Electrical & Computer Engr - ECE 4811 VVI,2,,,,,,,,,4.00 2
Electrical & Computer Engr - ECE 4811 VVJ,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 4812 VP3,5,2,,,1,,,,,3.25 8
Electrical & Computer Engr - ECE 4812 VP4,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 4812 VPB,2,,,,,,,,,4.00 2
Electrical & Computer Engr - ECE 4812 VPE,3,,,,,,,,,4.00 3
Electrical & Computer Engr - ECE 4812 VPG,2,,,,,,,,,4.00 2
Electrical & Computer Engr - ECE 4812 VPH,4,,,,1,,,,,3.20 5
Electrical & Computer Engr - ECE 4812 VPJ,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 4812 VPK,4,,1,,,,,,,3.60 5
Electrical & Computer Engr - ECE 4812 VPL,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 4812 VPN,1,2,,,,,,,,3.33 3
Electrical & Computer Engr - ECE 4812 VPO,1,1,,,,,,,,1 3.50 3
Electrical & Computer Engr - ECE 4812 VPP,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 4812 VPQ,8,,,,,,,,,4.00 8
Electrical & Computer Engr - ECE 4812 VPU,8,2,1,,,,,,,3.64 11
Electrical & Computer Engr - ECE 4812 VPV,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 4812 VPX,1,1,,,,,,,,3.50 2
Electrical & Computer Engr - ECE 4812 VPY,2,1,,,,,,,,3.67 3
Electrical & Computer Engr - ECE 4812 VPZ,2,,,,,,,,,4.00 2
Electrical & Computer Engr - ECE 4812 VV1,3,1,,,,,,,,3.75 4
Electrical & Computer Engr - ECE 4812 VV2,2,1,,,,,,,,3.67 3
Electrical & Computer Engr - ECE 4812 VV3,4,1,1,,,,,,,3.50 6
Electrical & Computer Engr - ECE 4812 VV4,3,,,,,,,,,4.00 3
Electrical & Computer Engr - ECE 4812 VV4,A,B,C,D,F,I,S,U,V,W Aver. Tota
Electrical & Computer Engr - ECE 4812 VV5,8,,,,,,,,,4.00 8
Electrical & Computer Engr - ECE 4812 VV7,10,,,,,,,,,4.00 10
Electrical & Computer Engr - ECE 4812 VV8,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 4812 VVB,4,,,,,,,,,4.00 4
Electrical & Computer Engr - ECE 4812 VVC,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 4812 VVD,2,1,,,,,,,,3.67 3
Electrical & Computer Engr - ECE 4812 VVE,3,,,,,,,,,4.00 3
Electrical & Computer Engr - ECE 4812 VVF,1,3,,,,,,,,3.25 4
Electrical & Computer Engr - ECE 4812 VVG,2,,,,,,,,,4.00 2
Electrical & Computer Engr - ECE 4812 VVI,2,,,,,,,,,4.00 2
Electrical & Computer Engr - ECE 4812 VVJ,1,1,,,,,,,,3.50 2
Electrical & Computer Engr - ECE 4893 B,11,3,,,,,,,,2 3.79 16
Electrical & Computer Engr - ECE 4894 A,13,6,1,,,,,,,3.60 20
Electrical & Computer Engr - ECE 4901 C09,33,,,,,,,,,4.00 33
Electrical & Computer Engr - ECE 4901 G06,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 4901 RM8,2,,,,,,,,,4.00 2
Electrical & Computer Engr - ECE 4901 S17,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 4902 B23,1,,1,,,,,,,3.00 2
Electrical & Computer Engr - ECE 4902 C05,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 4902 C09,2,,,,,,,,,4.00 2
Electrical & Computer Engr - ECE 4902 D08,3,,,,,,,,,4.00 3
Electrical & Computer Engr - ECE 4902 P02,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 4902 V06,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 4902 W12,2,,,,,,,,,4.00 2
Electrical & Computer Engr - ECE 4903 H13,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 4903 I02,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 4903 K13,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 4903 S17,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 4951 H15,,,,,,,1,,,1
Electrical & Computer Engr - ECE 4952 D08,5,,,,,,,,,4.00 5
Electrical & Computer Engr - ECE 4952 F08,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 4952 G04,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 4952 H13,2,,,,,,,,,4.00 2
Electrical & Computer Engr - ECE 4952 S17,2,,,,,,,,,4.00 2
Electrical & Computer Engr - ECE 4952 W05,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 6100 A,14,7,2,,,,,,,2 3.52 25
Electrical & Computer Engr - ECE 6100 RSZ,4,2,,,,,,,,3.67 6
Electrical & Computer Engr - ECE 6102 A,11,44,2,,,,,,,2 3.16 59
Electrical & Computer Engr - ECE 6122 A,125,5,3,1,1,,,,,1 3.87 136
Electrical & Computer Engr - ECE 6122 Q,10,1,,,,,,,,3.91 11
Electrical & Computer Engr - ECE 6140 RSZ,3,1,,,,,,,,3.75 4
Electrical & Computer Engr - ECE 6200 A,22,5,,,,,,,,3.81 27
Electrical & Computer Engr - ECE 6250 R,8,5,,,,,,,,1 3.62 14
Electrical & Computer Engr - ECE 6254 A,56,31,,,2,,,,,4 3.56 93
Electrical & Computer Engr - ECE 6254 Q,13,1,,,,,,,,3 3.93 17
Electrical & Computer Engr - ECE 6254 QSZ,2,6,,,,,,,,2 3.25 10
Electrical & Computer Engr - ECE 6255 A,15,3,1,,,,,,,3.74 19
Electrical & Computer Engr - ECE 6279 A,15,11,,,,,,,,2 3.58 28
Electrical & Computer Engr - ECE 6279 Q,7,1,,,,,,,,1 3.88 9
Electrical & Computer Engr - ECE 6335 A,9,6,,,,,,,,3.60 15
Electrical & Computer Engr - ECE 6335 Q,6,6,2,,,,,,,2 3.29 16
Electrical & Computer Engr - ECE 6336 A,9,8,1,,,,,,,1 3.44 19
Electrical & Computer Engr - ECE 6360 A,8,14,,,,,,,,3 3.36 25
Electrical & Computer Engr - ECE 6370 A,13,11,,,,,,,,1 3.54 25
Electrical & Computer Engr - ECE 6390 Q,4,7,1,,,,,,,1 3.25 13
Electrical & Computer Engr - ECE 6390 RSZ,4,3,,,,,,,,3.57 7
Electrical & Computer Engr - ECE 6412 A,19,5,4,2,,,,,,7 3.37 37
Electrical & Computer Engr - ECE 6414 A,10,10,4,,,,,,,3 3.25 27
Electrical & Computer Engr - ECE 6414 A,A,B,C,D,F,I,S,U,V,W Aver. Tota
Electrical & Computer Engr - ECE 6435 A,8,,,,,,,,,3 4.00 11
Electrical & Computer Engr - ECE 6453 A,13,4,1,,1,,,,,3.47 19
Electrical & Computer Engr - ECE 6453 Q,1,1,,,1,,,,,2 2.33 5
Electrical & Computer Engr - ECE 6458 A,21,6,1,,,,,,,1 3.71 29
Electrical & Computer Engr - ECE 6501 A,15,,,,,,,,,4.00 15
Electrical & Computer Engr - ECE 6515 R,6,9,,,,,,,,3.40 15
Electrical & Computer Engr - ECE 6522 A,5,3,,,1,,,,,3.22 9
Electrical & Computer Engr - ECE 6540 A,9,3,,,,,,,,1 3.75 13
Electrical & Computer Engr - ECE 6542 A,8,4,,,,,,,,3.67 12
Electrical & Computer Engr - ECE 6542 Q,3,,,,,,,,,4.00 3
Electrical & Computer Engr - ECE 6552 A,16,10,,,,,,,,1 3.62 27
Electrical & Computer Engr - ECE 6552 Q,3,2,,,,,,,,3.60 5
Electrical & Computer Engr - ECE 6552 QSZ,5,4,,,,,,,,3.56 9
Electrical & Computer Engr - ECE 6553 A,48,43,1,,,,,,,5 3.51 97
Electrical & Computer Engr - ECE 6553 Q,2,13,,,,,,,,3.13 15
Electrical & Computer Engr - ECE 6553 QSZ,3,7,,,,,,,,3.30 10
Electrical & Computer Engr - ECE 6560 A,15,2,1,,,,,,,1 3.78 19
Electrical & Computer Engr - ECE 6560 Q,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 6560 QSZ,3,2,,,,,,,,3.60 5
Electrical & Computer Engr - ECE 6603 A,11,5,,,,,,,,2 3.69 18
Electrical & Computer Engr - ECE 6603 Q,,4,,,,,,,,3.00 4
Electrical & Computer Engr - ECE 6605 A,14,11,2,,1,,,,,2 3.32 30
Electrical & Computer Engr - ECE 6606 A,10,6,2,,,,,,,3.44 18
Electrical & Computer Engr - ECE 6606 Q,,2,,,,,,,,3.00 2
Electrical & Computer Engr - ECE 6612 B,43,6,1,1,,,,,,1 3.78 52
Electrical & Computer Engr - ECE 6612 R,16,3,,,,,,,,3.84 19
Electrical & Computer Engr - ECE 6615 A,32,5,,,,,,,,2 3.86 39
Electrical & Computer Engr - ECE 6615 Q,5,1,,,,,,,,1 3.83 7
Electrical & Computer Engr - ECE 6615 Q3,5,2,,,,,,,,1 3.71 8
Electrical & Computer Engr - ECE 6730 A,5,,,,,,,,,4.00 5
Electrical & Computer Engr - ECE 6730 Q,2,,,,,,,,,4.00 2
Electrical & Computer Engr - ECE 6744 QEM,2,2,,,,,,,,3.50 4
Electrical & Computer Engr - ECE 6744 QOG,,1,,,,,,,,3.00 1
Electrical & Computer Engr - ECE 6744 QPW,4,2,,,,,,,,3.67 6
Electrical & Computer Engr - ECE 6771 A,12,4,,,,,,,,1 3.75 17
Electrical & Computer Engr - ECE 6780 A,6,3,,,,,,,,2 3.67 11
Electrical & Computer Engr - ECE 6786 A,4,6,,,,,,,,3.40 10
Electrical & Computer Engr - ECE 6790 A,18,4,,,,,,,,3.82 22
Electrical & Computer Engr - ECE 6792 A,,,,,,,5,,,5
Electrical & Computer Engr - ECE 7000 A07,,,,,,,3,,,3
Electrical & Computer Engr - ECE 7000 A11,,,,,,,2,,,2
Electrical & Computer Engr - ECE 7000 B20,,,,,,,2,,,2
Electrical & Computer Engr - ECE 7000 B25,,,,,,,4,,,4
Electrical & Computer Engr - ECE 7000 C10,,,,,,,7,,,7
Electrical & Computer Engr - ECE 7000 C16,,,,,,,1,,,1
Electrical & Computer Engr - ECE 7000 D08,,,,,,,1,,,1
Electrical & Computer Engr - ECE 7000 D09,,,,,,,1,,,1
Electrical & Computer Engr - ECE 7000 F04,,,,,,,1,,,1
Electrical & Computer Engr - ECE 7000 G01,,,,,,,1,,,1
Electrical & Computer Engr - ECE 7000 I02,,,,,,,1,,,1
Electrical & Computer Engr - ECE 7000 J04,,,,,,,1,,,1
Electrical & Computer Engr - ECE 7000 K13,,,,,,,1,,,1
Electrical & Computer Engr - ECE 7000 L05,,,,,,,1,,,1
Electrical & Computer Engr - ECE 7000 M07,,,,,,,1,,,1
Electrical & Computer Engr - ECE 7000 P02,,,,,,,1,,,1
Electrical & Computer Engr - ECE 7000 R08,,,,,,,1,,,1
Electrical & Computer Engr - ECE 7000 S05,,,,,,,1,,,1
Electrical & Computer Engr - ECE 7000 S08,,,,,,,1,,,1
Electrical & Computer Engr - ECE 7000 S08,A,B,C,D,F,I,S,U,V,W Aver. Tota
Electrical & Computer Engr - ECE 7000 S09,,,,,,,1,,,1
Electrical & Computer Engr - ECE 7000 S11,,,,,,,1,,,1
Electrical & Computer Engr - ECE 7000 S22,,,,,,,1,,,1
Electrical & Computer Engr - ECE 7000 T01,,,,,,,3,,,3
Electrical & Computer Engr - ECE 7000 T04,,,,,,,3,,,3
Electrical & Computer Engr - ECE 7000 V06,,,,,,,2,,,2
Electrical & Computer Engr - ECE 7000 W03,,,,,,,1,,,1
Electrical & Computer Engr - ECE 7000 W05,,,,,,,1,,,1
Electrical & Computer Engr - ECE 7000 W10,,,,,,,1,,,1
Electrical & Computer Engr - ECE 7000 Y01,,,,,,,1,,,1
Electrical & Computer Engr - ECE 7000 Y02,,,,,,,1,,,1
Electrical & Computer Engr - ECE 7000 Z06,,,,,,,1,,,1
Electrical & Computer Engr - ECE 7055 RSH,,,,,,,,,1,1
Electrical & Computer Engr - ECE 7056 RSZ,,,,,,,,,3,3
Electrical & Computer Engr - ECE 7103 A,4,1,,,,,,,,3 3.80 8
Electrical & Computer Engr - ECE 7999 ATL,,,,,,,,,54,54
Electrical & Computer Engr - ECE 8002 A,,,,,,,18,2,,20
Electrical & Computer Engr - ECE 8002 R,,,,,,,23,,,23
Electrical & Computer Engr - ECE 8022 A,,,,,,,41,3,,1 45
Electrical & Computer Engr - ECE 8022 Q3,,,,,,,3,,,3
Electrical & Computer Engr - ECE 8750 A,4,,,,,,,,,4.00 4
Electrical & Computer Engr - ECE 8751 A,3,,,,,,,,,4.00 3
Electrical & Computer Engr - ECE 8803 A,14,,,,,,,,,1 4.00 15
Electrical & Computer Engr - ECE 8803 B,25,4,,,,,,,,3.86 29
Electrical & Computer Engr - ECE 8803 R,3,1,1,,,,,,,3.40 5
Electrical & Computer Engr - ECE 8813 A,38,6,,,,,,,,3.86 44
Electrical & Computer Engr - ECE 8813 B,6,,,,,,,,,4.00 6
Electrical & Computer Engr - ECE 8813 C,3,,,,,,,,,4.00 3
Electrical & Computer Engr - ECE 8813 Q,1,2,,,,,,,,3.33 3
Electrical & Computer Engr - ECE 8813 RSZ,2,4,,,,,,,,3.33 6
Electrical & Computer Engr - ECE 8823 A,6,1,,,,,,,,3.86 7
Electrical & Computer Engr - ECE 8823 B,25,,,,,1,,,,1 4.00 27
Electrical & Computer Engr - ECE 8833 B,13,,,,,,,,,4.00 13
Electrical & Computer Engr - ECE 8883 A,13,1,,,,,,,,3.93 14
Electrical & Computer Engr - ECE 8893 A,27,10,,,,1,,,,3.73 38
Electrical & Computer Engr - ECE 8900 A09,,,,,,,2,,,2
Electrical & Computer Engr - ECE 8900 A11,,,,,,,1,,,1
Electrical & Computer Engr - ECE 8900 A14,,,,,,,1,,,1
Electrical & Computer Engr - ECE 8900 B20,,,,,,,1,,,1
Electrical & Computer Engr - ECE 8900 C10,,,,,,,2,,,2
Electrical & Computer Engr - ECE 8900 C14,,,,,,,1,,,1
Electrical & Computer Engr - ECE 8900 C16,,,,,,,1,,,1 2
Electrical & Computer Engr - ECE 8900 C18,,,,,,,1,,,1
Electrical & Computer Engr - ECE 8900 D05,,,,,,,2,,,2
Electrical & Computer Engr - ECE 8900 D09,,,,,,,2,,,2
Electrical & Computer Engr - ECE 8900 E01,,,,,,,1,,,1
Electrical & Computer Engr - ECE 8900 G04,,,,,,,2,,,2
Electrical & Computer Engr - ECE 8900 I02,,,,,,,3,,,3
Electrical & Computer Engr - ECE 8900 K06,,,,,,,1,,,1
Electrical & Computer Engr - ECE 8900 K13,,,,,,,1,,,1
