"",A,B,C,D,F,I,S,U,V,W Aver. Tota
Electrical & Computer Engr - ECE 4550 A,13,17,5,,,,,,,1 3.23 36
Electrical & Computer Engr - ECE 4580 A,59,14,5,2,1,,,,,8 3.58 89
Electrical & Computer Engr - ECE 4601 A,15,24,4,,1,,,,,10 3.18 54
Electrical & Computer Engr - ECE 4601 A,A,B,C,D,F,I,S,U,V,W Aver. Tota
Electrical & Computer Engr - ECE 4698 02,,,,,,,,,18,18
Electrical & Computer Engr - ECE 4698 03,,,,,,,,,8,8
Electrical & Computer Engr - ECE 4699 A08,2,,,,,,,,,4.00 2
Electrical & Computer Engr - ECE 4699 B18,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 4699 B23,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 4699 D12,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 4699 G04,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 4699 H09,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 4699 RM6,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 4752 A,13,13,4,,,,,,,2 3.30 32
Electrical & Computer Engr - ECE 4753 QEM,6,3,,,,,,,,3.67 9
Electrical & Computer Engr - ECE 4753 QOG,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 4753 QPW,3,1,,,,,,,,3.75 4
Electrical & Computer Engr - ECE 4753 QRT,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 4755 A,3,6,1,,,,,,,3.20 10
Electrical & Computer Engr - ECE 4781 A,25,14,2,,,,,,,1 3.56 42
Electrical & Computer Engr - ECE 4784 A,20,14,1,,,,,,,3.54 35
Electrical & Computer Engr - ECE 4811 VP2,4,,,,,,,,,4.00 4
Electrical & Computer Engr - ECE 4811 VP3,1,1,,,,,,,,3.50 2
Electrical & Computer Engr - ECE 4811 VP4,2,,,,,,,,,4.00 2
Electrical & Computer Engr - ECE 4811 VP8,2,,,,,,,,,4.00 2
Electrical & Computer Engr - ECE 4811 VPA,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 4811 VPB,2,,,,,,,,,4.00 2
Electrical & Computer Engr - ECE 4811 VPC,2,,,,,,,,,4.00 2
Electrical & Computer Engr - ECE 4811 VPE,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 4811 VPG,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 4811 VPK,4,,,,,,,,,4.00 4
Electrical & Computer Engr - ECE 4811 VPL,2,,,,,,,,,4.00 2
Electrical & Computer Engr - ECE 4811 VPN,1,,,,,,,,,1 4.00 2
Electrical & Computer Engr - ECE 4811 VPO,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 4811 VPQ,2,,,,,,,,,4.00 2
Electrical & Computer Engr - ECE 4811 VPT,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 4811 VPU,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 4812 VP2,3,,,,,,,,,4.00 3
Electrical & Computer Engr - ECE 4812 VP3,5,1,1,,,,,,,1 3.57 8
Electrical & Computer Engr - ECE 4812 VP4,3,,,,,,,,,4.00 3
Electrical & Computer Engr - ECE 4812 VPA,4,,,,,,,,,4.00 4
Electrical & Computer Engr - ECE 4812 VPB,3,1,,,,,,,,3.75 4
Electrical & Computer Engr - ECE 4812 VPC,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 4812 VPD,2,,,,,,,,,1 4.00 3
Electrical & Computer Engr - ECE 4812 VPE,3,,,,,,,,,4.00 3
Electrical & Computer Engr - ECE 4812 VPG,5,,,,,,,,,1 4.00 6
Electrical & Computer Engr - ECE 4812 VPH,1,,,,,,,,,1 4.00 2
Electrical & Computer Engr - ECE 4812 VPJ,2,,,,,,,,,4.00 2
Electrical & Computer Engr - ECE 4812 VPK,3,,,,,,,,,1 4.00 4
Electrical & Computer Engr - ECE 4812 VPM,1,,1,,,,,,,3.00 2
Electrical & Computer Engr - ECE 4812 VPN,1,2,,,,,,,,3.33 3
Electrical & Computer Engr - ECE 4812 VPO,1,1,,,,,,,,3.50 2
Electrical & Computer Engr - ECE 4812 VPP,3,,,,,,,,,1 4.00 4
Electrical & Computer Engr - ECE 4812 VPQ,,,,,,,,,,1 1
Electrical & Computer Engr - ECE 4812 VPT,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 4812 VPU,3,2,,,,,,,,3.60 5
Electrical & Computer Engr - ECE 4823 A,15,11,1,,,,,,,2 3.52 29
Electrical & Computer Engr - ECE 4823 Q,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 4881 L01,11,,,,,,,,,4.00 11
Electrical & Computer Engr - ECE 4881 L02,12,,,,,,,,,4.00 12
Electrical & Computer Engr - ECE 4884 B,9,9,,,,,,,,3.50 18
Electrical & Computer Engr - ECE 4893 B,34,2,4,,2,,,,,3 3.57 45
Electrical & Computer Engr - ECE 4893 B,3A4,B2,C4,D,2F,I,S,U,V,W3 A3v.e5r7. To4ta5
Electrical & Computer Engr - ECE 4901 C09,41,,,,,,,,,4.00 41
Electrical & Computer Engr - ECE 4901 K07,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 4901 M18,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 4901 P05,2,,,,,,,,,4.00 2
Electrical & Computer Engr - ECE 4901 RM1,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 4901 Y03,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 4902 C09,6,,,,,,,,,4.00 6
Electrical & Computer Engr - ECE 4902 R10,2,,,,,,,,,4.00 2
Electrical & Computer Engr - ECE 4903 C05,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 4903 M13,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 4951 A08,,,,,,,1,,,1
Electrical & Computer Engr - ECE 4951 A11,,,,,,,1,,,1
Electrical & Computer Engr - ECE 4951 C05,,,,,,,1,,,1
Electrical & Computer Engr - ECE 4951 D06,,,,,,,1,,,1
Electrical & Computer Engr - ECE 4951 D08,,,,,,,1,,,1
Electrical & Computer Engr - ECE 4951 D12,,,,,,,2,,,2
Electrical & Computer Engr - ECE 4951 E01,,,,,,,1,,,1
Electrical & Computer Engr - ECE 4951 I02,,,,,,,1,,,1
Electrical & Computer Engr - ECE 4951 M18,,,,,,,1,,,1
Electrical & Computer Engr - ECE 4951 M19,,,,,,,1,,,1
Electrical & Computer Engr - ECE 4951 S08,,,,,,,1,,,1
Electrical & Computer Engr - ECE 4951 S17,,,,,,,1,,,1
Electrical & Computer Engr - ECE 4951 V06,,,,,,,1,,,1
Electrical & Computer Engr - ECE 4951 W10,,,,,,,1,,,1
Electrical & Computer Engr - ECE 4951 Z07,,,,,,,2,,,2
Electrical & Computer Engr - ECE 4952 B11,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 4952 M18,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 4952 Z06,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 6100 A,96,11,4,,,,,,,2 3.83 113
Electrical & Computer Engr - ECE 6130 A,59,33,,,,,,,,1 3.64 93
Electrical & Computer Engr - ECE 6140 A,51,56,11,,,,,,,3 3.34 121
Electrical & Computer Engr - ECE 6229 A,1,1,,,,,,,,3.50 2
Electrical & Computer Engr - ECE 6229 B,2,6,,,,,,,,3.25 8
Electrical & Computer Engr - ECE 6229 C,2,1,,,,,,,,3.67 3
Electrical & Computer Engr - ECE 6250 A,36,20,5,1,,,,,,4 3.47 66
Electrical & Computer Engr - ECE 6258 A,52,11,1,,,,,,,1 3.80 65
Electrical & Computer Engr - ECE 6273 A,23,14,3,,,,,,,4 3.50 44
Electrical & Computer Engr - ECE 6273 Q,1,1,2,,,,,,,2.75 4
Electrical & Computer Engr - ECE 6280 R,5,8,1,,,,,,,1 3.29 15
Electrical & Computer Engr - ECE 6320 A,19,6,1,,,,,,,1 3.69 27
Electrical & Computer Engr - ECE 6320 Q,8,5,,,,,,,,3.62 13
Electrical & Computer Engr - ECE 6322 QSE,21,6,,,,,,,,1 3.78 28
Electrical & Computer Engr - ECE 6331 A,18,4,3,,,,,,,4 3.60 29
Electrical & Computer Engr - ECE 6331 Q,4,1,1,,1,,,,,2 3.00 9
Electrical & Computer Engr - ECE 6336 A,11,8,,,,,,,,2 3.58 21
Electrical & Computer Engr - ECE 6336 Q,1,4,,,,,,,,1 3.20 6
Electrical & Computer Engr - ECE 6350 A,14,13,3,,,,,,,2 3.37 32
Electrical & Computer Engr - ECE 6380 A,9,6,,,,,,,,1 3.60 16
Electrical & Computer Engr - ECE 6380 Q,,1,1,,,,,,,2.50 2
Electrical & Computer Engr - ECE 6390 RSZ,4,1,,,,,,,,3.80 5
Electrical & Computer Engr - ECE 6412 RSZ,4,1,,,,,,,,2 3.80 7
Electrical & Computer Engr - ECE 6420 A,36,19,,,,,,,,2 3.65 57
Electrical & Computer Engr - ECE 6422 A,18,10,,,,,,,,3.64 28
Electrical & Computer Engr - ECE 6450 A,33,3,,,,,,,,1 3.92 37
Electrical & Computer Engr - ECE 6451 A,12,2,3,,,,,,,3.53 17
Electrical & Computer Engr - ECE 6451 Q,1,5,1,,,,,,,2 3.00 9
Electrical & Computer Engr - ECE 6451 R,10,,,,,,,,,4.00 10
Electrical & Computer Engr - ECE 6456 A,23,12,1,,,,,,,3.61 36
Electrical & Computer Engr - ECE 6456 A,2A3,1B2,C1,D,F,I,S,U,V,W A3v.e6r1. To3ta6
Electrical & Computer Engr - ECE 6500 A,10,7,1,,,,,,,1 3.50 19
Electrical & Computer Engr - ECE 6500 Q,2,3,4,,,,,,,2.78 9
Electrical & Computer Engr - ECE 6500 RSZ,9,1,,,,,,,,3.90 10
Electrical & Computer Engr - ECE 6510 A,18,6,2,,,,,,,3.62 26
Electrical & Computer Engr - ECE 6542 R,8,2,,,,,,,,3.80 10
Electrical & Computer Engr - ECE 6543 A,7,5,,,,,,,,2 3.58 14
Electrical & Computer Engr - ECE 6550 A,83,81,1,,,,,,,1 3.50 166
Electrical & Computer Engr - ECE 6550 Q,9,17,,,,,,,,3.35 26
Electrical & Computer Engr - ECE 6550 Q3,6,2,,,,,,,,3.75 8
Electrical & Computer Engr - ECE 6550 QSZ,7,1,,,,,,,,3.88 8
Electrical & Computer Engr - ECE 6558 A,13,8,1,,,,,,,10 3.55 32
Electrical & Computer Engr - ECE 6558 Q,2,2,,,,,,,,2 3.50 6
Electrical & Computer Engr - ECE 6601 A,56,5,2,1,,,,,,3.81 64
Electrical & Computer Engr - ECE 6601 Q,2,1,2,,,,,,,3.00 5
Electrical & Computer Engr - ECE 6604 A,16,15,,,,,,,,2 3.52 33
Electrical & Computer Engr - ECE 6605 A,19,11,7,,,,,,,3 3.32 40
Electrical & Computer Engr - ECE 6605 Q,3,1,,,,,,,,3 3.75 7
Electrical & Computer Engr - ECE 6605 Q3,,2,,,,,,,,3.00 2
Electrical & Computer Engr - ECE 6610 A,55,32,,,,,,,,2 3.63 89
Electrical & Computer Engr - ECE 6610 Q,4,,,,,,,,,4.00 4
Electrical & Computer Engr - ECE 6613 A,22,7,,,,,,,,3.76 29
Electrical & Computer Engr - ECE 6613 Q3,1,3,,,,,,,,3.25 4
Electrical & Computer Engr - ECE 6776 A,12,5,,,,,,,,3.71 17
Electrical & Computer Engr - ECE 6792 A,,,,,,,12,,,12
Electrical & Computer Engr - ECE 7000 A07,,,,,,,3,,,3
Electrical & Computer Engr - ECE 7000 B20,,,,,,,1,,,1
Electrical & Computer Engr - ECE 7000 B25,,,,,,,4,,,4
Electrical & Computer Engr - ECE 7000 C10,,,,,,,2,,,2
Electrical & Computer Engr - ECE 7000 C11,,,,,,,1,,,1
Electrical & Computer Engr - ECE 7000 G04,,,,,,,2,,,2
Electrical & Computer Engr - ECE 7000 H04,,,,,,,2,,,2
Electrical & Computer Engr - ECE 7000 I01,,,,,,,1,,,1
Electrical & Computer Engr - ECE 7000 I02,,,,,,,4,,,4
Electrical & Computer Engr - ECE 7000 L05,,,,,,,1,,,1
Electrical & Computer Engr - ECE 7000 M07,,,,,,,2,,,2
Electrical & Computer Engr - ECE 7000 M14,,,,,,,1,,,1
Electrical & Computer Engr - ECE 7000 M19,,,,,,,2,,,2
Electrical & Computer Engr - ECE 7000 R03,,,,,,,1,,,1
Electrical & Computer Engr - ECE 7000 R11,,,,,,,1,,,1
Electrical & Computer Engr - ECE 7000 S08,,,,,,,1,,,1
Electrical & Computer Engr - ECE 7000 S11,,,,,,,1,,,1
Electrical & Computer Engr - ECE 7000 S18,,,,,,,1,,,1
Electrical & Computer Engr - ECE 7000 T01,,,,,,,1,,,1
Electrical & Computer Engr - ECE 7000 T02,,,,,,,1,,,1
Electrical & Computer Engr - ECE 7000 W03,,,,,,,1,,,1
Electrical & Computer Engr - ECE 7000 W10,,,,,,,1,,,1
Electrical & Computer Engr - ECE 7000 Y01,,,,,,,1,,,1
Electrical & Computer Engr - ECE 7000 Y03,,,,,,,1,,,1
Electrical & Computer Engr - ECE 7055 RSH,,,,,,,,,42,42
Electrical & Computer Engr - ECE 7252 A,9,2,,,,,,,,3.82 11
Electrical & Computer Engr - ECE 7785 A,6,,,,,,,,,4.00 6
Electrical & Computer Engr - ECE 7999 ATL,,,,,,,,,105,105
Electrical & Computer Engr - ECE 7999 GTL,,,,,,,,,2,2
Electrical & Computer Engr - ECE 8001 A,,,,,,,34,1,,35
Electrical & Computer Engr - ECE 8001 R,,,,,,,12,,,12
Electrical & Computer Engr - ECE 8022 A,,,,,,,65,1,,66
Electrical & Computer Engr - ECE 8751 A,1,,,,,,,,,1 4.00 2
Electrical & Computer Engr - ECE 8813 A,20,7,,,,,,,,3.74 27
Electrical & Computer Engr - ECE 8813 A,A,B,C,D,F,I,S,U,V,W Aver. Tota
Electrical & Computer Engr - ECE 8813 Q,,3,,,,,,,,3.00 3
Electrical & Computer Engr - ECE 8813 QSE,24,3,,,1,,,,,3.75 28
Electrical & Computer Engr - ECE 8813 RSZ,4,,,,,,,,,4.00 4
Electrical & Computer Engr - ECE 8833 A,7,1,,,,,,,,3.88 8
Electrical & Computer Engr - ECE 8892 A,,,,,,,3,,,3
Electrical & Computer Engr - ECE 8893 B,58,1,2,,1,,,,,3.85 62
Electrical & Computer Engr - ECE 8893 C,34,1,1,,2,,,,,2 3.71 40
Electrical & Computer Engr - ECE 8893 Q,7,,1,,,,,,,3.75 8
Electrical & Computer Engr - ECE 8893 QSH,1,,1,,,,,,,3.00 2
Electrical & Computer Engr - ECE 8893 QSZ,2,,,,,,,,,4.00 2
Electrical & Computer Engr - ECE 8900 A01,,,,,,,3,,,3
Electrical & Computer Engr - ECE 8900 A09,,,,,,,1,,,1
Electrical & Computer Engr - ECE 8900 A11,,,,,,,1,,,1
Electrical & Computer Engr - ECE 8900 A12,,,,,,,3,,,3
Electrical & Computer Engr - ECE 8900 A14,,,,,,,1,,,1
Electrical & Computer Engr - ECE 8900 B09,,,,,,,1,,,1
Electrical & Computer Engr - ECE 8900 B11,,,,,,,1,,,1
Electrical & Computer Engr - ECE 8900 B15,,,,,,,1,,,1
Electrical & Computer Engr - ECE 8900 B18,,,,,,,1,,,1
Electrical & Computer Engr - ECE 8900 B20,,,,,,,1,,,1
Electrical & Computer Engr - ECE 8900 B21,,,,,,,1,,,1
Electrical & Computer Engr - ECE 8900 B24,,,,,,,2,,,2
Electrical & Computer Engr - ECE 8900 B25,,,,,,,1,,,1
Electrical & Computer Engr - ECE 8900 C10,,,,,,,2,,,2
Electrical & Computer Engr - ECE 8900 C11,,,,,,,1,,,1
Electrical & Computer Engr - ECE 8900 C16,,,,,,,1,,,1
Electrical & Computer Engr - ECE 8900 E01,,,,,,,1,,,1
Electrical & Computer Engr - ECE 8900 E02,,,,,,,1,,,1
Electrical & Computer Engr - ECE 8900 G04,,,,,,,3,,,3
Electrical & Computer Engr - ECE 8900 G05,,,,,,,2,,,2
Electrical & Computer Engr - ECE 8900 H03,,,,,,,1,,,1
Electrical & Computer Engr - ECE 8900 H04,,,,,,,2,,,2
Electrical & Computer Engr - ECE 8900 I01,,,,,,,2,,,2
Electrical & Computer Engr - ECE 8900 I02,,,,,,,2,,,2
Electrical & Computer Engr - ECE 8900 L05,,,,,,,2,,,2
Electrical & Computer Engr - ECE 8900 L08,,,,,,,1,,,1
Electrical & Computer Engr - ECE 8900 M04,,,,,,,1,,,1
Electrical & Computer Engr - ECE 8900 M07,,,,,,,2,,,2
Electrical & Computer Engr - ECE 8900 M14,,,,,,,1,,,1
Electrical & Computer Engr - ECE 8900 M19,,,,,,,1,,,1
Electrical & Computer Engr - ECE 8900 N01,,,,,,,1,,,1
Electrical & Computer Engr - ECE 8900 R01,,,,,,,4,,,4
Electrical & Computer Engr - ECE 8900 R04,,,,,,,9,1,,10
Electrical & Computer Engr - ECE 8900 R11,,,,,,,1,,,1
Electrical & Computer Engr - ECE 8900 S05,,,,,,,1,,,1
Electrical & Computer Engr - ECE 8900 S11,,,,,,,1,,,1
Electrical & Computer Engr - ECE 8900 T02,,,,,,,4,,,4
Electrical & Computer Engr - ECE 8900 T04,,,,,,,1,,,1
Electrical & Computer Engr - ECE 8900 V06,,,,,,,2,,,2
Electrical & Computer Engr - ECE 8900 W06,,,,,,,1,,,1
Electrical & Computer Engr - ECE 8900 W10,,,,,,,1,,,1
Electrical & Computer Engr - ECE 8900 Y01,,,,,,,1,,,1
Electrical & Computer Engr - ECE 8900 Y02,,,,,,,1,,,1
Electrical & Computer Engr - ECE 8900 Z06,,,,,,,2,,,2
Electrical & Computer Engr - ECE 8900 Z07,,,,,,,1,,,1
Electrical & Computer Engr - ECE 8901 B14,,,,,,,11,,,11
Electrical & Computer Engr - ECE 8901 C05,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8901 H02,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8901 H02,A1,B,C,D,F,I,S,U,V,W A4v.e0r0. Tota1
Electrical & Computer Engr - ECE 8901 T01,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8902 A08,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8902 A10,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8903 309,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8903 A01,4,1,,,,,,,,3.80 5
Electrical & Computer Engr - ECE 8903 A07,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8903 A08,4,,,,,,,,,4.00 4
Electrical & Computer Engr - ECE 8903 A09,2,,,,,,,,,4.00 2
Electrical & Computer Engr - ECE 8903 A11,4,,,,,,,,,4.00 4
Electrical & Computer Engr - ECE 8903 B02,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8903 B21,3,,,,,,,,,4.00 3
Electrical & Computer Engr - ECE 8903 B25,2,,,,,,,,,4.00 2
Electrical & Computer Engr - ECE 8903 C02,3,,,,,,,,,4.00 3
Electrical & Computer Engr - ECE 8903 C11,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8903 C12,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8903 C14,2,,,,,,,,,4.00 2
Electrical & Computer Engr - ECE 8903 E01,2,,,,,,,,,4.00 2
Electrical & Computer Engr - ECE 8903 E03,8,,,,,,,,,4.00 8
Electrical & Computer Engr - ECE 8903 F04,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8903 G04,3,1,,,,,,,,3.75 4
Electrical & Computer Engr - ECE 8903 H03,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8903 H04,2,,,,,,,,,4.00 2
Electrical & Computer Engr - ECE 8903 I02,2,,,,,,,,,4.00 2
Electrical & Computer Engr - ECE 8903 K06,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8903 L04,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8903 L05,2,,,,,,,,,4.00 2
Electrical & Computer Engr - ECE 8903 M07,4,,,,,,,,,4.00 4
Electrical & Computer Engr - ECE 8903 M19,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8903 N01,3,,,,,,,,,4.00 3
Electrical & Computer Engr - ECE 8903 P06,3,,,,,,,,,4.00 3
Electrical & Computer Engr - ECE 8903 Q01,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8903 R01,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8903 R03,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8903 R08,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8903 R09,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8903 R11,7,,,,,,,,,4.00 7
Electrical & Computer Engr - ECE 8903 S17,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8903 T01,2,,,,,,,,,4.00 2
Electrical & Computer Engr - ECE 8903 T02,3,,,,,,,,,4.00 3
Electrical & Computer Engr - ECE 8903 V06,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8903 W08,3,,,,,,,,,4.00 3
Electrical & Computer Engr - ECE 8903 W10,2,,,,,,,,,4.00 2
Electrical & Computer Engr - ECE 8903 Y02,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8903 Z06,2,1,,,,,,,,3.67 3
Electrical & Computer Engr - ECE 8903 Z07,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8997 ATL,,,,,,,,,118,1 119
Electrical & Computer Engr - ECE 8997 GTL,,,,,,,,,3,3
Electrical & Computer Engr - ECE 8998 ATL,,,,,,,,,395,395
Electrical & Computer Engr - ECE 8998 GTL,,,,,,,,,1,1
Electrical & Computer Engr - ECE 8999 ATL,,,,,,,47,,,47
Electrical & Computer Engr - ECE 9000 308,,,,,,,3,1,,4
Electrical & Computer Engr - ECE 9000 309,,,,,,,6,1,,7
Electrical & Computer Engr - ECE 9000 310,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 314,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 A01,,,,,,,6,,,6
Electrical & Computer Engr - ECE 9000 A02,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 A07,,,,,,,6,,,6
Electrical & Computer Engr - ECE 9000 A08,,,,,,,8,1,,9
Electrical & Computer Engr - ECE 9000 A08,A,B,C,D,F,I,S8,U1,V,W Aver. Tota9
Electrical & Computer Engr - ECE 9000 A09,,,,,,,12,,,12
Electrical & Computer Engr - ECE 9000 A11,,,,,,,6,,,6
Electrical & Computer Engr - ECE 9000 A12,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 A13,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 B02,,,,,,,3,,,3
Electrical & Computer Engr - ECE 9000 B03,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 B09,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 B11,,,,,,,3,,,3
Electrical & Computer Engr - ECE 9000 B15,,,,,,,7,,,7
Electrical & Computer Engr - ECE 9000 B20,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 B21,,,,,,,11,,,11
Electrical & Computer Engr - ECE 9000 B22,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 B23,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 B25,,,,,,,5,,,5
Electrical & Computer Engr - ECE 9000 C02,,,,,,,8,,,8
Electrical & Computer Engr - ECE 9000 C03,,,,,,,6,,,6
Electrical & Computer Engr - ECE 9000 C05,,,,,,,8,,,8
Electrical & Computer Engr - ECE 9000 C08,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 C09,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 C10,,,,,,,11,,,11
Electrical & Computer Engr - ECE 9000 C11,,,,,,,5,,,5
Electrical & Computer Engr - ECE 9000 C12,,,,,,,3,,,3
Electrical & Computer Engr - ECE 9000 C13,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 C14,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 C15,,,,,,,3,,,3
Electrical & Computer Engr - ECE 9000 C16,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 D02,,,,,,,3,,,3
Electrical & Computer Engr - ECE 9000 D06,,,,,,,6,1,,7
Electrical & Computer Engr - ECE 9000 D07,,,,,,,4,,,4
Electrical & Computer Engr - ECE 9000 D08,,,,,,,6,,,6
Electrical & Computer Engr - ECE 9000 D09,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 D10,,,,,,,3,,,3
Electrical & Computer Engr - ECE 9000 D12,,,,,,,4,,,4
Electrical & Computer Engr - ECE 9000 D13,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 E01,,,,,,,9,,,9
Electrical & Computer Engr - ECE 9000 E03,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 F04,,,,,,,3,,,3
Electrical & Computer Engr - ECE 9000 F09,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 G01,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 G04,,,,,,,3,,,1 4
Electrical & Computer Engr - ECE 9000 G05,,,,,,,10,,,10
Electrical & Computer Engr - ECE 9000 H01,,,,,,,3,1,,4
Electrical & Computer Engr - ECE 9000 H03,,,,,,,7,,,7
Electrical & Computer Engr - ECE 9000 H04,,,,,,,3,,,3
Electrical & Computer Engr - ECE 9000 H05,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 H09,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 H13,,,,,,,8,,,8
Electrical & Computer Engr - ECE 9000 H14,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 I01,,,,,,,6,1,,7
Electrical & Computer Engr - ECE 9000 J04,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 J06,,,,,,,4,,,4
Electrical & Computer Engr - ECE 9000 K05,,,,,,,5,,,5
Electrical & Computer Engr - ECE 9000 K06,,,,,,,8,,,8
Electrical & Computer Engr - ECE 9000 K10,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 L04,,,,,,,3,,,3
Electrical & Computer Engr - ECE 9000 L05,,,,,,,4,,,4
Electrical & Computer Engr - ECE 9000 L06,,,,,,,6,,,6
Electrical & Computer Engr - ECE 9000 L07,,,,,,,4,,,4
Electrical & Computer Engr - ECE 9000 L07,A,B,C,D,F,I,S,U,V,W Aver. Tota
Electrical & Computer Engr - ECE 9000 L08,,,,,,,6,,,6
Electrical & Computer Engr - ECE 9000 M03,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 M04,,,,,,,4,,,4
Electrical & Computer Engr - ECE 9000 M06,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 M07,,,,,,,15,,,15
Electrical & Computer Engr - ECE 9000 M13,,,,,,,5,,,5
Electrical & Computer Engr - ECE 9000 M14,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 M15,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 M17,,,,,,,6,,,6
Electrical & Computer Engr - ECE 9000 M18,,,,,,,5,,,5
Electrical & Computer Engr - ECE 9000 M19,,,,,,,12,,,12
Electrical & Computer Engr - ECE 9000 N01,,,,,,,8,,,8
Electrical & Computer Engr - ECE 9000 O01,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 P02,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 P05,,,,,,,6,,,6
Electrical & Computer Engr - ECE 9000 Q01,,,,,,,4,,,4
Electrical & Computer Engr - ECE 9000 R01,,,,,,,4,,,4
Electrical & Computer Engr - ECE 9000 R03,,,,,,,4,,,4
Electrical & Computer Engr - ECE 9000 R04,,,,,,,6,,,2 8
