"",A,B,C,D,F,I,S,U,V,W Aver. Total
Computer Science - CS 3510 A,18,14,8,4,4,,,,,8 2.79 56
Computer Science - CS 3600 A,30,4,2,,,,,,1,4 3.78 41
Computer Science - CS 3750 A,25,6,2,1,,,,,,3.62 34
Computer Science - CS 3750 RBA,18,11,,,,,,,,3.62 29
Computer Science - CS 3790 A,11,10,3,2,1,,,,,1 3.04 28
Computer Science - CS 4001 A,31,7,1,,1,,,,,2 3.68 42
Computer Science - CS 4001 B,21,12,3,,1,,,,,4 3.41 41
Computer Science - CS 4001 R,20,6,,,,,,,,3.77 26
Computer Science - CS 4001 RBA,35,7,,,,,,,,3.83 42
Computer Science - CS 4235 RBA,22,9,,,,,,,,3.71 31
Computer Science - CS 4261 A,13,4,2,,,,,,,2 3.58 21
Computer Science - CS 4400 A,33,20,2,,,,,,,1 3.56 56
Computer Science - CS 4400 B,33,17,6,,,,,,,3.48 56
Computer Science - CS 4400 R1,21,21,2,,,,,,,3.43 44
Computer Science - CS 4455 A,7,3,,1,,,,,,3.45 11
Computer Science - CS 4460 A,4,9,3,3,,,,,,9 2.74 28
Computer Science - CS 4475 A,20,4,1,,,,,,,1 3.76 26
Computer Science - CS 4475 RBA,19,6,1,,,,,,,3.69 26
Computer Science - CS 4590 A,4,5,,,,,,,,3.44 9
Computer Science - CS 4590 GR,1,,,,,,,,,4.00 1
Computer Science - CS 4641 A,14,7,3,2,,,1,1,4,4 3.27 36
Computer Science - CS 4660 A,8,,,,,,1,,,1 4.00 10
Computer Science - CS 4698 C11,,,,,,,,,1,1
Computer Science - CS 4698 F08,,,,,,,,,1,1
Computer Science - CS 4699 A08,2,,,,,,,,,4.00 2
Computer Science - CS 4699 C07,,1,,,,,,,,3.00 1
Computer Science - CS 4699 E09,1,,,,,,,,,4.00 1
Computer Science - CS 4699 G11,1,,,,,,,,,4.00 1
Computer Science - CS 4699 M06,2,,,,,,,,,4.00 2
Computer Science - CS 4731 A,7,6,,,,,,,,3.54 13
Computer Science - CS 4803 GPU,1,,,,,,,,,2 4.00 3
Computer Science - CS 4903 L03,1,,,,,,,,,4.00 1
Computer Science - CS 4903 UTA,14,,,,,,,,,4.00 14
Computer Science - CS 4911 A,16,,,,,,,,,4.00 16
Computer Science - CS 6250 O01,250,29,3,4,12,,,,,46 3.68 344
Computer Science - CS 6266 A,6,,,,,,,,,4.00 6
Computer Science - CS 6300 O01,143,40,13,3,9,,,,,24 3.47 232
Computer Science - CS 6457 A,7,2,,,,,,,1,1 3.78 11
Computer Science - CS 6460 A,13,,,,,,,,,4.00 13
Computer Science - CS 6475 O01,81,34,9,1,,,,,,13 3.56 138
Computer Science - CS 6795 A,16,3,1,,,,1,,3,2 3.75 26
Computer Science - CS 6999 B02,1,,,,,,,,,4.00 1
Computer Science - CS 6999 B04,1,,,,,,,,,4.00 1
Computer Science - CS 6999 E03,1,,,,,,,,,4.00 1
Computer Science - CS 6999 M08,1,,,,,,,,,4.00 1
Computer Science - CS 6999 N01,1,,,,,,,,,4.00 1
Computer Science - CS 6999 S02,1,,,,,,,,,4.00 1
Computer Science - CS 6999 Z01,1,,,,,,,,,4.00 1
Computer Science - CS 7000 S20,,,,,,,1,,,1
Computer Science - CS 7632 A,7,1,,,,,,,1,3.88 9
Computer Science - CS 7637 O01,215,51,6,3,12,,,,,83 3.58 370
Computer Science - CS 8751 A,1,,,,,,,,,4.00 1
Computer Science - CS 8803 GPU,1,,,,,,,,,4.00 1
Computer Science - CS 8803 MAS,7,7,3,,,,,,1,3.24 18
Computer Science - CS 8803 O01,151,15,4,,2,,,,,10 3.82 182
Computer Science - CS 8803 O02,81,49,5,5,7,,,,,98 3.31 245
Computer Science - CS 8903 D04,1,,,,,,,,,4.00 1
Computer Science - CS 8903 G03,2,,,,,,,,,4.00 2
Computer Science - CS 8903 G03,A,B,C,D,F,I,S,U,V,W Aver. Total
Computer Science - CS 8903 G08,1,,,,,,,,,4.00 1
Computer Science - CS 8903 I01,1,,,,,,,,,4.00 1
Computer Science - CS 8903 K12,1,,,,,,1,,,4.00 2
Computer Science - CS 8903 L03,1,,,,,,,,,4.00 1
Computer Science - CS 8903 L05,1,,,,,,,,,4.00 1
Computer Science - CS 8903 M05,1,,,,,,,,,4.00 1
Computer Science - CS 8903 M08,1,,,,,,,,,4.00 1
Computer Science - CS 8903 R14,1,,,,,,,,,4.00 1
Computer Science - CS 8903 S02,,,,,,,,1,,1
Computer Science - CS 8903 S06,,,,,,,,,,1 1
Computer Science - CS 8903 S20,,,,,,,1,,,1
Computer Science - CS 8903 V01,,,,,,,1,,,1
Computer Science - CS 8903 W06,1,,,,,,,,,4.00 1
Computer Science - CS 8903 W09,1,,,,,,,,,4.00 1
Computer Science - CS 8903 W10,2,,,,,,,,,1 4.00 3
Computer Science - CS 8997 GTA,,,,,,,,,17,17
Computer Science - CS 8998 GRA,,,,,,,,,34,34
Computer Science - CS 8999 B17,,,,,,,1,,,1
Computer Science - CS 8999 C09,,,,,,,1,,,1
Computer Science - CS 8999 D07,,,,,,,3,,,3
Computer Science - CS 8999 E03,,,,,,,1,,,1
Computer Science - CS 8999 E09,,,,,,,1,,,1
Computer Science - CS 8999 F07,,,,,,,1,,,1
Computer Science - CS 8999 K06,,,,,,,1,,,1
Computer Science - CS 8999 L05,,,,,,,2,,,2
Computer Science - CS 8999 L10,,,,,,,1,,,1
Computer Science - CS 8999 M07,,,,,,,1,,,1
Computer Science - CS 8999 O02,,,,,,,3,,,3
Computer Science - CS 8999 P07,,,,,,,2,,,2
Computer Science - CS 8999 R08,,,,,,,2,,,2
Computer Science - CS 8999 S02,,,,,,,2,,,2
Computer Science - CS 8999 T05,,,,,,,2,,,2
Computer Science - CS 8999 W01,,,,,,,1,,,1
Computer Science - CS 9000 A01,,,,,,,3,,,3
Computer Science - CS 9000 A02,,,,,,,2,,,2
Computer Science - CS 9000 A04,,,,,,,1,,,1
Computer Science - CS 9000 A06,,,,,,,1,,,1
Computer Science - CS 9000 A13,,,,,,,2,,,2
Computer Science - CS 9000 B02,,,,,,,1,,,1
Computer Science - CS 9000 B04,,,,,,,1,,,1
Computer Science - CS 9000 B16,,,,,,,1,,,1
Computer Science - CS 9000 C07,,,,,,,4,,,4
Computer Science - CS 9000 C09,,,,,,,1,,,1
Computer Science - CS 9000 D10,,,,,,,1,,,1
Computer Science - CS 9000 E05,,,,,,,1,,,1
Computer Science - CS 9000 F07,,,,,,,4,,,4
Computer Science - CS 9000 F08,,,,,,,1,,,1
Computer Science - CS 9000 G02,,,,,,,1,,,1
Computer Science - CS 9000 G06,,,,,,,1,,,1
Computer Science - CS 9000 G11,,,,,,,2,,,2
Computer Science - CS 9000 I01,,,,,,,5,,,5
Computer Science - CS 9000 K06,,,,,,,1,,,1
Computer Science - CS 9000 K09,,,,,,,1,,,1
Computer Science - CS 9000 L03,,,,,,,1,,,1
Computer Science - CS 9000 L05,,,,,,,4,,,4
Computer Science - CS 9000 L10,,,,,,,1,,,1
Computer Science - CS 9000 M05,,,,,,,1,,,1
Computer Science - CS 9000 M06,,,,,,,1,,,1
Computer Science - CS 9000 M06,A,B,C,D,F,I,S,U,V,W Aver. Total
Computer Science - CS 9000 M16,,,,,,,1,,,1
Computer Science - CS 9000 N01,,,,,,,1,,,1
Computer Science - CS 9000 N05,,,,,,,2,,,2
Computer Science - CS 9000 O02,,,,,,,1,,,1
Computer Science - CS 9000 P02,,,,,,,1,,,1
Computer Science - CS 9000 P05,,,,,,,1,,,1
Computer Science - CS 9000 P07,,,,,,,2,,,2
Computer Science - CS 9000 P12,,,,,,,3,,,3
Computer Science - CS 9000 P14,,,,,,,1,,,1
Computer Science - CS 9000 R02,,,,,,,1,,,1
Computer Science - CS 9000 R06,,,,,,,2,,,2
Computer Science - CS 9000 R08,,,,,,,3,,,3
Computer Science - CS 9000 S02,,,,,,,5,,,5
Computer Science - CS 9000 S04,,,,,,,3,,,3
Computer Science - CS 9000 S06,,,,,,,2,,,2
Computer Science - CS 9000 T02,,,,,,,1,,,1
Computer Science - CS 9000 T05,,,,,,,2,,,2
Computer Science - CS 9000 T06,,,,,,,2,,,2
Computer Science - CS 9000 T07,,,,,,,1,,,1
Computer Science - CS 9000 V02,,,,,,,1,,,1
Computer Science - CS 9000 V05,,,,,,,1,,,1
Computer Science - CS 9000 W01,,,,,,,1,,,1
Cooperative Work Assignment - COOP 2000.,,,,,,,,,5,5
Cooperative Work Assignment - COOP 2000.,,,,,,,,,7,7
Cooperative Work Assignment - COOP 2000.,,,,,,,,,31,31
Cooperative Work Assignment - COOP 2000.,,,,,,,,,7,7
Cooperative Work Assignment - COOP 2000.,,,,,,,,,13,13
Cooperative Work Assignment - COOP 2000.,,,,,,,,,28,28
Cooperative Work Assignment - COOP 2000.,,,,,,,,,1,1
Cooperative Work Assignment - COOP 3011.,,,,,,,,,1,1
Cooperative Work Assignment - COOP 4000.,,,,,,,,,20,20
Cooperative Work Assignment - COOP 4000.,,,,,,,,,43,43
Cooperative Work Assignment - COOP 4000.,,,,,,,,,154,154
Cooperative Work Assignment - COOP 4000.,,,,,,,,,78,78
Cooperative Work Assignment - COOP 4000.,,,,,,,,,68,68
Cooperative Work Assignment - COOP 4000.,,,,,,,,,131,131
Cooperative Work Assignment - COOP 4000.,,,,,,,,,24,24
Cooperative Work Assignment - COOP 6003.,,,,,,,,,5,5
Cooperative Work Assignment - COOP 6006.,,,,,,,,,4,4
Cooperative Work Assignment - COOP 6009.,,,,,,,,,30,30
Cooperative Work Assignment - COOP 6012.,,,,,,,,,733,1 734
Cooperative Work Assignment - COOP 6012.,,,,,,,,,2,2
Cooperative Work Assignment - COOP 6012.,,,,,,,,,20,20
Cooperative Work Assignment - COOP 6012.,,,,,,,,,68,68
Earth and Atmospheric Sciences - EAS 160.,6,11,4,1,1,,1,,,3 2.87 27
Earth and Atmospheric Sciences - EAS 260.,23,14,2,,,,2,2,,1 3.54 44
Earth and Atmospheric Sciences - EAS 469.,,,,,,,,,1,1
Earth and Atmospheric Sciences - EAS 469.,,,,,,,,,1,1
Earth and Atmospheric Sciences - EAS 469.,,,,,,,,,3,3
Earth and Atmospheric Sciences - EAS 469.,,,,,,,,,1,1
Earth and Atmospheric Sciences - EAS 469.,1,,,,,,,,,4.00 1
Earth and Atmospheric Sciences - EAS 469.,1,,,,,,,,,4.00 1
Earth and Atmospheric Sciences - EAS 490.,,,1,,,,,,,2.00 1
Earth and Atmospheric Sciences - EAS 631.,1,,,,,,,,,4.00 1
Earth and Atmospheric Sciences - EAS 700.,,,,,,,1,,,1
Earth and Atmospheric Sciences - EAS 700.,,,,,,,1,,,1
Earth and Atmospheric Sciences - EAS 700.,,,,,,,1,,,1
Earth and Atmospheric Sciences - EAS 899.,,,,,,,,,1,1
Earth and Atmospheric Sciences - EAS 899.,A,B,C,D,F,I,S,U,V,W Aver. Total
Earth and Atmospheric Sciences - EAS 900.,,,,,,,2,,,2
Earth and Atmospheric Sciences - EAS 900.,,,,,,,3,,,3
Earth and Atmospheric Sciences - EAS 900.,,,,,,,2,,,2
Earth and Atmospheric Sciences - EAS 900.,,,,,,,2,,,2
Earth and Atmospheric Sciences - EAS 900.,,,,,,,2,,,2
Earth and Atmospheric Sciences - EAS 900.,,,,,,,2,,,2
Earth and Atmospheric Sciences - EAS 900.,,,,,,,2,,,2
Earth and Atmospheric Sciences - EAS 900.,,,,,,,1,,,1
Earth and Atmospheric Sciences - EAS 900.,,,,,,,2,1,,3
Earth and Atmospheric Sciences - EAS 900.,,,,,,,2,,,2
Earth and Atmospheric Sciences - EAS 900.,,,,,,,5,,,5
Earth and Atmospheric Sciences - EAS 900.,,,,,,,2,,,2
Earth and Atmospheric Sciences - EAS 900.,,,,,,,2,,,2
Earth and Atmospheric Sciences - EAS 900.,,,,,,,4,,,4
Earth and Atmospheric Sciences - EAS 900.,,,,,,,2,,,2
Earth and Atmospheric Sciences - EAS 900.,,,,,,,3,,,3
Earth and Atmospheric Sciences - EAS 900.,,,,,,,2,,,2
Earth and Atmospheric Sciences - EAS 900.,,,,,,,3,,,3
Earth and Atmospheric Sciences - EAS 900.,,,,,,,2,,,2
Earth and Atmospheric Sciences - EAS 900.,,,,,,,1,,,1
Earth and Atmospheric Sciences - EAS 900.,,,,,,,3,,,3
Earth and Atmospheric Sciences - EAS 900.,,,,,,,3,,,3
Earth and Atmospheric Sciences - EAS 900.,,,,,,,1,,,1
Earth and Atmospheric Sciences - EAS 900.,,,,,,,8,,,8
Earth and Atmospheric Sciences - EAS 900.,,,,,,,3,,,3
Economics - ECON 2100 JW,3,3,1,,,,,,,3.29 7
Economics - ECON 2101 R,15,13,,,,,,,,3.54 28
Economics - ECON 2105 JQ,14,5,,,,,,,,5 3.74 24
Economics - ECON 2106 JN,15,5,1,1,,,1,,,1 3.55 24
Economics - ECON 2106 SF,51,31,7,3,,,,,,1 3.41 93
Economics - ECON 2106 TB,13,10,2,2,1,,,,,2 3.14 30
Economics - ECON 2106 TT,4,4,1,,,,,,,2 3.33 11
Economics - ECON 4699 PM,,,,,1,,,,,0.00 1
Economics - ECON 4699 WB,1,,,,,,,,,4.00 1
Economics - ECON 4901 QUP,1,,,,,,,,,4.00 1
Economics - ECON 8910 BK,1,,,,,,,,,4.00 1
Economics - ECON 8910 MO,,1,,,,,1,,,3.00 2
Economics - ECON 8910 WB,1,,,,,,,,,4.00 1
Economics - ECON 8990 UN,1,,,,,,,,,4.00 1
Economics - ECON 8990 VG,4,,,,,,1,,,4.00 5
Economics - ECON 9000 EJ,,,,,,,1,,,1
Economics - ECON 9000 HL,,,,,,,2,,,2
Economics - ECON 9000 JMC,,,,,,,1,,,1
Economics - ECON 9000 MK,,,,,,,1,,,1
Economics - ECON 9000 TB,,,,,,,1,,,1
Economics - ECON 9000 VG,,,,,,,2,,,2
Electrical & Computer Engr - ECE 2020 A,28,7,1,,,,,,,1 3.75 37
Electrical & Computer Engr - ECE 2020 B,5,5,6,,2,,,,,2 2.61 20
Electrical & Computer Engr - ECE 2026 A,15,13,16,1,,,,,,4 2.93 49
Electrical & Computer Engr - ECE 2031 A,10,23,1,,,,,,,3.26 34
Electrical & Computer Engr - ECE 2031 CS,1,4,,,,,,,,3.20 5
Electrical & Computer Engr - ECE 2035 A,9,5,7,,2,,,,,1 2.83 24
Electrical & Computer Engr - ECE 2036 A,12,17,6,1,,,,,,4 3.11 40
Electrical & Computer Engr - ECE 2040 A,5,12,6,,,,,,,1 2.96 24
Electrical & Computer Engr - ECE 2040 B,7,4,4,,,,,,,3.20 15
Electrical & Computer Engr - ECE 2699 I02,2,,,,,,,,,4.00 2
Electrical & Computer Engr - ECE 2881 L01,6,,,,,,,,,1 4.00 7
Electrical & Computer Engr - ECE 2903 Y03,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 2903 Y03,A,B,C,D,F,I,S,U,V,W Aver. Total
Electrical & Computer Engr - ECE 3005 A,,,,,,,50,1,,51
Electrical & Computer Engr - ECE 3006 A,,,,,,,,,12,12
Electrical & Computer Engr - ECE 3020 A,6,3,3,1,,,,,,3.08 13
Electrical & Computer Engr - ECE 3025 A,15,11,8,,,,,,,4 3.21 38
Electrical & Computer Engr - ECE 3025 RMZ,5,4,,,,,,,,3.56 9
Electrical & Computer Engr - ECE 3030 A,9,4,5,1,,,,,,3.11 19
Electrical & Computer Engr - ECE 3040 A,4,13,8,2,4,,,,,2 2.35 33
Electrical & Computer Engr - ECE 3043 A,11,8,3,,,,,,,4 3.36 26
Electrical & Computer Engr - ECE 3056 A,9,7,2,,1,,,,,4 3.21 23
Electrical & Computer Engr - ECE 3072 A,19,12,8,,,,,,,3 3.28 42
Electrical & Computer Engr - ECE 3077 A,7,9,5,,,,,,,2 3.10 23
Electrical & Computer Engr - ECE 3084 A,14,22,7,3,,,,,,1 3.02 47
Electrical & Computer Engr - ECE 3084 RMZ,6,3,,,,,,,,3.67 9
Electrical & Computer Engr - ECE 3400 A,6,2,,,,,,,,3.75 8
Electrical & Computer Engr - ECE 3450 A,3,1,1,2,,,,,,1 2.71 8
Electrical & Computer Engr - ECE 3550 A,5,7,2,2,,,,,,5 2.94 21
Electrical & Computer Engr - ECE 3710 A,10,9,5,2,,,,,,2 3.04 28
Electrical & Computer Engr - ECE 3710 B,15,14,7,2,1,,,,,5 3.03 44
Electrical & Computer Engr - ECE 3710 C,17,17,6,,,,,,,4 3.28 44
Electrical & Computer Engr - ECE 3710 QUP,6,8,1,2,1,,,,,2 2.89 20
Electrical & Computer Engr - ECE 3710 RCH,6,4,,,,,,,,3.60 10
Electrical & Computer Engr - ECE 3710 RGA,5,11,3,,,,,,,3.11 19
Electrical & Computer Engr - ECE 3710 RMZ,15,7,,,,,,,,3.68 22
Electrical & Computer Engr - ECE 3741 L01,6,11,1,,,,,,,1 3.28 19
Electrical & Computer Engr - ECE 3741 L02,11,9,1,,,,,,,1 3.48 22
Electrical & Computer Engr - ECE 3741 L05,11,6,,,,,,,,3.65 17
Electrical & Computer Engr - ECE 3741 L06,,3,,,,,,,,3.00 3
Electrical & Computer Engr - ECE 3811 VPX,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 3812 VPX,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 3901 G01,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 3902 T01,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 3951 H09,,,,,,,1,,,1
Electrical & Computer Engr - ECE 4011 A05,14,6,6,,,,,,,3.31 26
Electrical & Computer Engr - ECE 4011 A06,1,1,2,,,,,,,2.75 4
Electrical & Computer Engr - ECE 4043 A,11,3,,,,,,,,1 3.79 15
Electrical & Computer Engr - ECE 4391 A,5,6,2,,,,,,,1 3.23 14
Electrical & Computer Engr - ECE 4452 A,14,10,2,,1,,,,,2 3.33 29
Electrical & Computer Engr - ECE 4500 RSZ,6,,,,,,,,,4.00 6
Electrical & Computer Engr - ECE 4550 A,8,13,2,,,,,,,1 3.26 24
Electrical & Computer Engr - ECE 4698 03,,,,,,,,,6,6
Electrical & Computer Engr - ECE 4699 H13,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 4751 A,10,8,5,,,,,,,1 3.22 24
Electrical & Computer Engr - ECE 4833 RSZ,3,1,,,,,,,,1 3.75 5
Electrical & Computer Engr - ECE 4893 A,10,4,,,,,,,,1 3.71 15
Electrical & Computer Engr - ECE 4901 A14,,,,,,,,,,1 1
Electrical & Computer Engr - ECE 4901 C09,10,,,,,,,,,4.00 10
Electrical & Computer Engr - ECE 4901 RM2,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 4902 C09,4,,,,,,,,,4.00 4
Electrical & Computer Engr - ECE 4903 Y03,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 4951 B21,,,,,,,2,,,2
Electrical & Computer Engr - ECE 6271 A,13,11,,1,,,,,,5 3.44 30
Electrical & Computer Engr - ECE 6271 Q,8,5,1,,,,,,,1 3.50 15
Electrical & Computer Engr - ECE 6390 A,21,6,,,,,,,,3.78 27
Electrical & Computer Engr - ECE 6390 Q,3,2,1,,,,,,,1 3.33 7
Electrical & Computer Engr - ECE 6453 Q,1,3,,,,,,,,3.25 4
Electrical & Computer Engr - ECE 6453 RSZ,2,,,,,,,,,4.00 2
Electrical & Computer Engr - ECE 6510 A,7,6,,,,,,,,1 3.54 14
Electrical & Computer Engr - ECE 6510 Q,4,1,2,,,,,,,3.29 7
Electrical & Computer Engr - ECE 6510 Q,A,B,C,D,F,I,S,U,V,W Aver. Total
Electrical & Computer Engr - ECE 6510 RSZ,4,1,,,,,,,,3.80 5
Electrical & Computer Engr - ECE 6551 A,5,3,,,,,,,,6 3.63 14
Electrical & Computer Engr - ECE 6551 Q,3,6,2,,,,,,,1 3.09 12
Electrical & Computer Engr - ECE 6601 A,13,6,3,,,,,,,1 3.45 23
Electrical & Computer Engr - ECE 7000 A07,,,,,,,2,,,2
Electrical & Computer Engr - ECE 7000 B15,,,,,,,1,,,1
Electrical & Computer Engr - ECE 7000 B20,,,,,,,1,,,1
Electrical & Computer Engr - ECE 7000 B25,,,,,,,3,,,3
Electrical & Computer Engr - ECE 7000 C09,,,,,,,1,,,1
Electrical & Computer Engr - ECE 7000 C10,,,,,,,1,,,1
Electrical & Computer Engr - ECE 7000 C11,,,,,,,,1,,1
Electrical & Computer Engr - ECE 7000 H04,,,,,,,2,,,2
Electrical & Computer Engr - ECE 7000 I02,,,,,,,1,,,1
Electrical & Computer Engr - ECE 7000 M07,,,,,,,1,,,1
Electrical & Computer Engr - ECE 7000 M14,,,,,,,1,,,1
Electrical & Computer Engr - ECE 7000 S08,,,,,,,1,,,1
Electrical & Computer Engr - ECE 7000 S11,,,,,,,1,,,1
Electrical & Computer Engr - ECE 7000 T02,,,,,,,1,,,1
Electrical & Computer Engr - ECE 7000 W03,,,,,,,1,,,1
Electrical & Computer Engr - ECE 7000 Z07,,,,,,,1,,,1
Electrical & Computer Engr - ECE 7055 RSH,,,,,,,,,15,15
Electrical & Computer Engr - ECE 7142 A,3,1,,,,,,,,1 3.75 5
Electrical & Computer Engr - ECE 7142 Q,3,3,,,,,,,,3.50 6
Electrical & Computer Engr - ECE 8750 A,1,1,,,,,,,,3.50 2
Electrical & Computer Engr - ECE 8751 A,1,,1,,,,,,,3.00 2
Electrical & Computer Engr - ECE 8803 QSE,23,2,2,,,,,,,3.78 27
Electrical & Computer Engr - ECE 8813 A,6,3,2,,,,,,,2 3.36 13
Electrical & Computer Engr - ECE 8893 A,9,,,,,,,,,4.00 9
Electrical & Computer Engr - ECE 8900 A08,,,,,,,1,,,1
Electrical & Computer Engr - ECE 8900 A11,,,,,,,1,,,1
Electrical & Computer Engr - ECE 8900 A12,,,,,,,1,,,1
Electrical & Computer Engr - ECE 8900 B09,,,,,,,1,,,1
Electrical & Computer Engr - ECE 8900 B20,,,,,,,1,,,1
Electrical & Computer Engr - ECE 8900 B23,,,,,,,,1,,1
Electrical & Computer Engr - ECE 8900 B27,,,,,,,1,,,1
Electrical & Computer Engr - ECE 8900 C11,,,,,,,,1,,1
Electrical & Computer Engr - ECE 8900 C13,,,,,,,1,,,1
Electrical & Computer Engr - ECE 8900 C16,,,,,,,1,,,1
Electrical & Computer Engr - ECE 8900 G04,,,,,,,1,,,1
Electrical & Computer Engr - ECE 8900 I02,,,,,,,4,,,4
Electrical & Computer Engr - ECE 8900 K06,,,,,,,1,,,1
Electrical & Computer Engr - ECE 8900 L05,,,,,,,1,,,1
Electrical & Computer Engr - ECE 8900 M15,,,,,,,1,,,1
Electrical & Computer Engr - ECE 8900 M19,,,,,,,1,,,1
Electrical & Computer Engr - ECE 8900 N01,,,,,,,1,,,1
Electrical & Computer Engr - ECE 8900 P05,,,,,,,1,,,1
Electrical & Computer Engr - ECE 8900 R01,,,,,,,3,,,3
Electrical & Computer Engr - ECE 8900 R04,,,,,,,3,,,3
Electrical & Computer Engr - ECE 8900 R09,,,,,,,1,,,1
Electrical & Computer Engr - ECE 8900 S11,,,,,,,1,,,1
Electrical & Computer Engr - ECE 8900 S22,,,,,,,1,,,1
Electrical & Computer Engr - ECE 8900 T02,,,,,,,1,,,1
Electrical & Computer Engr - ECE 8900 T04,,,,,,,1,,,1
Electrical & Computer Engr - ECE 8900 V06,,,,,,,2,,,2
Electrical & Computer Engr - ECE 8900 W10,,,,,,,1,,,1
Electrical & Computer Engr - ECE 8900 Y03,,,,,,,1,1,,2
Electrical & Computer Engr - ECE 8900 Z06,,,,,,,1,,,1
Electrical & Computer Engr - ECE 8902 I02,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8902 I02,A,B,C,D,F,I,S,U,V,W Aver. Total
Electrical & Computer Engr - ECE 8903 B02,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8903 B21,2,,,,,,,,,4.00 2
Electrical & Computer Engr - ECE 8903 B25,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8903 D06,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8903 E03,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8903 F04,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8903 G01,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8903 G04,1,1,,,,,,,,3.50 2
Electrical & Computer Engr - ECE 8903 K02,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8903 M07,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8903 M19,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8903 O01,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8903 R10,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8903 S10,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8903 S17,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8903 S22,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8903 W01,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8903 W08,,,,,,,,,,1 1
Electrical & Computer Engr - ECE 8903 Y02,1,,,,,,,,,4.00 1
Electrical & Computer Engr - ECE 8997 ATL,,,,,,,,,48,48
Electrical & Computer Engr - ECE 8998 ATL,,,,,,,,,265,1 266
Electrical & Computer Engr - ECE 8998 GTL,,,,,,,,,1,1
Electrical & Computer Engr - ECE 8999 ATL,,,,,,,12,,,12
Electrical & Computer Engr - ECE 9000 308,,,,,,,3,,,3
Electrical & Computer Engr - ECE 9000 309,,,,,,,5,1,,6
Electrical & Computer Engr - ECE 9000 310,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 314,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 A01,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 A02,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 A07,,,,,,,6,,,6
Electrical & Computer Engr - ECE 9000 A08,,,,,,,7,,,1 8
Electrical & Computer Engr - ECE 9000 A09,,,,,,,10,,,10
Electrical & Computer Engr - ECE 9000 A11,,,,,,,7,,,7
Electrical & Computer Engr - ECE 9000 A12,,,,,,,3,,,3
Electrical & Computer Engr - ECE 9000 A13,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 B02,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 B03,,,,,,,,1,,1
Electrical & Computer Engr - ECE 9000 B09,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 B15,,,,,,,5,,,5
Electrical & Computer Engr - ECE 9000 B16,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 B18,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 B20,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 B21,,,,,,,10,,,10
Electrical & Computer Engr - ECE 9000 B22,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 B23,,,,,,,4,,,4
Electrical & Computer Engr - ECE 9000 B25,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 C02,,,,,,,5,,,5
Electrical & Computer Engr - ECE 9000 C03,,,,,,,4,,,4
Electrical & Computer Engr - ECE 9000 C05,,,,,,,,2,,2
Electrical & Computer Engr - ECE 9000 C08,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 C10,,,,,,,10,,,10
Electrical & Computer Engr - ECE 9000 C11,,,,,,,,2,,2
Electrical & Computer Engr - ECE 9000 C12,,,,,,,3,,,3
Electrical & Computer Engr - ECE 9000 C14,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 C15,,,,,,,3,,,3
Electrical & Computer Engr - ECE 9000 C16,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 D02,,,,,,,4,,,4
