"",A,B,C,D,F,I,S,U,V,W Aver. Total
Industrial & Systems Engr - ISYE 9000 DEN,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 9000 DEY,,,,,,,2,,,1 3
Industrial & Systems Engr - ISYE 9000 DEY,A,B,C,D,F,I,S,U,V,W Aver. Total
Industrial & Systems Engr - ISYE 9000 DIA,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 9000 EJ,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 9000 ERE,,,,,,,2,,,2
Industrial & Systems Engr - ISYE 9000 ERG,,,,,,,3,,,3
Industrial & Systems Engr - ISYE 9000 GD1,,,,,,,2,,,2
Industrial & Systems Engr - ISYE 9000 GD2,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 9000 GEB,,,,,,,2,,,2
Industrial & Systems Engr - ISYE 9000 GOE,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 9000 HUO,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 9000 KIM,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 9000 KLE,,,,,,,2,,,2
Industrial & Systems Engr - ISYE 9000 LEE,,,,,,,5,,,5
Industrial & Systems Engr - ISYE 9000 MCG,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 9000 NM1,,,,,,,3,,,3
Industrial & Systems Engr - ISYE 9000 NM2,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 9000 PAY,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 9000 POK,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 9000 REV,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 9000 SER,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 9000 SHI,,,,,,,3,,,3
Industrial & Systems Engr - ISYE 9000 SOK,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 9000 SWA,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 9000 THO,,,,,,,3,,,3
Industrial & Systems Engr - ISYE 9000 TOR,,,,,,,2,,,2
Industrial & Systems Engr - ISYE 9000 TOV,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 9000 VEN,,,,,,,3,,,3
Industrial & Systems Engr - ISYE 9000 WHI,,,,,,,3,,,3
Industrial & Systems Engr - ISYE 9000 WUC,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 9000 ZOE,,,,,,,,2,,2
Industrial Design - ID 2202 M,,,,,,,1,,,1
Industrial Design - ID 2202 SF,27,5,4,,,,,,,3.64 36
Industrial Design - ID 2202 SS1,72,7,,,,,2,,,3.91 81
Industrial Design - ID 2202 SS2,28,10,4,,,,,,,2 3.57 44
Industrial Design - ID 6400 CR,2,,,,,,,,,4.00 2
Industrial Design - ID 6400 JAS,1,,,,,,,,,4.00 1
Industrial Design - ID 6400 JB,1,,,,,,,,,4.00 1
Industrial Design - ID 6400 KDS,2,,,,,,,,,4.00 2
Industrial Design - ID 6400 SHS,1,,,,,,,,,4.00 1
Industrial Design - ID 7000 KDS,,,,,,,,1,,1
Int'l Plan Intern Abroad - IPIN 3011 RM,,,,,,,,,8,8
Int'l Plan-Study Abroad - IPSA 3012 A,,,,,,,,,31,31
Int'l Plan-Study Abroad - IPSA 3012 B,,,,,,,,,1,1
International Affairs - INTA 1110 A,20,17,6,1,2,,2,,,4 3.13 52
International Affairs - INTA 1200 LS,8,5,3,,,,,,,3.31 16
International Affairs - INTA 1200 SF,32,25,2,,,,,,,3.51 59
International Affairs - INTA 2100 A,105,11,4,1,,,6,,,3 3.82 130
International Affairs - INTA 2220 A,40,8,1,,,,,,,3.80 49
International Affairs - INTA 2220 R,14,5,1,,,,,,,3.65 20
International Affairs - INTA 2699 R,1,,,,,,,,,4.00 1
International Affairs - INTA 3101 R,9,3,,,,,,,,3.75 12
International Affairs - INTA 3110 A,10,1,,,,,,,,3.91 11
International Affairs - INTA 3131 R,12,,,,,,,,,4.00 12
International Affairs - INTA 3303 R,12,,,,,,,,,4.00 12
International Affairs - INTA 4050 R,12,,,,,,,,,4.00 12
International Affairs - INTA 4121 R,18,1,,,,,,,,3.95 19
International Affairs - INTA 4230 R,18,1,,,,,,,,3.95 19
International Affairs - INTA 4698 NB,,,,,,,,,1,1
International Affairs - INTA 4699 R,5,,,,,,,,,4.00 5
International Affairs - INTA 4699 R,A,B,C,D,F,I,S,U,V,W Aver. Total
International Affairs - INTA 4803 ES,4,,,,,,,,,4.00 4
International Affairs - INTA 4803 RBE,18,1,,,,,,,,3.95 19
International Affairs - INTA 4833 R,18,1,,,,,,,,3.95 19
International Affairs - INTA 4903 BB,1,,,,,,,,,4.00 1
International Affairs - INTA 4903 NM,1,,,,,,,,,4.00 1
International Affairs - INTA 6121 R,2,,,,,,,,,4.00 2
International Affairs - INTA 6320 R,2,,,,,,,,,4.00 2
International Affairs - INTA 8813 MS,3,,,,,,,,,4.00 3
International Affairs - INTA 8833 R,1,,,,,,,,,4.00 1
International Affairs - INTA 8903 FS,1,,,,,,,,,4.00 1
International Affairs - INTA 8903 MC,1,,,,,,,,,4.00 1
International Affairs - INTA 8997 JS,,,,,,,,,1,1
International Affairs - INTA 9000 AS,,,,,,,2,,,2
International Affairs - INTA 9000 DB,,,,,,,1,,,1
International Affairs - INTA 9000 MB,,,,,,,1,,,1
International Affairs - INTA 9000 MK,,,,,,,1,,,1
International Logistics - IL 6452 A,8,,,,,,,,,4.00 8
International Logistics - IL 6453 A,8,,,,,,,,,4.00 8
International Logistics - IL 6454 A,8,,,,,,,,,4.00 8
International Logistics - IL 6464 1,9,,,,,,,,,4.00 9
International Logistics - IL 6466 A,9,,,,,,,,,4.00 9
International Logistics - IL 6468 A,9,,,,,,,,,4.00 9
International Logistics - IL 6472 A,7,1,,,,,,,,3.88 8
International Logistics - IL 6475 A,8,,,,,,,,,4.00 8
International Logistics - IL 6476 A,9,,,,,,,,,4.00 9
International Logistics - IL 6484 A,9,,,,,,,,,4.00 9
Internship - INTN 2000 MF,,,,,,,,,60,60
Internship - INTN 2006 MF,,,,,,,,,3,3
Internship - INTN 2009 MF,,,,,,,,,1,1
Internship - INTN 3011 RM,,,,,,,,,59,59
Internship - INTN 3016 RM,,,,,,,,,2,2
Internship - INTN 3019 RM,,,,,,,,,3,3
Internship - INTN 4000 MF,,,,,,,,,396,396
Internship - INTN 4006 MF,,,,,,,,,30,30
Internship - INTN 4009 MF,,,,,,,,,9,9
Intl Executive MBA - IMBA 6061 A,34,,,,,,,,,4.00 34
Intl Executive MBA - IMBA 6061 B,40,15,,,,,,,,3.73 55
Intl Executive MBA - IMBA 6061 C,1,,,,,,,,,4.00 1
Intl Executive MBA - IMBA 6081 B,38,17,,,,,,,,3.69 55
Intl Executive MBA - IMBA 6250 A,29,4,1,,,,,,,3.82 34
Intl Executive MBA - IMBA 6401 A,,,,,,,34,,,34
Intl Executive MBA - IMBA 6411 A,34,,,,,,,,,4.00 34
Japanese - JAPN 1001 UA,,4,2,1,1,,1,,,2.13 9
Japanese - JAPN 1002 UA,5,3,1,,,,,,,1 3.44 10
Japanese - JAPN 2001 U,2,,,,,,,,,4.00 2
Japanese - JAPN 2001 UA,1,,,,,,1,,,4.00 2
Japanese - JAPN 2002 U,2,,,,,,,,,4.00 2
Japanese - JAPN 2002 UA,2,,,,,,,,,4.00 2
Japanese - JAPN 3691 RJP,11,2,2,,,,,,,3.60 15
Japanese - JAPN 3692 RJP,11,3,1,,,,,,,3.67 15
Japanese - JAPN 3693 RJP,15,,,,,,,,,4.00 15
Japanese - JAPN 3813 RJP,6,2,,,,,,,,3.75 8
Korean - KOR 1001 F,6,,,,,,1,,1,4.00 8
Korean - KOR 2813 A,7,1,,,,,1,,,3.88 9
Korean - KOR 2813 B,8,,,,,,,,,4.00 8
Korean - KOR 3691 RKO,12,,,,,,,,,4.00 12
Korean - KOR 3692 RKO,11,1,,,,,,,,3.92 12
Korean - KOR 3693 RKO,19,2,,,,,,,,3.90 21
Korean - KOR 3693 RKO,A,B,C,D,F,I,S,U,V,W Aver. Total
Linguistics - LING 2100 E,11,,,,,,1,,,4.00 12
"Literature, Media & Comm - LMC 2400 SS2",2,13,,,,,,,,3 3.13 18
"Literature, Media & Comm - LMC 2500 LS",30,,,,,,,,,4.00 30
"Literature, Media & Comm - LMC 2500 SS1",8,6,2,,1,,,,,1 3.18 18
"Literature, Media & Comm - LMC 2661 A",,,,,,,6,,,1 7
"Literature, Media & Comm - LMC 2662 A",,,,,,,1,,,1
"Literature, Media & Comm - LMC 2730 SS1",9,3,1,,1,,,,,3.36 14
"Literature, Media & Comm - LMC 3102 BW",1,,,,,,,,,4.00 1
"Literature, Media & Comm - LMC 3114 RCH",18,4,,,2,,,,,3.50 24
"Literature, Media & Comm - LMC 3114 SS1",13,7,,1,1,,,,,1 3.36 23
"Literature, Media & Comm - LMC 3116 BL",1,,,,,,,,,4.00 1
"Literature, Media & Comm - LMC 3202 LS",16,,1,,,,,,,3.88 17
"Literature, Media & Comm - LMC 3214 LS",8,1,,,,,,,,3.89 9
"Literature, Media & Comm - LMC 3214 QUP",18,6,,,,,,,,1 3.75 25
"Literature, Media & Comm - LMC 3219 SS1",5,2,3,,,,,,,3.20 10
"Literature, Media & Comm - LMC 3226 ROX",14,4,,,,,,,,3.78 18
"Literature, Media & Comm - LMC 3234 LS",6,5,2,,,,,,,2 3.31 15
"Literature, Media & Comm - LMC 3257 SS1",6,5,2,1,1,,,,,2.93 15
"Literature, Media & Comm - LMC 3302 PF",1,,,,,,,,,4.00 1
"Literature, Media & Comm - LMC 3308 ROX",25,1,,,,,,,,3.96 26
"Literature, Media & Comm - LMC 3403 LS",16,6,1,,,,,,,3.65 23
"Literature, Media & Comm - LMC 3403 SS2",13,4,1,,,,,,,4 3.67 22
"Literature, Media & Comm - LMC 3406 LS",16,,,,,,,,,4.00 16
"Literature, Media & Comm - LMC 3833 HC",1,,,,,,,,,4.00 1
"Literature, Media & Comm - LMC 3843 CC",,1,,,,,,,,3.00 1
"Literature, Media & Comm - LMC 3853 BW",1,,,,,,,,,4.00 1
"Literature, Media & Comm - LMC 4102 A",,,1,,,,,,,2.00 1
"Literature, Media & Comm - LMC 4102 B",1,,,,,,,,,4.00 1
"Literature, Media & Comm - LMC 4102 C",1,,,,,,,,,4.00 1
"Literature, Media & Comm - LMC 4698 A",,,,,,,,,1,1
"Literature, Media & Comm - LMC 4701 A",3,,,,,,,,,4.00 3
"Literature, Media & Comm - LMC 4702 B",2,,,,,,,,,4.00 2
"Literature, Media & Comm - LMC 4904 A",,,,,,,2,,,2
"Literature, Media & Comm - LMC 7999 MN",,,,,,,2,,,2
"Literature, Media & Comm - LMC 8998 MN",,,,,,,,,6,6
"Literature, Media & Comm - LMC 8999 MN",,,,,,,2,,,2
"Literature, Media & Comm - LMC 9000 MN",,,,,,,2,,,2
Management - MGT 2106 ES,9,8,,,,,,,,1 3.53 18
Management - MGT 2200 LS,19,8,3,,,,1,,,3 3.53 34
Management - MGT 2200 R,9,6,1,,,,,,,3.50 16
Management - MGT 2250 TSA,15,13,4,4,,,,,,3 3.08 39
Management - MGT 2251 ES,19,17,6,1,,,,,,1 3.26 44
Management - MGT 2598 TSA,,,,,,,,,1,1
Management - MGT 2598 TSB,,,,,,,,,1,1
Management - MGT 2599 TSA,,,,,,,1,,,1
Management - MGT 2699 LS,,,,,,,1,,,1
Management - MGT 3062 ES,15,22,3,,1,,1,,,2 3.22 44
Management - MGT 3076 LS,11,1,,,1,,,,,2 3.62 15
Management - MGT 3084 LS,3,5,,,,,,,,3 3.38 11
Management - MGT 3101 ES,18,3,1,,,,,,,3.77 22
Management - MGT 3102 ES,2,13,2,,,,,,,3.00 17
Management - MGT 3150 TSA,20,22,11,,,,,,,2 3.17 55
Management - MGT 3300 TSA,36,20,,,,,1,,,2 3.64 59
Management - MGT 3310 ES,7,7,,,,,,,,3.50 14
Management - MGT 3501 ES,22,10,2,3,,,,,,3.38 37
Management - MGT 3501 R,4,3,,,,,,,,3.57 7
Management - MGT 3599 LS1,19,6,1,1,1,,,,,2 3.46 30
Management - MGT 3660 ES,19,14,7,1,1,,,,,3.17 42
Management - MGT 3660 ES,A,B,C,D,F,I,S,U,V,W Aver. Total
Management - MGT 3660 R1,18,4,,,,,,,,3.82 22
Management - MGT 3660 R2,10,8,,,,,,,,1 3.56 19
Management - MGT 4047 TSA,10,3,3,,,,,,,1 3.44 17
Management - MGT 4102 TSA,11,10,1,,,,1,,,3 3.45 26
Management - MGT 4191 R,12,,,,,,,,,4.00 12
Management - MGT 4192 R,1,,,,,,,,,4.00 1
Management - MGT 4193 LS,21,3,1,,,,,,,3.80 25
Management - MGT 4195 TSA,28,8,1,,,,,,,2 3.73 39
Management - MGT 4311 TSA,24,8,1,,,,,,,4 3.70 37
Management - MGT 4366 TSA,10,5,,,,,,,,2 3.67 17
Management - MGT 4598 TSA,,,,,,,,,1,1
Management - MGT 4598 TSB,,,,,,,,,1,1
Management - MGT 4598 TSC,,,,,,,,,1,1
Management - MGT 4598 TSD,,,,,,,,,1,1
Management - MGT 4598 TSE,,,,,,,,,1,1
Management - MGT 4598 TSF,,,,,,,,,1,1
Management - MGT 4598 TSG,,,,,,,,,1,1
Management - MGT 4598 TSI,,,,,,,,,1,1
Management - MGT 4599 TSA,,,,,,,1,,,1
Management - MGT 4599 TSC,,,,,,,1,,,1
Management - MGT 4599 TSD,,,,,,,1,,,1
Management - MGT 4599 TSE,,,,,,,1,,,1
Management - MGT 4611 R,13,,,,,,,,,4.00 13
Management - MGT 4803 ES,11,2,,,,,,,,2 3.85 15
Management - MGT 4803 R,15,2,1,,,,,,,3.78 18
Management - MGT 4803 R1,13,,,,,,,,,4.00 13
Management - MGT 4910 TS1,2,,,,,,,,,4.00 2
Management - MGT 4910 TSA,6,,,,,,,,,4.00 6
Management - MGT 4910 TSB,1,,,,,,,,,4.00 1
Management - MGT 4910 TSC,,1,,,,,,,,3.00 1
Management - MGT 4910 TSE,,,1,,,,,,,2.00 1
Management - MGT 4911 TSA,9,,,,,,,,,4.00 9
Management - MGT 4912 TSA,6,,,,,,,,,4.00 6
Management - MGT 6030 EM,23,,,,,,,,,4.00 23
Management - MGT 6045 EM,12,,,,,,1,,,4.00 13
Management - MGT 6045 TSA,1,,,,,,,,,4.00 1
Management - MGT 6060 EM,38,14,1,,,,,,,3.70 53
Management - MGT 6086 EM,20,1,,,,,1,,,3.95 22
Management - MGT 6100 EM,38,35,1,,,,,,,1 3.50 75
Management - MGT 6106 EM,13,5,,,,,2,,,3.72 20
Management - MGT 6111 EM1,16,4,,,,,2,,,3.80 22
Management - MGT 6111 TSA,1,,,,,,,,,4.00 1
Management - MGT 6113 EM,5,,,,,,,,,4.00 5
Management - MGT 6123 EM,33,19,,,,,,,,3.63 52
Management - MGT 6124 EM,33,30,1,,,,,,,3.50 64
Management - MGT 6125 EM,46,1,,,,,,,,3.98 47
Management - MGT 6126 EM,41,6,,,,,,,,3.87 47
Management - MGT 6127 EM1,,,,,,,9,,,9
Management - MGT 6127 EM2,,,,,,,12,,,12
Management - MGT 6127 EM3,,,,,,,13,,,13
Management - MGT 6127 EM4,,,,,,,9,,,2 11
Management - MGT 6127 EM6,,,,,,,8,,,8
Management - MGT 6128 EM,54,10,2,,,,,,,3.79 66
Management - MGT 6130 EM,25,15,2,,,,,,,3.55 42
Management - MGT 6134 EM,39,3,,,,,,,,3.93 42
Management - MGT 6165 EM,21,1,,,,,2,,,3.95 24
Management - MGT 6185 EM,21,2,,,,,1,,,3.91 24
Management - MGT 6335 EM,12,2,,,,,1,,,3.86 15
Management - MGT 6335 EM,1A2,B2,C,D,F,I,S1,U,V,W A3v.e8r6. To1ta5l
Management - MGT 6360 EM,31,6,,,,,,,,3.84 37
Management - MGT 6772 EM,10,5,,,,,1,,,3.67 16
Management - MGT 6772 TSA,4,5,,,,,,,,2 3.44 11
Management - MGT 8803 EM1,16,12,,,,,18,,,3.57 46
Management - MGT 8803 EM2,9,1,,,,,1,,,3.90 11
Management - MGT 8903 EM1,1,,,,,,,,,4.00 1
Management - MGT 8903 EM2,1,,,,,,,,,4.00 1
Management - MGT 8903 EM6,1,,,,,,,,,4.00 1
Management - MGT 8903 EM7,1,,,,,,,,,4.00 1
Management - MGT 8903 EM9,2,,,,,,,,,4.00 2
Management - MGT 8903 TA2,,,,,,,1,,,1
Management - MGT 8903 TAO,,,,,,,4,,,4
Management - MGT 8903 TBS,,,,,,,1,,,1
Management - MGT 8903 TS0,2,,,,,,,,,4.00 2
Management - MGT 8903 TS2,,,,,,,3,,,3
Management - MGT 8903 TS3,1,,,,,,,,,4.00 1
Management - MGT 8903 TS6,1,,,,,,,,,4.00 1
Management - MGT 8903 TS8,1,,,,,,,,,4.00 1
Management - MGT 8903 TS9,2,,,,,,,,,4.00 2
Management - MGT 8903 TSA,2,,,,,,,,,4.00 2
Management - MGT 8903 TSC,1,,,,,,,,,4.00 1
Management - MGT 8903 TSL,2,,,,,,1,,,4.00 3
Management - MGT 8903 TSO,,,,,,,1,,,1
Management - MGT 8903 TSQ,,,,,,,1,,,1
Management - MGT 8903 TSR,1,,,,,,1,,,4.00 2
Management - MGT 8903 TSU,,,,,,,1,,,1
Management - MGT 8903 TSV,2,,,,,,,,,4.00 2
Management - MGT 8903 TSW,1,,,,,,,,,4.00 1
Management - MGT 8903 TSY,2,,,,,,,,,4.00 2
Management - MGT 8903 TSZ,3,,,,,,,,,4.00 3
Management - MGT 9000 TS0,,,,,,,2,,,2
Management - MGT 9000 TS1,,,,,,,1,,,1
Management - MGT 9000 TS3,,,,,,,1,,,1
Management - MGT 9000 TSA,,,,,,,1,,,1
Management - MGT 9000 TSB,,,,,,,1,,,1
Management - MGT 9000 TSE,,,,,,,1,,,1
Management - MGT 9000 TSG,,,,,,,1,,,1
Management - MGT 9000 TSJ,,,,,,,3,,,3
Management - MGT 9000 TSM,,,,,,,2,,,2
Management - MGT 9000 TSP,,,,,,,1,,,1
Management of Technology - MOT 6128 A,52,3,,,,,,,,3.95 55
Management of Technology - MOT 6134 A,43,12,,,,,,,,3.78 55
Materials Science & Engr - MSE 2001 A,25,37,14,2,,,,,,2 3.09 80
Materials Science & Engr - MSE 2001 B,20,34,10,2,3,,,,,2 2.96 71
Materials Science & Engr - MSE 2001 C,40,21,11,13,,,,,,1 3.04 86
Materials Science & Engr - MSE 2001 D,12,7,2,,1,,,,,3 3.32 25
Materials Science & Engr - MSE 2001 R1,15,21,5,1,,,,,,3.19 42
Materials Science & Engr - MSE 2001 R2,5,15,6,1,,,,,,2.89 27
Materials Science & Engr - MSE 2698 CM,,,,,,,,,1,1
Materials Science & Engr - MSE 2698 DB,,,,,,,,,1,1
Materials Science & Engr - MSE 2698 EV,,,,,,,,,1,1
Materials Science & Engr - MSE 2698 GY,,,,,,,,,1,1
Materials Science & Engr - MSE 2698 JRR,,,,,,,,,1,1
Materials Science & Engr - MSE 2698 KG,,,,,,,,,2,2
Materials Science & Engr - MSE 2698 KS,,,,,,,,,1,1
Materials Science & Engr - MSE 2698 MS,,,,,,,,,2,2
Materials Science & Engr - MSE 2698 NT,,,,,,,,,1,1
Materials Science & Engr - MSE 2698 RG,,,,,,,,,1,1
Materials Science & Engr - MSE 2698 RG,A,B,C,D,F,I,S,U,V,W Aver. Total
Materials Science & Engr - MSE 2698 SJ,,,,,,,,,1,1
Materials Science & Engr - MSE 2698 SK,,,,,,,,,1,1
Materials Science & Engr - MSE 2698 VM,,,,,,,,,1,1
Materials Science & Engr - MSE 2699 GY,1,,,,,,,,,4.00 1
Materials Science & Engr - MSE 2699 SSJ,3,,,,,,,,,4.00 3
Materials Science & Engr - MSE 2699 VM,1,,,,,,,,,4.00 1
Materials Science & Engr - MSE 3720 A,2,3,1,,,,,,,1 3.17 7
Materials Science & Engr - MSE 4698 CM,,,,,,,,,1,1
Materials Science & Engr - MSE 4698 DB,,,,,,,,,1,1
Materials Science & Engr - MSE 4698 GY,,,,,,,,,1,1
Materials Science & Engr - MSE 4698 JN,,,,,,,,,1,1
Materials Science & Engr - MSE 4698 ML,,,,,,,,,1,1
Materials Science & Engr - MSE 4698 MS,,,,,,,,,1,1
Materials Science & Engr - MSE 4699 KG,2,,,,,,,,,4.00 2
Materials Science & Engr - MSE 4699 PS,1,,,,,,,,,4.00 1
Materials Science & Engr - MSE 4699 SSJ,7,,,,,,,,,4.00 7
Materials Science & Engr - MSE 4699 VT,1,,,,,,,,,4.00 1
Materials Science & Engr - MSE 4699 WBC,,1,,,,,,,,3.00 1
Materials Science & Engr - MSE 6130 A,19,16,,,,,,,3,1 3.54 39
Materials Science & Engr - MSE 7000 CM,,,,,,,1,,,1
Materials Science & Engr - MSE 7000 DB,,,,,,,,1,,1
Materials Science & Engr - MSE 7000 RG,,,,,,,1,,,1
Materials Science & Engr - MSE 7000 RM,,,,,,,1,,,1
Materials Science & Engr - MSE 7000 RT,,,,,,,1,,,1
Materials Science & Engr - MSE 7000 SKD,,,,,,,1,,,1
Materials Science & Engr - MSE 7000 SSJ,,,,,,,1,,,1
Materials Science & Engr - MSE 7000 VM,,,,,,,1,,,1
Materials Science & Engr - MSE 7000 VT,,,,,,,1,,,1
Materials Science & Engr - MSE 7000 WC,,,,,,,1,,,1
Materials Science & Engr - MSE 8803 A,6,,,,,,,,,4.00 6
Materials Science & Engr - MSE 8903 A,,,,,,,1,,,1
Materials Science & Engr - MSE 9000 AG,,,,,,,1,,,1
Materials Science & Engr - MSE 9000 AYA,,,,,,,1,,,1
Materials Science & Engr - MSE 9000 BC,,,,,,,1,,,1
Materials Science & Engr - MSE 9000 CM,,,,,,,1,,,1
Materials Science & Engr - MSE 9000 CPW,,,,,,,3,,,3
Materials Science & Engr - MSE 9000 CS,,,,,,,1,,,1
Materials Science & Engr - MSE 9000 DB,,,,,,,3,,,3
Materials Science & Engr - MSE 9000 DLM,,,,,,,2,,,2
Materials Science & Engr - MSE 9000 DQ,,,,,,,1,,,1
Materials Science & Engr - MSE 9000 DY,,,,,,,1,,,1
Materials Science & Engr - MSE 9000 EV,,,,,,,4,,,4
Materials Science & Engr - MSE 9000 FA,,,,,,,1,,,1
Materials Science & Engr - MSE 9000 GY,,,,,,,6,,,6
Materials Science & Engr - MSE 9000 HB,,,,,,,1,,,1
Materials Science & Engr - MSE 9000 HPW,,,,,,,3,,,3
Materials Science & Engr - MSE 9000 JKC,,,,,,,2,,,2
Materials Science & Engr - MSE 9000 JLB,,,,,,,1,,,1
Materials Science & Engr - MSE 9000 KG,,,,,,,1,,,1
Materials Science & Engr - MSE 9000 KK,,,,,,,1,,,1
Materials Science & Engr - MSE 9000 KS,,,,,,,6,,,6
Materials Science & Engr - MSE 9000 ML,,,,,,,7,,,7
Materials Science & Engr - MSE 9000 MZ,,,,,,,1,,,1
Materials Science & Engr - MSE 9000 NEU,,,,,,,1,,,1
Materials Science & Engr - MSE 9000 NNT,,,,,,,5,,,5
Materials Science & Engr - MSE 9000 PK,,,,,,,1,,,1
Materials Science & Engr - MSE 9000 PS,,,,,,,1,,,1
Materials Science & Engr - MSE 9000 RAG,,,,,,,4,,,4
Materials Science & Engr - MSE 9000 RAG,A,B,C,D,F,I,S,U,V,W Aver. Total
Materials Science & Engr - MSE 9000 RFS,,,,,,,2,,,2
Materials Science & Engr - MSE 9000 RUS,,,,,,,2,,,2
Materials Science & Engr - MSE 9000 SG,,,,,,,1,,,1
Materials Science & Engr - MSE 9000 SK,,,,,,,4,,,4
Materials Science & Engr - MSE 9000 SRK,,,,,,,2,,,2
Materials Science & Engr - MSE 9000 SSJ,,,,,,,1,,,1
Materials Science & Engr - MSE 9000 THS,,,,,,,2,,,2
Materials Science & Engr - MSE 9000 TUM,,,,,,,7,,,7
Materials Science & Engr - MSE 9000 VM,,,,,,,2,,,2
Materials Science & Engr - MSE 9000 VT,,,,,,,8,,,8
Materials Science & Engr - MSE 9000 ZL,,,,,,,8,,,8
Materials Science & Engr - MSE 9000 ZLW,,,,,,,8,,,8
Mathematics - MATH 1501 B1,4,3,3,4,4,,,,,1 1.94 19
Mathematics - MATH 1502 A1,8,14,8,3,1,,,,,1 2.74 35
Mathematics - MATH 1502 A2,4,16,5,1,1,,,,,2 2.78 29
Mathematics - MATH 1502 QUP,5,4,4,2,,,,,,2.80 15
Mathematics - MATH 1522 A,13,6,1,,1,,,,,3.43 21
Mathematics - MATH 1711 A,3,5,3,2,,,,,,2.69 13
Mathematics - MATH 2401 A1,10,11,12,2,,,,,,2.83 35
Mathematics - MATH 2401 A2,9,11,10,2,,,,,,1 2.84 33
Mathematics - MATH 2401 B1,7,10,5,4,1,,,,,2 2.67 29
Mathematics - MATH 2401 B2,11,9,4,,1,,,,,1 3.16 26
Mathematics - MATH 2401 B3,6,7,3,3,,,,,,2.84 19
Mathematics - MATH 2401 R,8,5,5,,,,,,,1 3.17 19
Mathematics - MATH 2403 A1,6,7,11,1,1,,,,,6 2.62 32
Mathematics - MATH 2403 A2,9,9,3,3,1,,,,,1 2.88 26
Mathematics - MATH 2403 A3,,,,,1,,,,,1 0.00 2
Mathematics - MATH 2403 B1,6,9,10,4,1,,,,,2 2.50 32
Mathematics - MATH 2403 B2,6,18,5,3,1,,,,,2.76 33
Mathematics - MATH 2403 B3,7,6,8,4,1,,,,,1 2.54 27
Mathematics - MATH 2403 R,24,3,4,1,,,,,,2 3.56 34
Mathematics - MATH 2602 A1,7,6,8,1,2,,,,,2.63 24
Mathematics - MATH 2602 A2,4,4,4,3,2,,,,,2.29 17
Mathematics - MATH 2605 A,5,6,1,,1,,,,,2 3.08 15
Mathematics - MATH 2605 PAP,,,,,,,1,,,1
Mathematics - MATH 3012 A,19,20,14,2,1,,,,,4 2.96 60
Mathematics - MATH 3012 QUP,1,7,2,,,,,,,2.90 10
Mathematics - MATH 3215 A,13,14,8,5,5,,,,,7 2.56 52
Mathematics - MATH 3770 A,6,10,12,3,7,,,,,7 2.13 45
Mathematics - MATH 3770 B,21,16,15,5,3,,,,,6 2.78 66
Mathematics - MATH 3770 RCH,12,7,6,2,2,,,,,2.86 29
Mathematics - MATH 4305 AG,46,,,,,,,,,1 4.00 47
Mathematics - MATH 4305 AU,12,1,1,,,,,,,2 3.79 16
Mathematics - MATH 4305 Q,5,,,,,,,,,4.00 5
Mathematics - MATH 4581 AG,47,5,,,,,,,1,2 3.90 55
Mathematics - MATH 4581 AU,4,6,,,,,,,,3 3.40 13
Mathematics - MATH 4581 Q,13,1,1,,,,,,,3.80 15
Mathematics - MATH 4803 PHD,1,,,,,,,,,4.00 1
Mathematics - MATH 6580 A,14,1,1,,,,,,3,2 3.81 21
Mathematics - MATH 6701 A,80,26,3,,,,,,,3.71 109
Mathematics - MATH 6701 B,28,17,8,,,,,,,3 3.38 56
Mathematics - MATH 6701 Q,37,27,2,,,,,,,3.53 66
Mathematics - MATH 6701 QSH,10,1,,,,,,,,3.91 11
Mathematics - MATH 7999 VH,,,,,,,,,10,10
Mathematics - MATH 8803 PHD,,,,,,,7,,,1 8
Mathematics - MATH 8900 BEK,,1,,,,,,,,3.00 1
Mathematics - MATH 8900 GAR,1,,,,,,,,,4.00 1
Mathematics - MATH 8900 HAR,1,,,,,,1,,,4.00 2
Mathematics - MATH 8900 HAR,A,B,C,D,F,I,S,U,V,W Aver. Total
Mathematics - MATH 8900 HEL,2,,,,,,,,,4.00 2
Mathematics - MATH 8900 HOU,,,,,,,1,,,1
Mathematics - MATH 8900 ILI,2,,,,,,,,,4.00 2
Mathematics - MATH 8900 KOL,2,,,,,,1,,,4.00 3
Mathematics - MATH 8900 MAR,4,,,,,,,,,4.00 4
Mathematics - MATH 8900 MCC,2,,,,,,,,,4.00 2
Mathematics - MATH 8900 PEN,1,,,,,,,,,4.00 1
