"",A,B,C,D,F,I,S,U,V,W Aver. Tota
Mathematics - MATH 2605 C3,11,12,11,4,,,,,,2 2.79 40
Mathematics - MATH 2605 G1,14,9,7,5,1,,,,,2 2.83 38
Mathematics - MATH 2605 G2,10,11,4,3,1,,,,,7 2.90 36
Mathematics - MATH 2605 G3,14,7,11,1,1,,,,,2 2.94 36
Mathematics - MATH 2803 HP,8,,1,,,,,,,1 3.78 10
Mathematics - MATH 2803 QHS,12,2,,1,,,,,,3.67 15
Mathematics - MATH 3012 B,36,27,13,,,,,,,5 3.30 81
Mathematics - MATH 3012 C,15,17,16,3,3,,,,,9 2.70 63
Mathematics - MATH 3012 H,15,22,16,5,7,,,,,11 2.51 76
Mathematics - MATH 3012 N,17,17,19,4,1,,,,,11 2.78 69
Mathematics - MATH 3215 H,31,6,6,3,,,,,,2 3.41 48
Mathematics - MATH 3215 J,35,6,3,,,,,,,3 3.73 47
Mathematics - MATH 3215 N,15,9,13,3,2,,,,,6 2.76 48
Mathematics - MATH 3225 H,2,4,,,,,,,,2 3.33 8
Mathematics - MATH 3670 D,18,29,10,8,1,,,,,10 2.83 76
Mathematics - MATH 3670 K,22,33,18,2,,,,,,3 3.00 78
Mathematics - MATH 3670 N,52,16,10,,,,,,,2 3.54 80
Mathematics - MATH 3670 N,A,B,C,D,F,I,S,U,V,W Aver. Tota
Mathematics - MATH 4022 AG,,1,,,,,,,,3.00 1
Mathematics - MATH 4022 AU,10,3,5,5,5,,,,,9 2.29 37
Mathematics - MATH 4080 HAS,1,,,,,,,,,4.00 1
Mathematics - MATH 4080 ROB,1,,,,,,,,,4.00 1
Mathematics - MATH 4080 SUN,1,,,,,,,,,4.00 1
Mathematics - MATH 4080 TET,1,,,,,,,,,4.00 1
Mathematics - MATH 4080 VAZ,1,,,,,,,,,4.00 1
Mathematics - MATH 4090 HAR,1,,,,,,,,,4.00 1
Mathematics - MATH 4090 HAS,1,,,,,,,,,4.00 1
Mathematics - MATH 4090 LEY,1,,,,,,,,,4.00 1
Mathematics - MATH 4090 MAR,1,,,,,,,,,4.00 1
Mathematics - MATH 4090 SUN,1,,,,,,,,,4.00 1
Mathematics - MATH 4107 AG,,,,,,,,,,1 1
Mathematics - MATH 4107 AU,4,4,1,1,3,,,,,3 2.38 16
Mathematics - MATH 4221 AG,1,,,,,,,,,4.00 1
Mathematics - MATH 4221 AU,20,4,,,,,,,,3.83 24
Mathematics - MATH 4261 AG,15,9,,,,,,,,7 3.63 31
Mathematics - MATH 4261 AU,6,2,1,1,,,,,,3 3.30 13
Mathematics - MATH 4261 Q,6,2,,,,,,,,3.75 8
Mathematics - MATH 4261 QSZ,2,2,,,,,,,,3.50 4
Mathematics - MATH 4305 AG,9,3,4,,,,,1,3,1 3.31 21
Mathematics - MATH 4305 AU,2,1,2,,1,,,,,1 2.50 7
Mathematics - MATH 4305 BG,28,7,1,,,,,,1,3.75 37
Mathematics - MATH 4305 BU,4,,1,,,,,,,2 3.60 7
Mathematics - MATH 4305 Q,3,,2,,,,,,,3.20 5
Mathematics - MATH 4305 QSZ,2,2,1,,,,,,,3.20 5
Mathematics - MATH 4317 AG,2,5,,,,,,,,6 3.29 13
Mathematics - MATH 4317 AU,10,7,,1,1,,,,,2 3.26 21
Mathematics - MATH 4317 BG,7,2,,2,,,,,1,1 3.27 13
Mathematics - MATH 4317 BU,5,3,1,1,2,,,,,1 2.67 13
Mathematics - MATH 4318 A,11,7,,,,,,,,2 3.61 20
Mathematics - MATH 4320 AG,,,,,,,,,,3 3
Mathematics - MATH 4320 AU,4,10,3,1,,,,,,2 2.94 20
Mathematics - MATH 4347 AG,1,3,1,,,,,,1,2 3.00 8
Mathematics - MATH 4347 AU,2,4,3,1,,,2,,,2.70 12
Mathematics - MATH 4431 A,3,1,,1,,,,,,1 3.20 6
Mathematics - MATH 4441 AG,10,,,,,,,,1,2 4.00 13
Mathematics - MATH 4441 AU,5,3,,1,,,,,,3.33 9
Mathematics - MATH 4541 AG,1,2,1,,,,,,,3.00 4
Mathematics - MATH 4541 AU,2,4,3,1,1,,2,,,3 2.45 16
Mathematics - MATH 4581 AG,12,7,5,,1,,,,,1 3.16 26
Mathematics - MATH 4581 AU,1,3,1,2,,,,,,1 2.43 8
Mathematics - MATH 4581 BG,17,7,,,,,,,,3.71 24
Mathematics - MATH 4581 BU,,3,2,,,,,,,2 2.60 7
Mathematics - MATH 4640 AG,5,,,,,,,,,4.00 5
Mathematics - MATH 4640 AU,4,2,1,1,,,,,,3 3.13 11
Mathematics - MATH 4699 GOL,1,,,,,,,,,4.00 1
Mathematics - MATH 4699 HEI,2,,,,,,,,,4.00 2
Mathematics - MATH 4699 LAC,2,,,,,,,,,4.00 2
Mathematics - MATH 4699 MAT,1,,,,,,,,,4.00 1
Mathematics - MATH 4699 TAO,1,,,,,,,,,4.00 1
Mathematics - MATH 4699 WIN,1,,,,,,,,,4.00 1
Mathematics - MATH 4782 AG,1,,,,1,,,,,1 2.00 3
Mathematics - MATH 4782 AU,3,2,,,1,,1,,1,4 3.00 12
Mathematics - MATH 4801 UG,,,,,,,12,,,1 13
Mathematics - MATH 4802 BAR,,,,,,,13,,,1 14
Mathematics - MATH 4803 RAB,7,,,,,,,,,1 4.00 8
Mathematics - MATH 6014 A,7,5,3,1,2,,,,1,3 2.78 22
Mathematics - MATH 6014 A,A,B,C,D,F,I,S,U,V,W Aver. Tota
Mathematics - MATH 6112 NEW,8,7,,,,,,,3,3.53 18
Mathematics - MATH 6121 A,11,5,1,,,,1,,,3 3.59 21
Mathematics - MATH 6235 A,19,3,,,,,,,,3.86 22
Mathematics - MATH 6241 A,4,3,,,1,,,,3,2 3.13 13
Mathematics - MATH 6263 A,7,3,,,,,,,1,3.70 11
Mathematics - MATH 6266 A,5,2,,,,,,,1,2 3.71 10
Mathematics - MATH 6307 A,8,,1,,,,,,,3 3.78 12
Mathematics - MATH 6337 A,6,11,1,,,,1,,1,2 3.28 22
Mathematics - MATH 6341 A,5,4,1,,,,,,,6 3.40 16
Mathematics - MATH 6421 A,5,2,,,1,,1,,1,3 3.25 13
Mathematics - MATH 6452 A,9,7,1,,,,,,1,3.47 18
Mathematics - MATH 6514 A,11,3,,,,,,,,2 3.79 16
Mathematics - MATH 6580 A,6,3,,1,,,1,,2,2 3.40 15
Mathematics - MATH 6640 A,23,3,,,,,1,,,5 3.88 32
Mathematics - MATH 6640 Q,1,1,,,,,,,,3 3.50 5
Mathematics - MATH 6640 Q1,4,1,1,,,,,,,3.50 6
Mathematics - MATH 6643 A,19,4,1,,,,,,,1 3.75 25
Mathematics - MATH 6643 Q,7,1,,,,,,,,3.88 8
Mathematics - MATH 6644 A,5,1,,,1,,,,,2 3.29 9
Mathematics - MATH 6701 A,46,10,1,,,,,,,1 3.79 58
Mathematics - MATH 6701 Q,7,2,1,,,,,,,3.60 10
Mathematics - MATH 6705 A,5,4,1,,,,,,,1 3.40 11
Mathematics - MATH 6759 A,5,17,6,,,,,,1,1 2.96 30
Mathematics - MATH 6761 A,6,3,,,,,,,,3 3.67 12
Mathematics - MATH 6767 A,10,7,3,,,,,,,3.35 20
Mathematics - MATH 6785 A,3,1,,,,,,,,3.75 4
Mathematics - MATH 7000 ETN,,,,,,,1,,,1
Mathematics - MATH 7012 A,6,1,,,,,,,2,3.86 9
Mathematics - MATH 7244 A,10,1,,,,,,,4,2 3.91 17
Mathematics - MATH 7337 A,5,,,,,,,,,3 4.00 8
Mathematics - MATH 7999 VH,,,,,,,,,1,1
Mathematics - MATH 8305 A,,,,,,,9,1,,10
Mathematics - MATH 8307 A,,,,,,,3,,,3
Mathematics - MATH 8802 ENG,,,,,,,16,,,16
Mathematics - MATH 8803 BLE,12,,1,,,,,,1,1 3.85 15
Mathematics - MATH 8803 GAN,9,,,,,,,,4,1 4.00 14
Mathematics - MATH 8803 LLA,24,,,,,,,,2,1 4.00 27
Mathematics - MATH 8803 RAB,2,1,1,,,,,,1,3.25 5
Mathematics - MATH 8900 BAR,1,,,,,,,,,4.00 1
Mathematics - MATH 8900 BED,1,,,,,,,,,4.00 1
Mathematics - MATH 8900 DAM,1,,,,,,,,,4.00 1
Mathematics - MATH 8900 ETN,2,,,,,,,,,4.00 2
Mathematics - MATH 8900 GOL,1,,,,,,,,,4.00 1
Mathematics - MATH 8900 HAR,1,,,,,,,,,4.00 1
Mathematics - MATH 8900 HEH,1,,,,,,,,,4.00 1
Mathematics - MATH 8900 HEI,2,,,,,,,,,4.00 2
Mathematics - MATH 8900 HOU,4,,,,,,,,,4.00 4
Mathematics - MATH 8900 ILI,1,,,,,,,,,4.00 1
Mathematics - MATH 8900 KAN,2,,,,,,,,,4.00 2
Mathematics - MATH 8900 KOL,2,,,,,,,,,4.00 2
Mathematics - MATH 8900 LE,1,,,,,,,,,4.00 1
Mathematics - MATH 8900 LOU,1,,,,,,,,,4.00 1
Mathematics - MATH 8900 MAT,1,,,,,,,,,4.00 1
Mathematics - MATH 8900 MCC,1,,,,,,,,,4.00 1
Mathematics - MATH 8900 PAN,1,,,,,,,,,4.00 1
Mathematics - MATH 8900 SWI,1,,,,,,,,,4.00 1
Mathematics - MATH 8900 TET,1,,,,,,1,,,4.00 2
Mathematics - MATH 8900 THO,,,,,,,1,,,1 2
Mathematics - MATH 8900 THO,A,B,C,D,F,I,S1,U,V,W1 Aver. Tota2
Mathematics - MATH 8900 YU,3,,,,,,,,,4.00 3
Mathematics - MATH 8900 ZHO,4,,,,,,,,,4.00 4
Mathematics - MATH 8997 A,,,,,,,,,62,62
Mathematics - MATH 8998 A,,,,,,,,,7,7
Mathematics - MATH 9000 BAR,,,,,,,1,,,1
Mathematics - MATH 9000 BON,,,,,,,1,,,1
Mathematics - MATH 9000 BUN,,,,,,,2,,,2
Mathematics - MATH 9000 DIE,,,,,,,2,,,2
Mathematics - MATH 9000 ETN,,,,,,,3,,,3
Mathematics - MATH 9000 LAC,,,,,,,3,,,3
Mathematics - MATH 9000 LE,,,,,,,1,,,1
Mathematics - MATH 9000 LLA,,,,,,,2,,,2
Mathematics - MATH 9000 LOS,,,,,,,2,,,2
Mathematics - MATH 9000 MAR,,,,,,,1,,,1
Mathematics - MATH 9000 SHO,,,,,,,1,,,1
Mathematics - MATH 9000 TET,,,,,,,1,,,1
Mathematics - MATH 9000 TRO,,,,,,,1,,,1
Mathematics - MATH 9000 YU,,,,,,,1,,,1
Mechanical Engineering - ME 1770 A,40,7,1,,,,,,,3.81 48
Mechanical Engineering - ME 1770 B,39,6,1,,2,,,,,3.67 48
Mechanical Engineering - ME 1770 C,34,11,1,,,,,,,1 3.72 47
Mechanical Engineering - ME 1770 D,26,14,2,1,,,,,,3.51 43
Mechanical Engineering - ME 1770 E,35,7,1,,,,,,,3.79 43
Mechanical Engineering - ME 1770 F,47,,,,1,,,,,3.92 48
Mechanical Engineering - ME 1770 G,33,8,3,1,1,,,,,3.54 46
Mechanical Engineering - ME 1770 H,43,2,1,1,,,,,,3.85 47
Mechanical Engineering - ME 1770 I,36,8,1,2,,,,,,1 3.66 48
Mechanical Engineering - ME 2016 A,55,6,2,2,2,,,,,2 3.64 69
Mechanical Engineering - ME 2016 B,15,28,12,3,,,,,,4 2.95 62
Mechanical Engineering - ME 2016 C,21,19,12,3,2,,,,,5 2.95 62
Mechanical Engineering - ME 2016 D,5,10,11,5,1,,,,,6 2.41 38
Mechanical Engineering - ME 2016 E,14,11,15,3,6,,,,,11 2.49 60
Mechanical Engineering - ME 2110 A,13,6,,,,,,,,3.68 19
Mechanical Engineering - ME 2110 B,14,6,,,,,,,,3.70 20
Mechanical Engineering - ME 2110 C,13,6,,,,,,,,3.68 19
Mechanical Engineering - ME 2110 D,11,6,2,,,,,,,1 3.47 20
Mechanical Engineering - ME 2110 E,9,10,,,,,,,,3.47 19
Mechanical Engineering - ME 2110 F,12,7,,,,,,,,3.63 19
Mechanical Engineering - ME 2110 G,10,7,1,,,,,,,1 3.50 19
Mechanical Engineering - ME 2110 H,12,7,1,,,,,,,3.55 20
Mechanical Engineering - ME 2110 I,11,5,2,,,,,,,3.50 18
Mechanical Engineering - ME 2110 J,11,9,,,,,,,,3.55 20
Mechanical Engineering - ME 2110 K,10,8,,,,,,,,3.56 18
Mechanical Engineering - ME 2110 L,11,7,,,,,,,,3.61 18
Mechanical Engineering - ME 2202 A,12,18,4,2,2,,,,,5 2.95 43
Mechanical Engineering - ME 2202 B,22,19,12,7,2,,,,,6 2.84 68
Mechanical Engineering - ME 2202 C,10,19,17,6,2,,,,,9 2.54 63
Mechanical Engineering - ME 2202 D,15,19,13,3,2,,,,,11 2.81 63
Mechanical Engineering - ME 2202 E,4,7,1,1,,,,,,8 3.08 21
Mechanical Engineering - ME 2698 PR3,,,,,,,,,1,1
Mechanical Engineering - ME 2699 BN3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 2699 DN3,3,,,,,,,,,4.00 3
Mechanical Engineering - ME 2699 FC3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 2699 GA3,2,,,,,,,,,4.00 2
Mechanical Engineering - ME 2699 HD3,6,,,,,,,,,4.00 6
Mechanical Engineering - ME 2699 HT3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 2699 KA3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 2699 KY3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 2699 KY3,A,B,C,D,F,I,S,U,V,W Aver. Tota
Mechanical Engineering - ME 2699 ST3,2,,,,,,,,,4.00 2
Mechanical Engineering - ME 2803 A,4,,,,,,,,,4.00 4
Mechanical Engineering - ME 2803 B,3,,,,,,,,,4.00 3
Mechanical Engineering - ME 2803 C,5,1,,,,,,,,3.83 6
Mechanical Engineering - ME 2803 D,6,,,,,,,,,4.00 6
Mechanical Engineering - ME 3017 A,20,17,20,4,3,,,,,3 2.73 67
Mechanical Engineering - ME 3017 B,17,34,16,2,,,,,,2.96 69
Mechanical Engineering - ME 3017 C,14,22,11,8,6,,,,,1 2.49 62
Mechanical Engineering - ME 3017 D,19,23,18,3,1,,,,,1 2.88 65
Mechanical Engineering - ME 3017 F,5,1,,1,,,,,,3.43 7
Mechanical Engineering - ME 3017 R,5,6,2,,,,,,,3.23 13
Mechanical Engineering - ME 3057 A,16,2,,,,,,,,3.89 18
Mechanical Engineering - ME 3057 B,16,2,,,,,,,,3.89 18
Mechanical Engineering - ME 3057 C,8,10,,,,,,,,3.44 18
Mechanical Engineering - ME 3057 D,10,4,,,,,,,,3.71 14
Mechanical Engineering - ME 3057 E,11,7,,,,,,,,3.61 18
Mechanical Engineering - ME 3057 F,9,6,,,,,,,,3.60 15
Mechanical Engineering - ME 3057 G,8,5,2,,,,,,,3.40 15
Mechanical Engineering - ME 3057 H,15,3,,,,,,,,3.83 18
Mechanical Engineering - ME 3057 I,7,1,2,2,,,,,,3.08 12
Mechanical Engineering - ME 3057 J,14,2,,,,,,,,3.88 16
Mechanical Engineering - ME 3057 K,13,4,,,,,,,,3.76 17
Mechanical Engineering - ME 3057 L,9,4,,,,,,,,3.69 13
Mechanical Engineering - ME 3057 M,14,,,1,,,,,,3.80 15
Mechanical Engineering - ME 3057 N,7,4,1,,1,,,,,3.23 13
Mechanical Engineering - ME 3057 P,13,2,,,,,,,,3.87 15
Mechanical Engineering - ME 3057 Q,13,2,,,,,,,,3.87 15
Mechanical Engineering - ME 3057 S,12,3,,,,,,,,3.80 15
Mechanical Engineering - ME 3180 A,14,21,19,5,,,,,,3 2.75 62
Mechanical Engineering - ME 3180 B,23,23,13,8,,,,,,1 2.91 68
Mechanical Engineering - ME 3180 C,9,27,11,4,,,,,,6 2.80 57
Mechanical Engineering - ME 3180 E,25,20,10,4,3,,,,,3 2.97 65
Mechanical Engineering - ME 3210 A,27,47,7,2,,,,,,3.19 83
Mechanical Engineering - ME 3210 B,18,21,21,6,2,,,,,2.69 68
Mechanical Engineering - ME 3210 COL,16,17,6,2,,,,,,1 3.15 42
Mechanical Engineering - ME 3210 D,14,16,18,2,,,,,,2.84 50
Mechanical Engineering - ME 3210 F,11,18,19,1,,,,,,1 2.80 50
Mechanical Engineering - ME 3322 A,11,17,18,8,2,,,,,3 2.48 59
Mechanical Engineering - ME 3322 C,8,10,13,6,6,,,,,12 2.19 55
Mechanical Engineering - ME 3322 D,17,15,9,8,4,,,,,5 2.62 58
Mechanical Engineering - ME 3322 F,24,19,17,2,,,,,,3.05 62
Mechanical Engineering - ME 3322 G,10,21,7,8,2,,,,,4 2.60 52
Mechanical Engineering - ME 3322 H,5,15,11,1,2,,,,,3 2.59 37
Mechanical Engineering - ME 3322 R,11,11,4,,,,,,,1 3.27 27
Mechanical Engineering - ME 3340 B,15,33,13,2,,,,,,1 2.97 64
Mechanical Engineering - ME 3340 D,18,24,20,2,,,,,,1 2.91 65
Mechanical Engineering - ME 3340 E,13,15,21,3,,,,,,6 2.73 58
Mechanical Engineering - ME 3340 F,10,20,12,4,1,,,,,3 2.72 50
Mechanical Engineering - ME 3340 G,14,19,13,6,3,,,,,4 2.64 59
Mechanical Engineering - ME 3340 R,6,12,8,,,,,,,1 2.92 27
Mechanical Engineering - ME 3345 A,11,16,14,2,2,,,,,1 2.71 46
Mechanical Engineering - ME 3345 B,17,14,12,7,,,,,,2.82 50
Mechanical Engineering - ME 3345 C,8,17,11,4,1,,,,,2 2.66 43
Mechanical Engineering - ME 3345 D,7,25,19,2,,,,,,2.70 53
Mechanical Engineering - ME 3345 E,6,10,8,,,,,,,1 2.92 25
Mechanical Engineering - ME 3345 R,3,2,1,,,,,,,3.33 6
Mechanical Engineering - ME 3720 A,6,4,2,,,,,,,2 3.33 14
Mechanical Engineering - ME 3743 TM,10,,,,,,,,,4.00 10
Mechanical Engineering - ME 3743 TM,A,B,C,D,F,I,S,U,V,W Aver. Tota
Mechanical Engineering - ME 4011 A,41,12,10,1,,,,,,1 3.45 65
Mechanical Engineering - ME 4041 A,13,9,,,,,,,,3.59 22
Mechanical Engineering - ME 4041 B,18,8,3,,,,,,,3.52 29
Mechanical Engineering - ME 4056 A1,2,10,,,,,,,,3.17 12
Mechanical Engineering - ME 4056 A2,3,7,1,,,,,,,3.18 11
Mechanical Engineering - ME 4056 A3,6,5,,,,,,,,3.55 11
Mechanical Engineering - ME 4056 A4,2,6,4,,,,,,,2.83 12
Mechanical Engineering - ME 4056 A5,5,6,1,,,,,,,3.33 12
Mechanical Engineering - ME 4056 A6,3,9,,,,,,,,3.25 12
Mechanical Engineering - ME 4056 A7,4,7,1,,,,,,,3.25 12
Mechanical Engineering - ME 4056 A8,5,7,,,,,,,,3.42 12
Mechanical Engineering - ME 4056 A9,3,7,,,,,,,,3.30 10
Mechanical Engineering - ME 4056 B1,4,8,,,,,,,,3.33 12
Mechanical Engineering - ME 4056 B2,1,9,2,,,,,,,2.92 12
Mechanical Engineering - ME 4056 B3,2,10,,,,,,,,3.17 12
Mechanical Engineering - ME 4056 B4,8,4,,,,,,,,3.67 12
Mechanical Engineering - ME 4056 B5,6,5,1,,,,,,,3.42 12
Mechanical Engineering - ME 4056 B6,1,9,2,,,,,,,2.92 12
Mechanical Engineering - ME 4056 B7,3,8,1,,,,,,,3.17 12
Mechanical Engineering - ME 4056 B8,6,6,,,,,,,,3.50 12
Mechanical Engineering - ME 4056 B9,5,5,,,,,,,,3.50 10
Mechanical Engineering - ME 4182 A,22,5,1,,,,,,,3.75 28
Mechanical Engineering - ME 4182 B,21,3,,,,,,,,3.88 24
Mechanical Engineering - ME 4182 C,20,4,4,,,,,,,3.57 28
Mechanical Engineering - ME 4182 D,30,,,,,,,,,4.00 30
Mechanical Engineering - ME 4182 E,22,3,,,,,,,,3.88 25
Mechanical Engineering - ME 4182 F,21,8,,,,,,,,3.72 29
Mechanical Engineering - ME 4182 ID,6,7,,,,,,,,3.46 13
Mechanical Engineering - ME 4189 A,13,7,3,,,,,,,3.43 23
Mechanical Engineering - ME 4193 B,6,6,2,,,,,,,3.29 14
Mechanical Engineering - ME 4315 A,28,23,1,,,,,,,1 3.52 53
Mechanical Engineering - ME 4342 A,14,4,1,,,,,,,5 3.68 24
Mechanical Engineering - ME 4405 B,21,5,3,,1,,,,,3 3.50 33
Mechanical Engineering - ME 4451 A,9,2,3,,,,,,,3.43 14
Mechanical Engineering - ME 4451 B,10,5,1,,,,,,,3.56 16
Mechanical Engineering - ME 4452 A,26,4,6,,2,,,,,1 3.37 39
Mechanical Engineering - ME 4698 AX3,,,,,,,,,1,1
Mechanical Engineering - ME 4698 DF3,,,,,,,,,1,1
Mechanical Engineering - ME 4698 FC3,,,,,,,,,1,1
Mechanical Engineering - ME 4698 GA3,,,,,,,,,1,1
Mechanical Engineering - ME 4698 GU3,,,,,,,,,2,2
Mechanical Engineering - ME 4698 HA3,,,,,,,,,1,1
Mechanical Engineering - ME 4698 HD3,,,,,,,,,1,1
Mechanical Engineering - ME 4698 JL3,,,,,,,,,1,1
Mechanical Engineering - ME 4698 JS3,,,,,,,,,1,1
Mechanical Engineering - ME 4698 KY3,,,,,,,,,1,1
Mechanical Engineering - ME 4698 LMX,,,,,,,,,1,1
Mechanical Engineering - ME 4698 PR3,,,,,,,,,1,1
Mechanical Engineering - ME 4698 ST3,,,,,,,,,1,1
Mechanical Engineering - ME 4699 AX3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 BB4,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 BN3,1,1,,,,,,,,3.50 2
Mechanical Engineering - ME 4699 CB3,2,,,,,,,,,4.00 2
Mechanical Engineering - ME 4699 CH3,2,,,,,,,,,4.00 2
Mechanical Engineering - ME 4699 CJ3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 CK3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 CK4,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 CL3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 CL3,A,B,C,D,F,I,S,U,V,W Aver. Tota
Mechanical Engineering - ME 4699 CY3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 DN3,2,,,,,,,,,4.00 2
Mechanical Engineering - ME 4699 EA3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 FA3,3,,,,,,,,,4.00 3
Mechanical Engineering - ME 4699 FC3,3,,,,,,,,,4.00 3
Mechanical Engineering - ME 4699 FK2,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 FV3,,,,,,,,,,1 1
Mechanical Engineering - ME 4699 GA3,2,,,,,,,,,4.00 2
Mechanical Engineering - ME 4699 GC3,2,,,,,,,,,4.00 2
Mechanical Engineering - ME 4699 GM3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 GU2,,,,,,,,,,1 1
Mechanical Engineering - ME 4699 HA3,2,,,,,,,,,4.00 2
Mechanical Engineering - ME 4699 HD3,6,,,,,,,,,4.00 6
Mechanical Engineering - ME 4699 I2P,3,,,,,,,,,4.00 3
Mechanical Engineering - ME 4699 JA3,,,1,,,,,,,2.00 1
Mechanical Engineering - ME 4699 JL3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 JR3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 KD3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 KT3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 KY3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 KY4,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 LG3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 LM3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 LS2,2,,,,,,,,,4.00 2
Mechanical Engineering - ME 4699 LS3,4,,,,,,,,,4.00 4
Mechanical Engineering - ME 4699 LT2,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 LT3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 MJ3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 PR3,5,,,,,,,,,4.00 5
Mechanical Engineering - ME 4699 QH3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 RA3,3,,,,,,,,,4.00 3
Mechanical Engineering - ME 4699 RJ3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 SC3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 SK3,5,,,,,,,,,4.00 5
Mechanical Engineering - ME 4699 SS1,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 ST3,6,,,,1,,,,,3.43 7
Mechanical Engineering - ME 4699 SW3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 UJ3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 VM3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 WY3,5,,,,,,,,,4.00 5
Mechanical Engineering - ME 4699 XS3,2,,,,,,,,,4.00 2
Mechanical Engineering - ME 4699 YS3,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 YS6,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 4699 ZB3,2,,,,,,,,,4.00 2
Mechanical Engineering - ME 4701 A,7,1,1,,1,,,,,1 3.30 11
Mechanical Engineering - ME 4740 A,3,2,,,,,,,,3.60 5
Mechanical Engineering - ME 4741 TM,9,1,,,,,,,,3.90 10
Mechanical Engineering - ME 4753 QEM,,1,,,,,,,,3.00 1
Mechanical Engineering - ME 4753 QKA,2,,,,,,,,,4.00 2
Mechanical Engineering - ME 4753 QOG,7,2,,,,,,,,3.78 9
Mechanical Engineering - ME 4753 QPW,17,1,,,,,,,,3.94 18
Mechanical Engineering - ME 4753 QRT,6,,,,,,,,,4.00 6
Mechanical Engineering - ME 4757 A,2,2,,,,,,,,3.50 4
Mechanical Engineering - ME 4758 A,,,,1,,,,,,1 1.00 2
Mechanical Engineering - ME 4760 A,8,3,2,,,,,,,4 3.46 17
Mechanical Engineering - ME 4763 B,2,3,,,,,,,,3.40 5
Mechanical Engineering - ME 4766 B,4,2,1,,1,,,,,3.00 8
Mechanical Engineering - ME 4781 A,3,3,,,,,,,,3.50 6
Mechanical Engineering - ME 4781 A,A3,B3,C,D,F,I,S,U,V,W A3v.e5r0. Tota6
Mechanical Engineering - ME 4790 A,10,12,3,1,,,,,,3.19 26
Mechanical Engineering - ME 4791 A,4,5,,,,,,,,3.44 9
Mechanical Engineering - ME 4791 Q,3,,,,,,,,,4.00 3
Mechanical Engineering - ME 4803 DEO,1,,1,1,,,,,,2.33 3
Mechanical Engineering - ME 4803 ROS,11,,,,,,,,,4.00 11
Mechanical Engineering - ME 4813 LEA,8,12,7,,1,,,,,2.93 28
Mechanical Engineering - ME 4823 HAY,17,12,9,1,,,,,,5 3.15 44
Mechanical Engineering - ME 6101 A,27,3,,,,,,,,1 3.90 31
Mechanical Engineering - ME 6101 Q,11,,,,,,,,,1 4.00 12
Mechanical Engineering - ME 6201 A,23,15,,,,,,,,3 3.61 41
Mechanical Engineering - ME 6201 Q,2,2,,,,,,,,3.50 4
Mechanical Engineering - ME 6201 R,32,,,,,,,,,4.00 32
Mechanical Engineering - ME 6203 R,9,3,2,,,,,,,3.50 14
Mechanical Engineering - ME 6204 R,30,,,,,,,,,4.00 30
Mechanical Engineering - ME 6222 B,15,19,2,,1,,,,,3.27 37
Mechanical Engineering - ME 6222 Q,16,13,4,,,,,,,3.36 33
Mechanical Engineering - ME 6229 A,5,,,,,,,,,4.00 5
Mechanical Engineering - ME 6229 B,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 6229 C,2,3,,,,,,,,3.40 5
Mechanical Engineering - ME 6242 A,2,4,,,,,,,,3.33 6
Mechanical Engineering - ME 6244 A,13,,,,,,,,,2 4.00 15
